"","V1"
"1",""
"2","Die Kollegin Antje Tillmann hat das Wort für die CDU/CSU-Fraktion."
"3","Antje Tillmann:"
"4","Herr Präsident! Liebe Kolleginnen und Kollegen! Ich persönlich bin fest davon überzeugt, dass das beste Mittel gegen zu hohe Mieten und gegen Wohnungsmangel ist, genügend Wohnraum zu schaffen."
"5"," Wohnungen bauen hilft gegen hohe Mieten."
"6","Aber selbst wenn man nicht dieser Meinung ist und wenn man sich in diesem Zusammenhang dem Aspekt Enteignung widmen will, wie es der Kollege Bartsch eben getan hat, dann muss man damit ganz sachlich und betriebswirtschaftlich umgehen:"
"7"," Die Forderung nach diesem Instrument zu einem Zeitpunkt in die Diskussion einzubringen, wo die Grundstückspreise explodieren, zeigt doch ganz klar, dass das betriebswirtschaftlich nicht funktionieren kann."
"8","Der Kollege Bartsch wusste noch, dass man die Anschaffungskosten auf der Aktivseite einer Bilanz ausweist."
"9"," Und ja, die Kredite, die man vielleicht zur Finanzierung braucht, stehen auf der Passivseite."
"10"," Das Problem ist nur, dass man spätestens nach einem Monat, wenn nämlich die Kosten der Abschreibung des Kaufpreises höher als die Erträge aus den Mieten sind, pleite ist."
"11"," Also würde es überhaupt nichts nutzen, zum jetzigen Zeitpunkt zu enteignen, weil wir natürlich nicht unter Verkehrswert enteignen."
"12"," Die Forderung, zu einem Zeitpunkt zu enteignen, wo die Grundstückspreise explodieren, zeugt wirklich davon, dass Sie überhaupt keine Ahnung haben, weder von Artikel 15 des Grundgesetz noch von Bilanzierung."
"13"," Schade, dass der Kollege Bartsch jetzt keine Zeit mehr hatte, sich diesen Teil der Rede anzuhören."
"14"," Aber vielleicht können Sie es ihm ja ausrichten."
"15"," Das macht keinen Sinn."
"16","Das macht auch keinen Sinn, weil natürlich jeder weitere Investor überlegen wird, für 7 Euro zu bauen, wenn bei 7,50 Euro die Enteignung droht."
"17"," Von daher kann man diese Debatte ganz sachlich und, Kollege Kühn, völlig ohne Schaum vorm Mund führen."
"18"," Man braucht nur ein bisschen betriebswirtschaftlichen Verstand."
"19"," Dann merkt man:"
"20"," Das ist keine Lösung!Deswegen schlagen wir einen anderen Weg ein."
"21"," Wir sagen:"
"22"," In einem Dreiklang von Wohnungsbauunterstützung schaffen wir mehr Wohnungen und damit eine Entlastung auf dem Wohnungsmarkt."
"23"," Aber dazu muss man natürlich auch sagen, dass dies das Problem mit dem Wohnraum in den Innenstädten nicht lösen wird."
"24"," WirAntje Tillmannkönnen natürlich die Innenstädte zubetonieren."
"25"," Das ist vielleicht Ihre Position, unsere ist das nicht."
"26","Wir müssen zusätzlich wissen, dass wir in einer Generation fast doppelt so viel Wohnraum pro Person wie vorher in Anspruch nehmen."
"27"," Da kann jeder Einzelne für sich überlegen, ob es weiter funktionieren kann, dass wir für jede Person mehr als 46 Quadratmeter zur Verfügung stellen."
"28"," Diesen Bedarf werden wir dauerhaft auch durch noch mehr Wohnungsbau vermutlich nicht lösen."
"29"," Aber in der Zwischenzeit, glaube ich, muss man das Problem mit den Kommunalpolitikerinnen und Kommunalpolitikern angehen."
"30"," Ich höre, dass teilweise Kollegen, die schon gesprochen haben, von den Oberbürgermeistern ihres Wahlkreises angerufen werden, die ihnen sagen:"
"31"," Hallo, bei mir im Ort stehen Wohnungen leer."
"32"," — Das ist in Thüringen ganz genauso."
"33","Deshalb bin ich froh, das Staatssekretär Wanderwitz die Kommission „Gleichwertige Lebensverhältnisse‘ angesprochen hat; denn es ist vermutlich billiger, abends einen Bus zurück in den ländlichen Raum fahren zu lassen, als in den Innenstädten auch den letzten Park mit zusätzlichen Wohnungen zuzubetonieren, weil alle Menschen in die Innenstädte wollen."
"34","Vielleicht schaffen wir es, den ländlichen Raum doch attraktiver zu machen, die Schulen vor Ort zu erhalten — das ist im Moment ein Thüringer Thema — und dann Menschen zu motivieren, auf dem Land in einer schönen Umgebung preiswert zu wohnen und am Abend mit dem Bus von der Stadt nach Hause zu fahren."
"35"," Neben diesem Konzept werden wir selbstverständlich auch in Wohnraum investieren."
"36"," Das Programm für den sozialen Wohnungsbau ist schon erwähnt worden."
"37"," In einer Sonderaktion stellen wir zusätzlich zu den 1,5 Milliarden Euro weitere 2 Milliarden Euro zur Verfügung."
"38"," Die KfW hat alleine 2018 15 Milliarden Euro an Krediten und 2 Milliarden Euro an Zuschüssen für sozialen und anderen Wohnraum zur Verfügung gestellt."
"39","Herr Kollege Kühn, ich finde es traurig, dass Sie den Familien das Baukindergeld nicht gönnen; denn selbstverständlich werden die Familien, die sich ein Eigenheim schaffen, Wohnungen freimachen, in die andere einziehen können, die vielleicht die finanziellen Mittel für das Baukindergeld und das Wohneigentum nicht brauchen."
"40"," Sie haben das als eine teure, unnütze Maßnahme beanstandet."
"41"," Wir freuen uns tiber jede Familie, die dieses Programm nutzt."
"42"," Dieses Programm führt dazu, dass Kinder in einer guten Umgebung aufwachsen."
"43"," Selbstverständlich sind uns auch die Kinder wichtig, deren Eltern sich das nicht leisten können."
"44"," Für diese stellen wir Wohnbauprogramme zur Verfügung."
"45","Was kommt noch neben dem, was wir schon umgesetzt haben? Leider schlummert im Bundesrat das Gesetz zur steuerlichen Förderung des Mietwohnungsneubaus."
"46"," Auch das hätte in erheblichem Umfang zu Mietwohnungsneubau führen können."
"47"," Der Deutsche Bundestag hat dieses Gesetz im November 2018 verabschiedet."
"48"," Leider können sich die Länder nicht dazu durchringen, es endlich auf den Weg zu bringen, obwohl auch das Gegenstand des Wohngipfels war."
"49"," Ich bin sehr froh, dass wir dafür gesorgt haben, dass man dieses Modell mit staatlichen Zuschüssen für den sozialen Wohnungsbau koppeln kann."
"50"," Natürlich wäre es perfekt, wenn man mit der Sonderabschreibung zusätzlichen Wohnraum für Menschen schaffte, die preiswerten Wohnraum benötigen."
"51","Wir wollen einen Grunderwerbsteuerfreibetrag."
"52"," Wir wollen auch die Wohnungsbauprämie als Teil der Vermögensbildung anpassen, damit sie für junge Menschen attraktiv wird."
"53"," Von daher haben wir für alle drei Gruppen das entsprechende Programm."
"54"," Mit dem Koalitionspartner müssen wir noch sprechen hinsichtlich der Grundsteuer; denn seit gestern wissen wir, dass wir die Mietsituation in den Innenstädten noch dadurch erschweren, dass es einen Metropolenzuschlag geben soll."
"55"," Ich war bisher immer davon ausgegangen, dass wir München, Frankfurt und Berlin nicht noch teurer, sondern billiger machen wollen."
"56"," Aber darüber können wir vielleicht im Gesetzgebungsverfahren zur Grundsteuer diskutieren."
"57"," Bis dahin glaube ich, dass wir mit dem angesprochenen Dreiklang auf einem guten Weg sind."
"58","Ich bitte Sie, das zu unterstützen."
"59"," Vizepräsident Dr.
 Hans-Peter "
