"","V1"
"1",""
"2"," Vielen Dank, Dr."
"3"," Berghegger."
"4"," — Nächste Rednerin:"
"5"," für die Fraktion Die Linke Dr."
"6"," Gesine Lötzsch."
"7"," Dr."
"8"," Gesine Lötzsch:"
"9","Vielen Dank."
"10"," — Frau Präsidentin! Meine sehr geehrten Damen und Herren! Wir haben eine ganze Woche lang debattiert, und mir sind in dieser Woche acht Irrtümer der Koalition besonders aufgefallen:"
"11"," Dr."
"12"," Gesine Lötzsch Erster Irrtum."
"13"," Die Koalition denkt, mit kleinen Schritten kann man das Klima retten."
"14"," Das ist falsch."
"15"," Ich will Sie darauf hinweisen — falls Sie es auf den StraBen noch nicht gemerkt haben -:"
"16"," Heute ist der Internationale Klimaaktionstag."
"17"," Ich finde es gut, dass nicht nur Jugendliche, sondern Menschen aller Generationen gemeinsam auf die Straße gehen und die Bundesregierung an ihre leeren Versprechungen erinnern."
"18"," Ich finde es gut, dass die Menschen für ihre Rechte kämpfen, und ich finde, wir sollten sie dabei unterstützen."
"19"," Wir als Linke sagen:"
"20"," Unser Ziel ist Klimagerechtigkeit."
"21"," Dazu gehört auch, dass die Vermögenden in unserer Gesellschaft, die auch den größten ökologischen Fußabdruck hinterlassen, endlich mit einer Vermögensteuer ihren gerechten Beitrag zur Bekämpfung der Klimakrise leisten."
"22"," Das ist unsere Forderung."
"23"," Ein zweiter Irrtum, der mir aufgefallen ist:"
"24"," Die schwarze Null ist Ausdruck von ökonomischem Sachverstand."
"25"," Da sagt Die Linke:"
"26"," Das ist falsch."
"27"," Es gibt keinen ernsthaften Ökonomen mehr, der empfiehlt, nicht mehr zu investieren."
"28"," Es gibt keinen ernsthaften Ökonomen mehr, der sagt, die schwarze Null sei eine gute Idee."
"29"," Ganz im Gegenteil:"
"30"," Die Bundesregierung wird aufgefordert, endlich die Investitionsbremse zu lösen."
"31"," Jeder Mensch, der mit offenen Augen durch unser Land geht, sieht doch, dass die Bundesregierung unsere Infrastruktur auf Verschleiß gefahren hat."
"32"," Ökonomisch sinnvoll ist es, jetzt in Kindergärten, Schulen, Wohnungen und Universitäten zu investieren."
"33"," Das ist unsere Forderung."
"34"," Wir haben gerade, in der vorherigen Debatte, über den Einzelplan des Arbeitsministeriums diskutiert."
"35"," Damit ist der dritte Irrtum der Koalition verbunden."
"36"," Sie denken immer noch, dass Sie Menschen mit Sanktionen in Arbeit zwingen müssen."
"37"," Ich sage Ihnen:"
"38"," Alle Lebenserfahrung spricht dagegen; aber auch die Zahlen sind eindeutig."
"39"," Jeder vierte Erwachsene in Hartz IV arbeitet hart und hat trotzdem nicht genügend Lohn, um davon zu leben."
"40"," Er muss also zum Jobcenter gehen und um Unterstützung betteln."
"41"," Wir sagen Ihnen:"
"42"," Das beste Mittel, um Menschen ihre Würde wiederzugeben, wäre es, endlich einen Mindestlohn von 12 Euro durchzusetzen."
"43"," Das wäre eine Hilfe für alle und auch eine Entlastung des Bundeshaushaltes."
"44"," Die Hartz-IV-Gesetze gibt es jetzt seit 15 Jahren."
"45"," Als sie damals von SPD, Grünen und Union beschlossen wurden, stand ich mit meiner Kollegin Petra Pau vor dem Reichstag mit einem Transparent, und wir wiesen darauf hin, dass diese Gesetze Armutsgesetze sind."
"46"," Leider hat sich diese Aussage bestätigt."
"47"," Die Anzahl der armen Menschen in unserem Land, in unserem reichen Land, hat zugenommen."
"48"," Das ist eine Schande, und wir müssen han eln."
"49","Meine Damen und Herren, auch die beschlossene sogenannte Grundrente, die nun als großer Erfolg gefeiert wird, ist nicht ausreichend."
"50"," Wir als Linke sagen:"
"51"," Wir wollen eine solidarische Mindestrente; denn diese Grundrente ist nur eine notdürftige Reparatur an den Hartz-IVGesetzen."
"52"," Es ist Zeit, endlich eine solidarische Mindestrente zu beschließen."
"53"," Vierter Irrtum der Koalition."
"54"," Sie denkt, mehr Sicherheit gibt es nur, wenn wir mehr Geld für die Bundeswehr ausgeben."
"55"," Wir sagen eindeutig:"
"56"," Das ist falsch."
"57"," Die Bundeswehr wird von der Koalition mit Geld nur so überschüttet, und wir wissen ja aus den vergangenen Jahren, dass die Ministerinnen gar nicht wissen, was sie mit dem Geld eigentlich machen sollen."
"58"," Die Auslandseinsätze der Bundeswehr haben unsere Sicherheit nicht erhöht."
"59"," Sie müssen sich einmal überlegen:"
"60"," Seit 18 Jahren — das entspricht der Zeit von der Geburt bis zum Abitur - ist die Bundeswehr in Afghanistan, und es ist immer noch Krieg."
"61"," Ich finde, wenn man erkannt hat, dass eine Sache falsch ist, dann muss man sie beenden."
"62"," Wir wollen mit zivilen Mitteln mehr Sicherheit erreichen."
"63"," Fünfter Irrtum — darüber haben wir gestern debattiert -:"
"64"," Bildung ist vor allem Ländersache."
"65"," — Nein, ich sage Ihnen:"
"66"," Bildung ist zu wichtig, um sie allein den Bundesländern zu überlassen."
"67"," Vor allem dürfen wir nicht länger akzeptieren, dass die reichen Bundesländer auf Kosten der armen Bundesländer ihre Probleme lösen wollen."
"68"," Wir haben es doch beobachtet:"
"69"," Gut ausgebildete Lehrerinnen und Lehrer gehen dorthin, wo sie besser bezahlt werden."
"70"," Ostdeutschland altert viel schneller als die alten Bundesländer, weil so viele junge und gut ausgebildete Menschen nach Süddeutschland ausgewandert sind, darunter viele Lehrerinnen und Lehrer."
"71"," Ich finde, der brutale Konkurrenzföderalismus schadet Deutschland."
"72"," Hier müssen wir ein Stoppschild setzen, meine Damen und Herren."
"73"," Sechster Irrtum der Koalition:"
"74"," Unser Gesundheitssystem funktioniert nur, wenn mit Krankenhäusern, Pflegeheimen und Medikamenten maximaler Profit gemacht werden kann."
"75"," — Wir sagen Ihnen:"
"76"," Das Gegenteil ist richtig."
"77"," Die Ausrichtung unseres Gesundheitssystems auf Profit hat nämlich großen Schaden angerichtet."
"78"," Gesunde Menschen werden operiert, weil es Geld bringt, und in anderen Fällen wird kranken Menschen nicht ausreichend geholfen, weil es eben nicht genug Geld bringt."
"79"," Offensichtlich ist das Geld in unserem Gesundheitssystem falsch verteilt."
"80"," Zu Gesundheitsminister Spahn, der ja gerne für seinen Fleiß gelobt wird, kann ich nur sagen:"
"81"," Fleiß ist kein Kriterium."
"82"," Es geht darum, dass man die richtigen Dinge tut, das Richtige anpackt."
"83"," Ich finde — wir haben auch gestern darüber gesprochen -, dass das Fallpauschalensystem,Dr."
"84"," Gesine Lötzschdas an Profit und Gewinnen und nicht an Gesundheit orientiert ist, ein Konstruktionsfehler ist, den wir jetzt endlich, nach diesen vielen Jahren, beheben müssen, meine Damen und Herren."
"85"," Siebter Irrtum:"
"86"," Die Koalition denkt, Demokratie wird in erster Linie von Polizei, Geheimdiensten und Justiz verteidigt."
"87"," Ich sage Ihnen:"
"88"," Die Demokratie wird in erster Linie von den Bürgerinnen und Bürgern unseres Landes verteidigt."
"89"," Wenn Sie das verstanden hätten, dann würden Sie nicht Organisationen angreifen, die sich für Demokratie einsetzen."
"90","Wir haben gestern in der Debatte über das Programm „Demokratie leben!“ gesprochen."
"91"," Da wurden die Mittel erst dramatisch zusammengestrichen, und nach dem fürchterlichen Terroranschlag von Halle wurden Sie dann von der Öffentlichkeit gezwungen, die Mittel wieder leicht aufzustocken."
"92"," Wir müssen dieses Programm stärken und schützen."
"93"," Es ist nicht gut, über komische Projektfinanzierung zu diskutieren; wir müssen uns zu diesem Programm bekennen, meine Damen und Herren."
"94"," Ich finde, dass der Vereinigung der Verfolgten des Naziregimes die Gemeinnützigkeit entzogen wurde, ist ein Anschlag auf das demokratische Immunsystem unserer Gesellschaft."
"95"," Wir fordern die Bundesregierung auf, die Gemeinnützigkeit so zu regeln, dass sich Vereine natürlich politisch äußern können."
"96"," Und ich sage:"
"97"," Vereine sollen sich politisch engagieren und Zivilcourage zeigen."
"98"," Das stärkt unsere Demokratie."
