"","V1"
"1",""
"2"," Vielen Dank, Frau Ministerin."
"3"," — Der nächste Redner ist der Kollege Wilhelm von Gottberg von der AfD-Fraktion."
"4"," Wilhelm von Gottberg:"
"5","Herr Präsident! Frau Ministerin Klöckner! Meine Damen und Herren! Keine Frage, Frau Klöckner ist eine hochmotivierte Ministerin, die mit Freude die Leitung ihres Ressorts wahrnimmt."
"6"," Die Ministerin zählt „zu den umtriebigsten Kabinettsmitgliedern“, so die „FAZ“ vor einigen Wochen."
"7"," Ihr voller Terminkalender ist sicherlich der Tatsache geschuldet, dass sie sich selbst eine hohe Leistungsvorgabe gestellt hat."
"8"," Das ist nachzulesen in ihrer Berliner Rede, die sie zum Erntedankfest 2018 gehalten hat."
"9"," Unabhängig von dieser Rede haben Frau Klöckner und ihr Haus viele Vorschläge und Initiativen angeregt oder auf den Weg gebracht."
"10"," Frau Klöckner, beherzigen Sie ein wenig die alte menschliche Erfahrung „Weniger ist mehr“ oder, schärfer formuliert:"
"11"," Aktivitäten sind noch keine Effektivitäten."
"12"," Viele Ihrer guten Ideen versanden oder werden bedauerlicherweise auf die lange Bank geschoben."
"13"," Beispiele:"
"14","Problem Wolf."
"15"," Er gehört zwar nicht zu Ihrem Ressort, aber die negativen Folgen dieser Raubtiereinbürgerung haben ausschließlich die Menschen in Ihrem Verantwortungsbereich zu tragen."
"16"," Setzen Sie sich bitte dafür ein, dass auch in Deutschland eine Höchstzahl für die Wolfspopulation festgelegt wird."
"17","Die Reduzierung der ersten Säule der GAP schon im Haushaltsjahr 2020 zugunsten der zweiten Säule, wie kürzlich wohl im Kabinett beschlossen, findet nicht unsere Zustimmung."
"18","Was ist mit der Verschärfung der Düngeverordnung? Sie waren kürzlich diesbezüglich in Brüssel."
"19"," Es kann nicht das Ziel Ihrer Politik sein, eine weitere Verschärfung der Düngeverordnung zu akzeptieren."
"20"," Klug wäre es, die Auswirkungen der Düngeverordnung von 2017 bis zum Jahre 2021 abzuwarten."
"21"," Es ist gut möglich, dass dann erkennbar wird, dass die jetzt geltende Düngeverordnung hinsichtlich der Nitratbelastung des Grundwassers ausreicht."
"22"," Wie weit sind Sie mit Ihrer wichtigen Initiative zur Reduzierung der I ittel 1 dung? Frau Ilse Aigner, Agrarministerin von 2008 bis 2013, hat sich an dieser Mammutaufgabe schon versucht, ohne Erfolg."
"23"," Die letzte Frist, in der die betäubungslose Ferkelkastration erlaubt ist, läuft rapide ab."
"24"," Was haben Sie für die Ferkelproduzenten in der Schublade?Beenden Sie die Kakofonie in den eigenen Reihen hinsichtlich des Tierwohllabels! Seit zwei Jahren wird Geld in die Hand genommen, um ein Label auf freiwilliger Basis einzuführen."
"25"," Jetzt wird plötzlich von Teilen der Koalition ein verpflichtendes Label gefordert."
"26"," Das kann es nicht sein."
"27","Ein ganz wichtiger Punkt:"
"28"," Die Ministerin wollte sich mit Nachdruck dafür einsetzen, dass auch für das Risiko Trockenheit der ermäßigte Versicherungssteuersatz in Höhe von 0,03 Prozent der Versicherungssumme zum Tragen kommt."
"29"," Wie weit ist die Angelegenheit gediehen?Frau Klöckner, ist es nicht auch an der Zeit, von der Ernährungsministerin ein deutliches Wort zu den Forderungen aus dem Ökospektrum hinsichtlich der Halbierung oder gänzlichen Eliminierung des Fleischkonsums einzufordern?Derzeit sollte der Burn-out des Waldes ganz oben auf Ihrer Agenda stehen."
"30"," Es handelt sich um eine Jahrhundertkatastrophe, so die Einschätzung der Arbeitsgemeinschaft Deutscher Waldbesitzerverbände."
"31"," Hier hat es an einem frühzeitigen Hilfsprogramm für den deutschen Wald durch das Landwirtschaftsministerium gefehlt."
"32"," Die Herren von der Marwitz und Schirmbeck — beiden wird man ihre Kompetenz ftir den Wald nicht absprechen können — haben auf einer Pressekonferenz am 28."
"33"," August 2019 ein Hilfsprogramm für den notleidenden deutschen Wald gefordert."
"34"," Fir das Herausschaffen des Windwurfund Käferholzes sowie die Wiederaufforstung der Kahlflachen seien 2,3 Milliarden Euro erforderlich."
"35","Einen Tag später hat dann Frau Klöckner bei einem Fachgespräch mit den Forstverbänden eine halbe Milliarde Euro aus dem Klimaschutzfonds in Aussicht gestellt."
"36"," Immerhin! Gleichzeitig hat sie ein umfangreiches Wiederaufforstungsprogramm für 110 000 Hektar Kahlfläche angekündigt."
"37"," Das ist sehr gut und aus Klimaschutzgründen dringend geboten."
"38"," Frau Ministerin, Sie benutzen bei Ihren Ankündigungen immer recht zahlreich den Begriff „Nachhaltigkeit“."
"39"," Tragen Sie doch bitte dafür Sorge, dass Ihre Ankündigungen nachträglich auch umgesetzt werden."
"40","Wie schon bei den Beratungen zum Haushalt 2019 wiederhole ich hier für das Zahlenwerk 2020 meine grundsätzliche Kritik:"
"41"," Die haushaltspolitischen Grundsätze Wahrheit und Klarheit sowie Sparsamkeit und Wirtschaftlichkeit haben bei dem vorliegenden Entwurf keine Beachtung gefunden."
"42"," Einige Beispiele:"
"43","Für das Deutsche Zentrum für Ernährungsforschung werden 2,5 Millionen Euro zur Verfügung gestellt."
"44"," DieserWilhelm von Gottberg Titel wurde neu geschaffen."
"45"," Eine sparsame Haushaltsführung gebietet es, diesen Titel zu streichen."
"46","Die Personalausgaben für die Bundesanstalt für Landwirtschaft und Ernährung weisen gegenüber dem Vorjahreshaushalt einen Aufwuchs von 15 Millionen Euro aus."
"47","Bei den Mitteln für Aufträge und Dienstleistungen im Bereich der Informationstechnik wird eine Steigerung gegenüber dem Vorjahr um 300 Prozent vorgesehen."
"48","Beim Friedrich-Loeffler-Institut gibt es einen Aufwuchs der Mittel für die Personalbesoldung um 6 Millionen Euro."
"49"," Offenbar ist hier auch eine neue B-3-Stelle geschaffen worden."
"50"," Warum, und für wen?Beim Deutschen Biomasseforschungszentrum wird einem Stelleninhaber neben dem beträchtlichen B-2-Gehalt eine besondere persönliche Zulage von monatlich 1 050 Euro gewährt."
"51"," Dafür heben wir nicht die Hand."
"52","Es ist geboten, bei den Personalaufwendungen genau hinzuschauen."
"53"," Die Erhöhungen gelten ja nicht nur für dieses Haushaltsjahr, sondern für die gesamte Beschäftigungszeit."
"54","Vizeprasident Dr.
 Hans-Peter "
