"","V1"
"1",""
"2"," Vielen Dank, Frau Kollegin Kotting-Uhl."
"3"," — Als näch ster Redner hat das Wort der Kollege Dr."
"4"," Matthias Miersch, SPD-Fraktion."
"5"," Dr."
"6"," Matthias Miersch:"
"7","Herr Präsident! Liebe Kolleginnen und Kollegen! Liebe Sylvia Kotting-Uhl, der Tag der Wahrheit ist nicht heute."
"8"," Aber richtig ist, dass die Koalitionsparteien in diesem Koalitionsvertrag vereinbart haben, im Jahre 2019 eine Klimaschutzgesetzgebung zu verabschieden, die gewährleistet, dass die Klimaziele 2030 eingehalten werden."
"9"," Ja, in der Tat, das Jahr 2019 ist das Jahr der Wahrheit, um zu sehen, ob wir dieses Ziel erreichen, liebe Kolleginnen und Kollegen."
"10"," Lassen Sie mich am Anfang einmal sagen:"
"11"," In dieser Haushaltsdebatte höre ich, wer alles überfordert wird."
"12"," Was wir alle in diesem Haus erst einmal begreifen müssen, ist:"
"13"," Was kostet es eigentlich die Gesellschaft, was kostet es zukünftige Generationen, wenn wir beim Klimaschutz versagen? Das muss man einpreisen, wenn es hier um Haushaltsdebatten geht, liebe Kolleginnen und Kollegen."
"14"," Dass der Kollege Nüßlein nun ausgerechnet heute den neuen Gedanken vorgebracht hat, dass Klimaschutz Innovationspotenzial hat, macht mir für die nächsten Wochen Mut."
"15"," Bis jetzt hatte ich den Eindruck, dass die Kollegin Svenja Schulze gerade den CSU-Ministerien immer noch Nachhilfe dahin gehend anbieten musste, dass Klimaschutz im Mobilitätsbereich, Klimaschutz im Baubereich und Klimaschutz im Landwirtschaftsbereich Innovationspotenzial hat."
"16"," Ich finde, es ist toll, dass Sie das heute erkannt haben."
"17"," Aber, liebe Kolleginnen und Kollegen, ob wir tatsächlich liefern, will ich an vier großen Beispielen deutlich machen."
"18"," Sie zeigen, wo wir in den nächsten Wochen tatsächlich liefern müssen."
"19","Das Erste — da gebe ich der Kollegin Kotting-Uhl zu 100 Prozent recht —:"
"20"," Neben den Strukturhilfen brauchen wir auch im Herbst ein ganz klares Kohleausstiegsgesetz."
"21","Das, was die Kohlekommission gemacht hat, ist vorbildhaft für unsere Gesetzgebung."
"22"," Hier wird die Bundesregierung liefern müssen, liebe Kolleginnen und Kollegen."
"23"," Das unterscheidet uns vielleicht auch in der Herangehensweise."
"24"," Mit der Polarisierung, die wir hier erleben, wird kein Konsens, kein gesellschaftlicher Kompromiss, der über Legislaturperioden hinweg hält, erreicht werden können."
"25"," Deswegen bin ich froh, dass wir die Kommission hatten, und bin stolz, dass wir jetzt garantiert im Herbst dieses Kommissionsergebnis in Gesetze gießen können, liebe Kolleginnen und Kollegen."
"26"," Das Zweite — ohne das ist nämlich alles nichts - ist ein verlässlicher Pfad und eine Gesetzgebung, mit der wir bis 2030 das Ziel erreichen, den Anteil der erneuerbaren Energien auf 65 Prozent zu erhöhen."
"27"," Das, liebe Kolleginnen und Kollegen, wird der zweite wichtige Baustein in dieser Klimaschutzgesetzgebung sein müssen."
"28"," Das Dritte ist, dass wir die organisierte Unverantwortlichkeit beenden; das hat Svenja Schulze hier deutlich gemacht."
"29"," In der Regierung muss klar sein, dass alle dafür verantwortlich sind, die Sektorziele und die Klimaschutzziele zu erreichen, die wir vereinbart haben."
"30"," Insofern brauchen wir ein wirkungsvolles Klimaschutzgesetz, liebe Kolleginnen und Kollegen."
"31"," Der vierte Punkt sind dann die konkreten Maßnahmen."
"32"," Es ist in der Tat so:"
"33"," Ich habe eigentlich noch nie einen Bundesfinanzminister hier so reden hören wie heute Olaf Scholz, der gesagt hat:"
"34"," Wir brauchen die Begriffe „Zusammenhalt“ und „Zukunft‘ Wir brauchen einen sehr starken handlungsfähigen Staat, der niemanden im Stich lässt, wenn es um Umstieg und Transformation geht."
"35"," Deswegen brauchen wir Investitionen in die Daseinsvorsorge, in die Mobilität, in die Gebäudewirtschaft."
"36"," Wir dürfen dort niemanden überfordern."
"37","Deswegen, liebe Kolleginnen und Kollegen:"
"38"," Das, was wir heute Morgen gehört haben, ist, finde ich, ein guter Auftakt für unsere Beratungen."
"39"," Dann werden Sie sicherlich sehen, Frau Kotting-Uhl:"
"40"," Diese Regierung und diese Koalition liefern."
"41"," Lassen Sie uns in den nächsten Wochen ganz eng zusammenarbeiten, damit daraus wirklich etwas Gutes wird."
"42","Vielen Dank für Ihre Aufmerksamkeit."
"43","Dr.
 Matthias MierschVizepräsident Wolfgang "
