"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Dr."
"3"," Köhler."
"4"," — Als nächster Redner hat das Wort der Kollege Hubertus Zdebel, Die Linke."
"5"," Hubertus Zdebel:"
"6","Herr Präsident! Sehr geehrte Damen und Herren! Deutschland steht vor gewaltigen Herausforderungen in der Umwelt- und Klimapolitik."
"7"," Ein Artensterben enormen Ausmaßes und drohende Kipppunkte einer eskalierenden Klimakrise erfordern ein schnelles und massives Umsteuern."
"8"," Immer mehr Menschen in der Welt sind in wachsendem Maß von den Folgen einer unverantwortlichen Wirtschaftsweise bedroht, die auf Profitmaximierung ohne Rücksicht auf Mensch und Natur beruht."
"9","Das muss sich ändern."
"10","Man müsste meinen, dass in einer solchen Situation ein starkes Umweltministerium mit Blick nach vorn und den erforderlichen Ressourcen an die Arbeit geht."
"11"," Doch die Wirklichkeit ist:"
"12"," Trotz des massiv steigenden Bedarfs gibt es nur marginale Fortschritte, ansonsten nichts als Stillstand."
"13","Inzwischen werden über 1,1 Milliarden Euro im Umwelthaushalt — das ist mehr als die Hälfte des gesamten Umweltetats — nur noch für das radioaktive Erbe des Irrwegs der Atomenergienutzung ausgegeben."
"14"," Sie können mir glauben, dass ich der Letzte bin, der die Mittel, die dafür eingestellt werden, infrage stellen will; es kostet nun einmal Milliarden, diesen Irrweg vernünftig zu beenden."
"15"," Aber es ist doch definitiv kein starkes Signal, wenn wir den überwiegenden Teil des Umweltetats in die Bewältigung des Erbes der Atomenergienutzung stecken und weniger als die Halfte des Geldes in Zukunftsaufgaben wie Klimapolitik und Ahnliches."
"16"," Hinzu kommt, dass neben den Mitteln im Umweltetat beim B terrum noch einmal 400 Millionen Euro für die Bewältigung des Erbes der staatlichen Atomforschung eingestellt sind — und das nur, weil die Atomenergienutzung in Deutschland mit allen Mitteln durchgepeitscht wurde, nicht nur zur Stromproduktion, sondern auch, um zu demonstrieren, dass Deutschland auch Atommacht sein könnte."
"17","Die Atomkonzerne wurden Ende 2016 durch Union, SPD und leider auch Grüne gegen eine im Vergleich zu den erwarteten Kosten mickrige Einmalzahlung von rund 24 Milliarden Euro und ohne Nachschusspflicht von den Haftungsrisiken der Finanzierung der dauerhaften Atommülllagerung befreit."
"18"," Das geht definitiv zulasten der Steuerzahler."
"19"," Denn eines war damals schon sicher, und es wird immer sicherer:"
"20"," Die Kosten für eine möglichst sichere Lagerung des Atommülls steigen und steigen."
"21","Frau Ihnen hat gerade schon darauf hingewiesen, was in der Asse passiert:"
"22"," In der Asse rosten die Atommüllfässer vor sich hin."
"23"," Hier wurde gegen jede Vernunft Atommüll versenkt, obwohl selbst Laien schon klar war, dass der Salzstock absaufen könnte."
"24"," Wir haben inzwischen einen Bericht des Bundesrechnungshofs vorliegen, mit fatalen Ergebnissen, was das Controlling durch die Bundesregierung angeht."
"25"," Wir werden den Finger weiter auf die Wunde legen."
"26"," Was ist mit der Bundesgesellschaft für Endlagerung? Was ist mit der neu gegründeten Bundesgesellschaft für Zwischenlagerung, was macht die da in Zukunft in diesem Bereich? Es kann nicht so bleiben, dass das quasi an der langen Leine läuft."
"27"," Ich glaube, die Bundesregierung, aber auch das Parlament müssen zukünftig sehr viel genauer hinschauen, was dort tatsächlich passiert."
"28"," Auch der Umbau von Schacht Konrad verzögert sich erneut, um weitere fünf Jahre."
"29"," Warnungen, dass es auch hier, wie bei der Asse, zu einer Katastrophe kommen kann, gibt es sehr viele."
"30","Statt hier endlich das Scheitern einzuräumen und einen Neustart anzusetzen, wird weiter gutes Geld versenkt."
"31"," Wir werden dazu entsprechende Anträge in die weiteren Haushaltsberatungen einbringen."
"32","Ich gebe, um der Anregung des Präsidenten zu folgen,Ihnen jetzt noch acht bzw."
"33"," sechs Sekunden Zeit für eventuelle Zwischenbemerkungen oder Zwischenrufe."
"34","Herzlichen Dank für die Aufmerksamkeit.
Vizepräsident Wolfgang "
