"","V1"
"1",""
"2"," Nächster Redner ist der Kollege Bernhard Daldrup, SPD."
"3"," Bernhard Daldrup:"
"4","Herr Präsident! Meine lieben Kolleginnen und Kollegen! Herr Hilse, wir haben eben gehört, dass Ihr Kollege Herr Bernhard davon gesprochen hat, dass eines der Kernprobleme des Klimawandels der CO,-Ausstoß beim menschlichen Atmen sei."
"5"," Wenn man das so sieht, dann ist, ehrlich gesagt, nur noch der Hinweis nötig:"
"6"," Das ist das deutsche Parlament und nicht der Komödiantenstadel."
"7"," Ich sage Ihnen Folgendes:"
"8"," Wenn mich junge Menschen nach den Protesten und nach dem Klimaschutz fragen, dann sage ich ihnen sehr deutlich:"
"9"," Empörung ist gut — das kann man gut verstehen -, Protest ist gut, aber Empörung, die nicht in Enttäuschung münden will, braucht den Willen und die Bereitschaft zum politischen Handeln, zur Veränderung."
"10"," Und zu praktischer Politik sind wir bereit, das ist unser Weg."
"11"," Man kann diese Gesetzentwürfe im Detail kritisieren; aber es ist fundamental — Matthias Miersch hat darauf hingewiesen -, dass diese Koalition dafür gesorgt hat, dass der Klimaschutz in Zukunft das leitende Handlungsprinzip dieser und künftiger Regierungen ist."
"12"," Ich will aus Zeitgründen nur kurz auf einige steuerliche Maßnahmen eingehen; denn sie verknüpfen die Anreize für klimafreundliches Verhalten mit der Leistungsfähigkeit der Betroffenen, also die ökologische mit der sozialen Dimension, was für uns immer ein wichtiger Gesichtspunkt ist:"
"13","Wir machen das Bahnfahren preiswerter, billiger und das klimaschädliche Fliegen teurer; Frau Tillmann hat darauf hingewiesen."
"14"," Wir senken die Mehrwertsteuer auf Bahnfahrkarten und erhöhen gleichzeitig die Luftverkehrsteuer."
"15"," Die ökologischen Folgekosten werden in größerem Umfang Teil des Ticketpreises, übrigens trotz eines relativ aufdringlichen Lobbyismus."
"16"," Aber eigentlich bräuchten wir, zugegeben, eine Distanzklasse, die auf der Kurzstrecke den direkten Vergleich zwischen Bahn und Flugzeug ermöglicht."
"17"," Darüber wird zu diskutieren sein."
"18"," Wir sind aber bei der Alternative, der Bahn, noch nicht so weit."
"19","Wir schaffen ab 2020 einen steuerlichen Anreiz, die eigene Wohnung oder das eigene Haus am Gebäude oder auch im Gebäude klimafreundlicher zu machen."
"20"," Dafür gibt es zum Teil erhebliche steuerliche Förderungen."
"21"," Das ist eine gute Angelegenheit."
"22"," Wir wollen uns aber nicht nur darauf konzentrieren, sondern auch gemeinsame Lösungen im Quartier einbeziehen."
"23"," Ich glaube, auch das ist ein wichtiger Gesichtspunkt; Innovation City lässt grüßen."
"24"," Nicht zuletzt hat es eine Auseinandersetzung über die Windenergie gegeben."
"25"," Ich glaube, jenseits der Debatte ist es aufjeden Fall vernünftig, für Kommunen einen Anreiz zu schaffen, Standortflächen zu mobilisieren, beispielsweise auch unterhalb der Abstandsfläche von 1 000 Metern."
"26"," Ob dies durch eine Grundsteuer W gelingen wird, das werden wir sehen."
"27"," Das ist nicht so einfach."
"28","Der Umbau und der Umstieg auf klimaschonende Mobilität brauchen ein bisschen Zeit."
"29"," Deshalb erhöhen wir von 2021 bis 2026 die Entfernungspauschale, wie es schon dargestellt worden ist."
"30"," Ob dabei die Begrenzung auf Strecken ab dem 21."
"31"," Kilometer zu rechtfertigen und rechtsfest ist, das werden wir noch sehen."
"32"," Gerecht wäre es auf jeden Fall, die Pauschale als Abzug von der Steuerschuld und nicht nur als Abzug von der Bemessungsgrundlage für die Einkommensteuer zu gewähren."
"33"," Dann hätte das auch eine soziale Wirkung."
"34"," Bernhard DaldrupIch will noch darauf hinweisen, dass wir auch die Geringverdiener im Blick haben."
"35"," Fir die mehr als 200 000 Betroffenen führen wir eine Mobilitätsprämie ein, die sich an der Pendlerpauschale orientiert."
"36"," Für uns ist nicht der Weg der Auszahlung das Kernproblem."
"37"," Für uns ist die soziale Tragfähigkeit für die Menschen wichtig."
"38"," Das ist jedenfalls ein wichtiger Gesichtspunkt."
"39","Ich möchte zum Schluss ein kleines Zitat bringen, wenn ich das noch darf, Herr Präsident."
"40","Präsident Dr.
 Wolfgang "
