"","V1"
"1",""
"2","Herr Kollege Ferlemann, erlauben Sie eine Zwischenfrage des Kollegen Dr."
"3"," Jung?Enak Ferlemann, Parl."
"4"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"5","Ja, immer gerne."
"6"," Der Kollege kann nur lernen."
"7"," Dr."
"8"," Christian Jung:"
"9","Lieber Herr Staatssekretär Ferlemann, wenn ich so alt wäre wie Sie und diese Arroganz hätte:"
"10"," Man konnte heute wirklich viel von Ihnen lernen."
"11"," Aber es geht um eine wichtige Frage."
"12"," Die konnten Sie und auch die Deutsche Bahn in den letzten Monaten nicht beantworten."
"13"," Wir brauchen funktionierende Ausweichstrecken."
"14"," Wir haben, rein theoretisch, auch aus Zeiten vor dem Ersten Weltkrieg, auf der Mittelrheintalbahn solche funktionierenden Ausweichstrecken."
"15"," Denken Sie beispielsweise an den Frankfurter Norden."
"16"," Warum tun Sie nicht alles — auch hier im Bundestag, auch im Ausschuss —, dass Sie auch temporäre Ausweichstrecken haben? Wir hatten zum Beispiel linksrheinisch und rechtsrheinisch das Problem, dass durch Unfälle diese Strecken gesperrt wurden."
"17"," Das ist temporär für die Menschen toll, aber dies führt dazu, dass Güterzüge zum Beispiel in die Schweiz, nach Nordrhein-Westfalen oder nach Baden-Württemberg mehrere Tage zu spät kommen."
"18"," So bekommen wir keine moderne Verkehrswende hin."
"19"," Was machen Sie jetzt genau? Ich möchte keine arroganten Bemerkungen haben, sondern ich möchte Lösungen haben, dafür sind Sie noch gewählt."
"20"," Enak Ferlemann, Parl."
"21"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"22","Sehr geehrter Herr Kollege Jung, ich gehe davon aus, dass das so bleiben wird."
"23"," Ich kann Ihnen dazu nur sagen:"
"24"," Wir haben ein Programm, und das kennen Sie."
"25"," Sie sind Mitglied des Verkehrsausschusses."
"26"," Deswegen wissen Sie, dass wir das gesamte Netz nach diesen Ausweichstrecken abscreenen."
"27"," Dazu zählen auch die Ausweichstrecken für die Strecke Rotterdam-Genua, unter anderem die Rhein-Sieg-Strecke, eine Strecke, die wir ertüchtigen müssen, um diesen Verkehr aufnehmen zu können, die im Übrigen auch dazu führen wird, dass die Belastung des Mittelrheintales zurückgeht."
"28"," Wenn diese Strecke ertüchtigt ist — sie ist derzeit nicht in der Lage, die Verkehre aufzunehmen -, werden wir deutlich weniger Verkehr im Mittelrheintal haben; denn diese Strecke ist kürzer."
"29"," Damit spart die Wirtschaft Trassenpreise, und deswegen wird sie diese Strecke auch nutzen."
"30"," Insofern sind wir schon dabei."
"31"," Sie werden von uns zu dem Elektrifizierungsprogramm eine Liste bekommen, wo noch zusätzliche Strecken unter Fahrdraht genommen werden müssen, um diese Ausweichstrecken ausreichend auszustatten."
"32"," Wir sind also prima dabei, weil wir zu Recht sagen:"
"33"," Wir brauchen für diese Hauptmagistralen Ausweichstrecken bei steigendem Verkehr und einen größeren Baubedarf, unter anderem zum Erhalt und Ausbau."
"34","Zum Thema zurück."
"35","Beim Mittelrheintal ist die Frage, wie wir die Themen beantworten."
"36"," Dafür muss man kurzfristige, mittelfristige und langfristige Lösungen in Kauf nehmen."
"37"," Man muss den Menschen ehrlicherweise sagen, wie es geht, und ihnen nicht mit irgendwelchen theoretischen Diskussionen etwas vorgaukeln."
"38"," Weitere Lärmschutzmaßnahmen im Mittelrheintal für über 100 Millionen Euro stehen an."
"39"," Gleichwohl wird man eine langfristige Lösung nur über eine Neubaustrecke haben können."
"40"," Für diese Neubaustrecke ist ein Tunnel mit über 100 Kilometer Länge vorgeschlagen worden."
"41"," Dazu muss man wissen, dass der derzeit größte Eisenbahntunnel in Europa, der Gotthardtunnel, 57 Kilometer lang ist."
"42"," Er hat 12 Milliarden Franken gekostet."
"43"," Das heiBt, wenn wir bei dem Tunnel von geschätzten 15 Milliarden Euro ausgehen, werden Sie die Wirtschaftlichkeit so nicht erreichen können."
"44"," Trotzdem brauchen wir eine Neubaustrecke."
"45"," Deswegen prüfen wir eine kombinierte Neubaustrecke, die auch — ja — aus einer erheblichen Tunnellage besteht, aber nicht aus einem durchgängigen Tunnel."
"46"," Diese Strecke kalkulieren wir mit 8 Milliarden Euro."
"47"," Wir sind auch bereit, dieses Projekt anzugehen."
"48"," Es wird das größte Eisenbahnprojekt in Deutschland sein, was wir je gemacht haben, weil wir die Not im Mittelrheintal sehen."
"49"," Dafür wollen wir eine Machbarkeitsstudie in Auftrag geben, und zwar in nächster Zeit."
"50"," — Ja, so einfach ist das nur nicht, liebe Kollegin, weil diese Strecke wirtschaftlich, eisenbahntechnisch, ökologisch und in Gänze realisierbar sein muss."
"51"," Wenn wir für diese Machbarkeitsstudie — damit Sie wissen, worüber wir reden — einen Zeitraum von drei Jahren brauchen, dann müssen wir den Menschen ehrlicherweise sagen:"
"52"," So lange dauert es, dann können wir die Analyse machen."
"53"," — Aber in dem Zeitraum bis dahin müssen die anderen Maßnahmen greifen."
"54"," Ich würde mich freuen, wenn Sie uns dabei weiter unterstützen."
"55","Wir werden die Menschen im Mittelrheintal nicht alleinlassen."
"56"," Wir kennen die Problematik."
"57"," Aber eine kurzfristige Lösung, wie sie hier vorgegaukelt wird, gibt es in dieser Frage nicht.
 Vizepräsident Wolfgang "
