"","V1"
"1",""
"2","Herr Kollege, erlauben Sie eine Zwischenfrage aus der Fraktion Die Linke?Frank Junge:"
"3"," Ich bringe meine Rede zu Ende."
"4"," Vielen Dank."
"5","— Ich habe nur vier Minuten."
"6","Liebe Kolleginnen und Kollegen, stattdessen sollten wir uns noch einmal vor Augen führen, was die neuen Bundesländer wirklich voranbringt."
"7"," Wir bringen die neuen Bundesländer voran — ich meine jetzt insbesondere die Anpassung der Lebensverhältnisse —, wenn wir mit unverminderter Kraftanstrengung dafür sorgen, dass wir die strukturschwachen Bereiche entwickeln und keine neuen Unterschiede zulassen."
"8"," Wir müssen uns darauf konzentrieren, bei der wirtschaftlichen Infrastrukturförderung nicht nachzulassen."
"9"," Hier sind die GRW-Mittel zu nennen."
"10"," Seitdem diese im Osten wirken, investieren wir 80 Prozent der jetzt jährlich 600 Millionen Euro in die neuen Bundesländer."
"11"," Außerdem muss auf das Auslaufen des Solidarpakts II ein gesamtdeutsches Fördersystem folgen."
"12"," Dabei müssen die ostspezifischen Bedarfe abgebildet und auch umgesetzt werden."
"13"," Des Weiteren reden wir darüber, dass wir bei der Breitbandversorgung endlich 100 Prozent Flächendeckung absichern und dafür sorgen müssen, dass wir bei der 5G-Mobilfunkabdeckung den Osten nicht vergessen."
"14"," — Das sind Dinge, die am Ende dazu führen, dass sich Investoren auch im Osten ansiedeln, weil sie dort die gleichen Produktionsund Arbeitsbedingungen vorfinden wie im Westen."
"15"," Diese Maßnahmen schaffen Arbeitsplätze vor Ort, die gut bezahlt werden und die kommunale Steuerkraft erhöhen."
"16"," Dadurch wird wiederum die Handlungsfähigkeit der Kommunen im Osten verbessert, was letztlich die Lebensqualität vor Ort steigert."
"17"," Vor dem Hintergrund lassen Sie mich zum Schluss nur noch wenige Worte zu Ihrem Antrag verlieren, liebe AfD."
"18"," Sie unterschlagen in Ihrem Antrag etwas; einer meiner Vorredner hat das schon zur Sprache gebracht."
"19"," Sie fordern, die bestehenden Bundesbehörden förmlich abzuwickeln und in den Osten zu schieben."
"20"," — Das steht wörtlich so in Ihrem Antrag."
"21"," — Sie vernachlässigen dabei völlig, dass durch Bundesbehörden auch in strukturschwachen Regionen im Westen Arbeitsplätze gesichert werden, dass Arbeitnehmerinnen und Arbeitnehmer dort für sich und ihre Familien den Lebensunterhalt verdienen."
"22"," So erreichen Sie eines:"
"23"," Sie spielen den Ossi gegen den Wessi aus."
"24"," Das zeigt, dass Sie für politische Lösungsinkompetenz stehen und erneut nur das tun, was Sie am besten können:"
"25"," die Spaltung in unserer Gesellschaft vorantreiben.
 Vizepräsident Wolfgang "
