"","V1"
"1",""
"2"," Herr Kollege, auch Ihnen habe ich jetzt das Wort entzogen."
"3"," Sie dürfen sich setzen."
"4"," — Vielen DankAls Nächster redet zu uns der Kollege Detlev Pilger, SPD-Fraktion."
"5"," Detlev Pilger:"
"6","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Liebe Besucherinnen und Besucher auf den Tribünen! Herr Präsident, ich werde mich beeilen und schneller reden."
"7"," Das wird eng bei Ihnen; ich merke das."
"8","Mein Wahlkreis liegt mitten im Weltkulturerbe, einem wunderschönen Rheintal — das muss man an dieser Stelle sagen - mit vielen tollen Gegebenheiten, mit tollen Weinbergen in Steillagen, mit Burgen und Schlössern."
"9"," All das ist bei einer Fahrt auf dem Rhein schön zu besichtigen."
"10"," Es ist eine wunderschöne Landschaft — ich lade Sie herzlich dorthin ein — und ist nicht umsonst Weltkulturerbe."
"11"," Die Landschaft bietet ganz viel."
"12"," Es ist eigentlich, liebe Kolleginnen und Kollegen, ein Paradies — aber für die Anwohner die Hölle."
"13"," Alle — da darf ich Sie etwas verbessern — drei Minuten — man muss im Rheintal beide Seiten einrechnen — fährt ein Zug durchs Rheintal."
"14"," Alle drei Minuten! Das Rheintal ist sehr eng, sodass alles hin und her schallt."
"15"," Das ist extrem."
"16"," Von daher ist der Begriff „Hölle“ gar nicht so verfehlt."
"17","Ganze Ortschaften zerfallen — fahren Sie mal durch das Rheintal —, Dörfer werden ausgehöhlt."
"18"," Die Men Detlev Pilgerschen vor Ort in den Dörfern und Städten engagieren sich enorm."
"19"," Aber das hilft nichts; denn wer wegziehen kann, zieht weg."
"20"," Die Immobilienpreise verfallen zusehends."
"21"," Die Touristenzahlen sind gut, aber nur die der Tagestouristen, weil dort keiner schlafen kann."
"22","Sehr geehrter Herr Staatssekretär Ferlemann, wir sind ja alle lernende Menschen."
"23"," Ich nehme an, Sie auch."
"24"," Ich lade Sie herzlich ein — ich habe zweimal im Rheintal übernachtet -, im „Nassauer Hof“, einem kleinen netten Hotel, zu übernachten."
"25"," Ich würde Ihnen sogar empfehlen, mit mir abends ein paar Schoppen Wein zu trinken, damit Sie besser schlafen."
"26"," Aber ich sage Ihnen:"
"27"," Man schläft nicht."
"28"," Man wird wachgerüttelt, weil eben alle drei Minuten der Zug durch das Rheintal rasselt."
"29"," Es ist nicht nur der Lärm, sondern es sind auch die Rütteleffekte im wahrsten Sinne des Wortes, wobei ich in diesem Zusammenhang nicht auf Erwin Rüddel - ich grüße dich! - anspielen will."
"30"," Ich darf an dieser Stelle auch die Kollegin Weeser vom Bahnbeirat kurz erwähnen."
"31","Es wurde schon angesprochen:"
"32"," Die gesundheitlichen Schäden — auch die muss man, sehr geehrter Herr Staatssekretär, volkswirtschaftlich bemessen — sind enorm."
"33"," Die Menschen haben Bluthochdruck, Herzleiden bis hin zu Schlafstörungen existenzieller Art."
"34"," Das muss unterbunden werden."
"35"," Die Beeinträchtigungen sind hoch, die Übernachtungszahlen gehen kontinuierlich zurück."
"36"," Ich kann das verstehen."
"37"," Wie gesagt, ich habe zweimal im Rheintal übernachtet und wirklich kein Auge zugemacht."
"38"," Die Erschütterungen sind extrem."
"39"," Man hält es nicht aus."
"40"," Eben wurde es gesagt:"
"41"," Es rüttelt am Bett und in den Regalen."
"42","Die Menschen im Rheintal, liebe Kolleginnen und Kollegen, brauchen dringend eine Perspektive."
"43"," Das kann an dieser Stelle nur die Alternativtrasse sein, auch wenn das lange dauert."
"44"," Aber das wird den Menschen die Möglichkeit bieten, dort über Generationen zu leben."
"45"," :"
"46"," Bevor Sie mir das Mikrofon abschalten, komme ich zum Ende.
 Vizepräsident Wolfgang "
