"","V1"
"1",""
"2"," Herr Kollege Amthor, erlauben Sie eine Zwischenfrage aus der Fraktion Die Linke?Philipp Amthor:"
"3"," Ja, das mache ich gerne."
"4"," — Herr Höhn, jetzt schauen wir mal, wessen Zahlen stimmen."
"5"," Matthias Höhn:"
"6","Herr Kollege Amthor, Sie sind nicht der erste Redner, der auf die Definitionsfrage eingeht, aber nicht alle Redner sind so freundlich, eine Nachfrage zuzulassen."
"7"," — Ich will zunächst darauf hinweisen, dass Sie in anderen Bereichen, bei der Rente und den Löhnen, sofort in der Lage sind, zu definieren, wer Ostdeutscher ist."
"8"," Nur bezogen auf die Spitzenfunktionen führen Sie hier die Debatte an, dass das nicht möglich wäre."
"9","Ich möchte Sie fragen, ob Sie den letzten, zumindest mir bekannten, Runderlass des Bundesinnenministeriums zur Untersetzung des Artikels 36 kennen, in dem die Bundesregierung selbst eine Definition vornimmt, wer, um Artikel 36 gerecht zu werden, ein Ostdeutscher ist."
"10"," Zeigt der Runderlass des Bundesinnenministeriums das gleiche grundgesetzwidrige Agieren, das Sie uns unterstellen? Die Definition seitens der Bundesregierung gründet sich auf den Wohnort."
"11"," Wenn es der Wohnort nicht klärt — das ist der Vorschlag von vorhin —, dann sollen die Personen das selbst definieren."
"12"," — Ist das nicht ein praktikabler Vorschlag? Warum setzen Sie den nicht um? Philipp Amthor:"
"13","Herr Höhn, ich finde das sehr schön."
"14"," Als so praktikabel, wie Sie es jetzt vorgetragen haben, können Sie das ja mal Ihren Referenten vortragen."
"15"," Dann würden die Zahlen der Linken vielleicht mal stimmen."
"16"," Viele der Definitionen, die Sie vorbringen, sind nämlich willkürlich und stellen auf solche ostdeutschen Begriffe ab, die Sie unseriöserweise an ein Aufwachsen in der DDR und anderes knüpfen."
"17"," Objektiv wird es natürlich, wenn man am Wohnort anknüpft."
"18"," Sie müssen sich aber auch mal ehrlich machen und mit Ihren Zahlen daran anknüpfen."
"19"," Das tun Sie nämlich nicht."
"20"," Vielmehr rechnen Sie sich die Realität immer so zurecht, wie Sie das für Ihren Populismus brauchen."
"21"," Das ist eine falsche Grundlage."
"22"," Ich will Ihnen noch etwas sagen:"
"23"," Wenn Sie zu Artikel 36 etwas lesen wollen - es ist ja ein Fortschritt, dass Sie die Rundschreiben des Innenministeriums lesen —, dann nehmen Sie sich doch einen Kommentar zum Grundgesetz zur Hand."
"24"," Dort lesen Sie dann nämlich, dass aus Artikel 36 keine Quote folgt und die Ansprüche, die sich aus daraus ergeben, allenfalls den Bundesländern zustehen und nicht einer wie auch immer konstruierten Kohorte Ostdeutscher."
"25"," Da geht es um landsmannschaftliche Fragen und nicht um die Definition, wie Sie sie sich backen wollen."
"26"," Deswegen kann man nur sagen:"
"27"," Ihre Zahlen sind falsch und werden auch dadurch nicht besser, dass Sie sie hier verteidigen wollen."
"28"," Unabhängig von den Zahlen frage ich mich, wozu eine solche Ostquote führen soll."
"29"," Braucht man jetzt den Jammerossi, dem man nichts zutrauen kann? Ich kann Ihnen sagen:"
"30"," Ich bin selbst in Ostdeutschland groß geworden."
"31"," Meine Generation hat es gar nicht nötig, darauf zu schauen, dass sie besonderes Mitleid bekommt."
"32"," Die Angehörigen der Generationen in Ostdeutschland, meiner und vieler anderer davor, sind schlau genug, um in diesem Land etwas zu erreichen."
"33"," Dafür brauchen wir nicht Ihr Mitleid."
"34"," Liebe Kolleginnen und Kollegen, ich will auch zu dem Antrag der AfD einiges sagen."
"35"," Bundesbehörden in den Osten verlagern — ja, das ist eine richtige Zielstellung."
"36"," Wir nehmen es aber doch ein bisschen genauer mit dem Geld des deutschen Steuerzahlers."
"37"," Angesichts der Haushaltsdisziplin sollte man Behörden nicht nur nach regionalen Aspekten verlagern; es sollte auch darum gehen, was Sinn macht."
"38"," Deswegen ist das Innenministerium gerade dabei, die Raumplanung auf einen guten Stand zu bringen."
"39"," Mit dem Deutschlandatlas wird Horst Seehofer eine evidenzbasierte Grundlage dafür erarbeiten, wie Behördenverlagerungen möglich sind."
"40"," Das ist der richtige Weg."
"41","Herr Komning, Sie haben gesagt, im Wahlkampf werde abgerechnet und danach gefragt, wie viele Behörden denn in den Osten verlagert worden sind."
"42"," Solch einem Leistungsvergleich mit der AfD stellt sich die CDU-Landesgruppe Mecklenburg-Vorpommern gerne; denn Sie werden am Ende der Legislaturperiode nichts, aber auch gar nichts auf der Pfanne haben — außer flotten Sprüchen."
"43"," Wir haben bereits nach einem Jahr folgende Bilanz vorzuweisen:"
"44"," Das DLR-Institut ist in Neustrelitz, zwei Fraunhofer-Institute sind in Rostock, und das Holzkompetenzzentrum ist in Güstrow."
"45"," — So macht man konkrete Politik, nicht durch schlaue Reden hier im Deutschen Bundestag."
"46"," Philipp AmthorIch kann Ihnen nur sagen:"
"47"," Wir brauchen Ihre Quoten nicht, wir brauchen Ihre einfachen Plane nicht."
"48"," Vielmehr brauchen wir eine Politik, die den Osten nicht schlechtredet, sondern dem Osten etwas zutraut."
"49"," Genau das machen wir."
"50"," Deswegen ist in diesem Jahr der Landtagswahlen in Ostdeutschland wichtig:"
"51"," Die umbenannte SED gehört abgewählt, und die AfD verdient kein Vertrauen."
"52"," Wir sind die Anwälte Ostdeutschlands, und das werden wir auch bleiben."
"53","Herzlichen Dank.
Vizepräsident Wolfgang "
