"","V1"
"1",""
"2"," Albrecht Glaser, AfD, ist der nächste Redner."
"3"," Albrecht Glaser:"
"4","Herr Präsident! Meine sehr verehrten Damen und Herren! Die FDP stellt einen Sachantrag, in welchem sie die Bundesregierung auffordert, das gesamte steuerliche Umfeld der Unternehmensbesteuerung und diese selbst zu reformieren."
"5"," Der Antrag hat eine Struktur, wie wir sie bei der FDP häufiger finden."
"6"," Er ist eine Stoffsammlung, in der fast alle Stichworte vorkommen, die einem zum Thema einfallen — und einige darüber hinaus -, aufgereiht in 20 Punkten."
"7"," Einiges ist überholt, anderes steuersystematisch unmöglich und das ganze Sammelsurium wenig strukturiert."
"8","So soll die Gewerbesteuer abgeschafft und den Kommunen stattdessen ein Hebesatzrecht auf die Körperschaftsteuer und die Einkommensteuer ermöglicht werden."
"9","Die Idee eines Hebesatzrechts bezüglich der Einkommensteuer ist wohl unserem Grundsteuerantrag entnommen."
"10"," — Ich bitte, mir die Zeit gutzuschreiben für diese wunderbare Lache."
"11"," — Ein Hebesatzrecht auf die Körperschaftsteuer ist kaum möglich, da die Körperschaftsteuer keinen lokalen Bezug hat."
"12"," Ich weiß nicht, ob Sie nicht noch mal lachen wollen; denn das ist ein relativ lächerlicher Vorschlag."
"13","Eine steuerliche Forschungsförderung, die gefordert wird, ist in der Zwischenzeit Allgemeingut und schon beschlossen; das Gleiche gilt für die Erhöhung der Grenze für die umsatzsteuerliche Istbesteuerung auf 600 000 Euro."
"14","Der Zinssatz für Nachzahlungszinsen, § 238 AO, im Steuer gsverfahren soll von 6 Prozent realitatsgerecht nach “unten korrigiert werden, wie formuliert wird."
"15"," Das hat zwar mit dem Unternehmensteuerrecht nichts zu tun,weil diese Vorschrift für alle Steuerschuldner gilt,ist aber trotzdem rechtlich geboten."
"16"," Die AfD hatte das gleiche Anliegen in ihrem Gesetzentwurf auf Drucksache 195491 — Beschlussempfehlung auf Drucksache 19/14412 — vor wenigen Wochen hier gefordert."
"17"," Die FDP hatte jedoch mit der ganz großen Koalition diesen Entwurf der AfD abgelehnt."
"18","Die FDP fordert mehr Rechtssicherheit für die umsatzsteuerliche Organschaft und eine Vereinfachung des Verfahrens der Einfuhrumsatzsteuer für Lieferungen von Unternehmen zu Unternehmen."
"19"," Darunter, unter diesen allgemeinen Formulierungen, kann sich jeder alles vorstellen."
"20"," Das ist nicht Politik, sondern Feuilleton."
"21"," Dieser Tage beschuldigte ein FDP-Kollege die AfD der Faulheit."
"22"," Wir wissen jetzt, was gemeint ist, meine Damen und Herren."
"23"," Bleibt als Herzstück des Antrags:"
"24"," die Verringerung der Steuerbelastung der Unternehmensgewinne."
"25"," Die Idee, welche die FDP dazu äußert, funktioniert zwar nicht wie dargestellt; das identifizierte Problem einer Unternehmensbesteuerung in Deutschland, welche international konkurrenzfähig ist, besteht jedoch veritabel."
"26"," Das hat nichts mit der Geschichte der deutschen Unternehmens Albrecht Glaser besteuerung zu tun, sondern mit dem Umfeld weltweit, in dem wir uns bewegen."
"27","Die Kanzlerin hatte dazu vor wenigen Tagen ihren Wirtschaftsminister gelobt, der auch von einer Unternehmensteuerreform gesprochen hatte."
"28"," Der Finanzminister erteilte jedoch solchen Vorstellungen eine schroffe Absage."
"29"," Ein Steuersenkungswettbewerb müsse vermieden werden, sagte der Finanzminister."
"30"," So viel Geschlossenheit in der Koalition muss wohl sein."
"31"," Und der Steuer- und Abgabenwettbewerb muss auch sein, aber nach oben."
"32"," Und der wird von Deutschland auch gewonnen."
"33"," Wir sind an der Spitze bei der Abgabenbelastung in der OECD, haben also diesen Wettbewerb nach oben gewonnen, und das seit Jahren."
"34"," Und das hat Folgen:"
"35"," Einer der vielen Beiträge dieser Regierung für das niedrigste Wachstum Deutschlands in der EU ist auch diese Vorstellung von Unternehmensbesteuerung."
"36","Vom FDP-Antrag geht leider kein wirklich intelligenter Impuls aus."
"37"," Dennoch ist der Versuch, eine Steuerreformdiskussion anzustoßen, zu begrüßen."
"38"," Das tun wir auch."
"39"," Allerdings müsste man weiter ausholen und wirklich Konzeptionelles ins Gespräch bringen."
"40"," Bei der soeben verkorksten Grundsteuerreform, bei der die AfD eine echte Gemeindefinanzreform gefordert und strukturell unterlegt hatte, war die FDP, wie immer, nicht etwa eine Serviceopposition, sondern eine servile Opposition."
"41"," Das unterscheidet sie von uns."
"42"," Deshalb hat sie bei den soeben abgehaltenen Landtagswahlen in drei Bundesländern insgesamt ein Stimmergebnis von 4,5 Prozent erreichtEndgültiges Ergebnis Marc Biadacz Abgegebene Stimmen:"
"43"," 650; Steffen Bilger Peter Bleser Ja:"
"44"," 369 Norbert Brackmann nein:"
"45"," 278 Michael Brand enthalten:"
"46"," ? Dr."
"47"," Reinhard Brandl Silvia Breher Ja Sebastian Brehm CDU/CSU Heike Brehmer Dr."
"48"," Michael von Abercron Ralph Brinkhaus Stephan Albani Di Carsten Brodesser Norbert Maria Altenkamp aaaAstrid Damerow Artur AuernhammerAlexander DobrindtPeter Aumer e ."
"49"," Michael Donth Dorothee Bar 3 ; ö ; Marie-Luise DottThomas Bareiß sasHansjörg Durz Norbert Barthle Thomas Erndl Maik Beermann Hermann Färber Manfred Behrens Uwe Feiler Veronika Bellmann Sybille BenningDr."
"50"," André Berghegger Melanie Bernstein Christoph BernstielEnak Ferlemann Axel E."
"51"," FischerDr."
"52"," Maria Flachsbarth Thorsten Frei und liegt damit am Ende der Skala aller hier vertretenen Parteien."
"53"," Die AfD hat ein Ergebnis von 25,4 Prozent erreichtPrasident Dr.
 Wolfgang "
