"","V1"
"1",""
"2"," Für die SPD-Fraktion hat das Wort der Kollege Dr."
"3"," Martin Rosemann."
"4"," Dr."
"5"," Martin Rosemann:"
"6","Herr Präsident! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! „Politisch verursachter Arbeitsplatzabbau in der Automobilindustrie“ — allein der Titel zeigt die Realitätsverweigerung der AfD."
"7"," Sie meinen offenbar die deutsche und die europäische Politik."
"8"," Was Sie überhaupt nicht erkennen, ist die Abhängigkeit vom Weltmarkt, ist die Tatsache, dass Weichenstellungen vor allem in China vorgenommen werden."
"9"," Ich will, meine Damen und Herren, dass in Deutschland die Autos von morgen auch in Baden-Württemberg gebaut werden."
"10"," Dann müssen wir uns auf den Weltmarkt einstellen, dann müssen wir auf Innovationen setzen, dann müssen wir offen sein für Neues."
"11"," Meine Damen und Herren, die Klimaziele sind nicht etwa eine Laune der Politik."
"12"," Im globalen Rahmen entscheiden sie über das Überleben der Menschheit."
"13"," Hier in Deutschland gilt, dass wir unseren Beitrag leisten müssen."
"14"," Vor allem sind wir das einzige Industrieland, das gleichzeitig aus der Kohle und der Atomenergie aussteigt."
"15","Dabei wollen wir Industrieland bleiben."
"16"," Da müssen wir gleichzeitig zeigen, dass es dabei sozial gerecht zugeht."
"17"," Dr."
"18"," Martin Rosemann Natürlich bedeutet das einen großen TransformationsproZeSS, aber nicht nur bei den neuen Antriebstechniken, sondern auch beim Thema Digitalisierung."
"19"," Durch Digitalisierung verändert sich die Arbeit in großem Stil."
"20"," Nicht nur die Automobilhersteller selbst, sondern vor allem die Zulieferer sind davon betroffen."
"21"," Das gilt übrigens auch für die Handelskriege."
"22"," Wollen Sie für die Handelskriege auch noch die Verantwortung bei der Bundesregierung suchen? Damit haben wir am allerwenigsten zu tun."
"23"," Also:"
"24"," Wir haben tatsächlich eine ganze Menge von Herausforderungen."
"25"," Wir sehen das bereits."
"26"," Auch bei den Zulieferern hat die Kurzarbeit zugenommen."
"27"," Wir haben tatsächlich in einigen Bereichen die Ankündigung von Stellenabbau."
"28"," Ich meine, da ist vorausschauende, aktive Arbeitsmarktpolitik gefragt."
"29"," Vor allem müssen wir dafür sorgen, dass wir nicht gleichzeitig Fachkräftemangel und Arbeitslosigkeit produzieren."
"30"," Das werden wir mit Sicherheit nicht mit einer Politik schaffen, die so tut, als könne alles so bleiben, wie es früher einmal war."
"31"," Das schaffen wir nur mit einer Politik, die die Beschäftigten im Wandel unterstützt, jeden und jede Einzelne, das heißt, mit einer Arbeitsmarktpolitik, die Schutz und Chancen im Wandel bietet, alle mitzunehmen, jeden Einzelnen zu unterstützen und mit dem Sozialstaat als Partner, der sich darum kümmert, dass alle bei diesem Wandel mitkommen."
"32"," Es geht um individuelle Unterstützung, schon im Arbeitsleben, damit Arbeitslosigkeit erst gar nicht entsteht."
"33"," Wir sprechen vom Recht auf Arbeit."
"34"," Es ist klar:"
"35"," Weiterbildung ist der Schlüssel dafür, dass die Beschäftigten von heute die Arbeit von morgen machen können."
"36"," Wir haben hier angefangen."
"37"," Wir haben das Qualifizierungschancengesetz beschlossen, mit dem wir Perspektiven für alle schaffen."
"38"," Diesen Weg, meine Damen und Herren, wollen wir weitergehen:"
"39"," erstens auch wenn nicht nur einzelne Beschäftigte betroffen sind, sondern große Teile ganzer Belegschaften, zweitens wenn Beschäftigte keine Perspektive im eigenen Unternehmen mehr haben, und drittens geht es darum, auch Brücken zu bauen, wenn Unternehmen und Branchen in die Krise kommen."
"40"," Deswegen müssen wir Instrumente wie Kurzarbeit und Transfergesellschaften in viel stärkerem Maße nutzen, um die Leute heute schon für die Aufgaben von morgen zu qualifizieren, also für Weiterbildung."
"41","Deshalb, meine Damen und Herren, ist es gut, dass Hubertus Heil, unser Arbeits- und Sozialminister, das Arbeit-von-Morgen-Gesetz angekündigt hat."
"42"," Genauso wichtig ist es aber, dass wir diesen Wandel gemeinsam gestalten:"
"43"," Arbeitnehmer und Arbeitgeber."
"44"," Deswegen ist die Sozialpartnerschaft in Deutschland so wichtig in jedem einzelnen Betrieb, meine Damen und Herren."
"45"," Klar ist:"
"46"," Die Risiken im Wandel sind unterschiedlich verteilt."
"47"," Deshalb werden wir die Herausforderungen nur gemeinsam und solidarisch bewältigen."
"48"," Dafür stehen wir als sozialdemokratische Partei in Deutschland ein."
"49","Ich danke Ihnen für die Aufmerksamkeit."
"50"," Vizepräsident Dr.
 Hans-Peter "
