"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner für die Fraktion der AfD ist der Kollege Wolfgang Wicehle."
"4"," Wolfgang Wiehle:"
"5","Sehr geehrter Herr Präsident! Kolleginnen und Kollegen! „Schlagwortalarm“ möchte man rufen, wenn man diesen Antrag zur sogenannten nachhaltigen Mobilitätsforschung liest."
"6"," Beginnt man damit, im Text Begriffe wie „KI“, „systemische“, „transdisziplinäre“ usw."
"7"," zu zählen, läuft der Zähler schnell heiß."
"8","Trotz der wallenden Wortlyrik haben die Autoren aber schon bei der Überschrift gepatzt."
"9"," Geht es hier um eine nachhaltige Forschung? Was wäre das eigentlich? Oder geht es um Forschung an nachhaltiger Mobilität? Sie können das Wortklauberei nennen, ich sage:"
"10"," Wenn man die Wissenschaft in den Dienst nehmen möchte, sollte man schon ordentlich formulieren."
"11"," Natürlich hat der Antrag einen ernsthaften Kern, aber auch hier versinkt er im Wünsch-dir-Was."
"12"," Die kaum erreichbare planwirtschaftliche Vorgabe, dass der Verkehrssektor bis 2030 40 oder gar 42 Prozent weniger CO; erzeugen soll, dient auch hier als politischer Rahmen."
"13"," Wie könnte es anders sein!Natürlich ist es richtig, dass der Verkehr so sicher, so energiesparend und so schadstoffarm wie möglich organisiert werden soll und dass dafür die Möglichkeiten ausgereizt werden, die neue Technologien hierfür bieten können."
"14"," Es hat aber auch mit den Naturgesetzen zu tun, dass man für Mobilität Energie braucht."
"15"," In einem Land, dessen Regierung im Alleingang gleichzeitig aus der Kernenergie und der Kohlenutzung aussteigen will, bekommt man zwangsläufig eine politisch ausgelöste Energiekrise, und diese wird auch am Verkehrssektor und vor allem an den E-Autos nicht vorbeigehen."
"16"," Keine Forschung der Welt wird uns in einem solchen Szenario vor massiven Einschränkungen bewahren können."
"17"," Der Bürger wird das nicht mehr verstehen können, vor allem dann nicht, wenn er weiß, dass gleichzeitig in China jedes Jahr eine zweistellige Zahl von Kohlekraftwerken neu gebaut wird und wir hier in Europa und in Deutschland zugleich Klimaaskese üben dürfen."
"18","Der Bürger taucht in Ihrem Antrag an zwei Stellen auf."
"19"," Da ist die Rede vom Menschen, der immer „im Mittelpunkt“ stehen soll."
"20"," Die AfD fordert, dass der Bürger hier als Handelnder, als Verkehrsteilnehmer im Mittelpunkt stehen soll und weniger als Gegenstand von Verhaltenslenkung, also Nudging — oder wie immer man das nennt."
"21"," Außerdem ist die Rede von „partizipativen Ansätzen“ bei der sogenannten Mobililtätswende und von einer — so wörtlich — „sinnvollen Einbindung entsprechender Akteure in Gesellschaft und Wirtschaft“."
"22"," Unter „sinnvoll“ verstehe ich nicht zuletzt den Respekt auch vor abweichenden Ansichten."
"23"," Wir von der AfD werden das mit großer Aufmerksamkeit verfolgen."
"24"," Laut dem weiteren Text soll der Deutsche Bundestag rund 20 bereits laufende Forschungsvorhaben begrüßen und von der Bundesregierung 17 Maßnahmen fordern."
"25"," Die lesen sich zum Teil so, als wären es Planungen, die längst in der Schublade liegen, und zum anderen Teil beinahe lyrisch-wolkig."
"26"," Wären wir im Ressort „Ernährung und Landwirtschaft“, könnte das wohl auch so beschrieben sein:"
"27"," Die Forschung an Nutztieren soll so opti Wolfgang Wiehlemiert werden, dass sie ein Ergebnis bringt, das nahrhafte ovale Delikatessen liefert, eine Fellqualität aufweist, sodass aus den Fasern wärmende Kleidungsstücke herstellbar sind, und außerdem zu Schnitzeln, Haxen und Kassler verarbeitet werden kann, mit anderen Worten:"
"28"," eine eierlegende Wollmilchsau."
"29"," Das Ganze soll natürlich - ich zitiere mit Erlaubnis des Präsidenten — „im Rahmen der zur Verfügung stehenden Haushaltsmittel“ geschehen."
"30"," Auf Deutsch:"
"31"," Mehr Geld gibt es dafür aber nicht."
"32","Zwischen Klein-Klein und Wortwolken könnte man ganz konkrete Ansätze ergänzen, wenn man nur wollte und daran dächte, zum Beispiel die Erforschung der neuesten Generation sicherer Kernreaktoren als Energielieferanten und das Ausnutzen der Digitalisierung zur Verkehrsvermeidung."
"33","Ich würde ja hoffen, dass es bei der Diskussion des Antrags in den Ausschüssen gelingt, aus der ganzen warmen Luft voller Schlagworte noch etwas Handfestes zu machen."
"34"," Es wäre — siehe Ziffer 3 — wirklich wichtig, mithilfe realistischer Maßnahmen den Industriestandort Deutschland zu stärken."
"35"," Davon sind Sie, meine Damen und Herren von der Koalition, mit diesem Antrag aber noch meilenweit entfernt.
 Vizepräsident Thomas "
