"","V1"
"1",""
"2"," Christian Haase, CDU/CSU, ist der nächste Redner."
"3"," Christian Haase:"
"4","Sehr geehrter Herr Präsident! Frau Ministerin! Meine sehr geehrten Damen und Herren! Lassen Sie uns nun anfangen, über den Haushalt zu sprechen."
"5"," Der BMEL-Etat steigt auf einen Rekordwert von knapp 6,7 Milliarden Euro , das sind 200 Millionen Euro mehr als im Regierungsentwurf und fast 400 Millionen Euro mehr als 2019."
"6"," Aus meiner Sicht ist dieser Aufwuchs auch gerechtfertigt; denn im Lebensministerium stellen wir wichtige Weichen fur die Zukunft."
"7","Drei große Herausforderungen will ich nennen:"
"8"," die Zukunft unserer bäuerlich geprägten Landwirtschaft, unsere Wälder und die Förderung lebendiger ländlicher Räume."
"9"," Unsere Landwirtschaftsministerin, Julia Klöckner, und unsere Landwirtschaftspolitiker gehen diese Herausforderungen energisch an."
"10"," Dieser Haushalt schafft die afür."
"11"," EU-Düngerecht, EU-Mercosur-Abkommen, “Tnsektenschutzprogramm, politische Pauschalvorwürfe von den Grünen, schwindende gesellschaftliche Anerkennung — all das macht unseren Bäuerinnen und Bauern zu schaffen und führt, auch durch übertriebene Berichterstattung, zu großer Verunsicherung."
"12","Die heutige Demo ist Ausdruck davon."
"13"," Wir haben heute keine Fanmeile, sondern eine „Fendt-Meile“."
"14"," Liebe Bäuerinnen und Bauern, Sie können sich sicher sein:"
"15"," Wir stehen an Ihrer Seite."
"16","Wir wissen um Ihre Leistungen als Produzent hochwertiger Lebensmittel, als Klima-, Arten- und Landschaftsschützer."
"17"," Wir werden diese Herausforderungen mit Ihnen und nicht gegen Sie angehen."
"18"," Kalte Enteignung durch die Hintertür wird es mit uns nicht geben."
"19"," Ich danke deshalb Julia Klöckner für ihre Kommunikationsoffensive, die diese Sorgen aktiv aufgreift, und auf dem CDU-Parteitag haben wir diesen Weg ausdrücklich bekräftigt."
"20","Meine Damen und Herren, was geschieht nun konkret?Nehmen wir den Insektenschutz."
"21"," Er ist wichtig; gar keine Frage."
"22"," Er beschäftigt, was uns die Initiativen in Bayern oder Baden-Württemberg zeigen, die Gesellschaft, aber auch die Bäuerinnen und Bauern; denn alle sind direkt oder indirekt auf die Leistungen der Insekten angewiesen."
"23"," Bisher sind Planken für konkrete Maßnahmen in einem Aktionsprogramm beschrieben."
"24"," Aber, das will ich unterstreichen, es gibt noch kein Gesetz."
"25"," Jetzt folgen Bestandsaufnahme und die Quantifizierung von Einschränkungen; dann geht es um Kompensation, und das alles in einem Austausch mit dem Berufsstand."
"26"," Wir stellen im Haushalt in der GAK 50 Millionen Euro für einen Sonderrahmenplan „Insektenschutz“ bereit."
"27"," Mit den Landesmitteln sind es dann zusammen 83 Millionen Euro ."
"28","Zweites Beispiel:"
"29"," die Auswirkungen der Düngeverordnung."
"30"," Ich bin sehr froh, dass wir in den Haushaltsberatungen die finanzielle Unterfütterung eines Nährstoffprogrammes erzielen konnten."
"31"," Über die nächsten drei Jahre wird es zusätzlich 70 Millionen Euro Bundesförderung geben, verteilt auf die GAK und die Ackerbaustrategie."
"32"," Zusammen mit den Landesmitteln steigt das Volumen dann auf über 100 Millionen Euro ."
"33","Erwähnen möchte ich auch noch, dass wir die Zuschüsse zur landwirtschaftlichen Unfallversicherung auf dem Vorjahresniveau von 177 Millionen Euro halten."
"34"," Damit bleibt eine wichtige Entlastung der landwirtschaftlichen Betriebe auf hohem Niveau bestehen."
"35"," Hören Sie sich, liebe Bäuerinnen und Bauern, gleich die Opposition an — ich gucke da in Richtung FDP -:"
"36"," Die FDP wird sich gleich zwar als großer Freund der Bäuerinnen und Bauern aufspielen, aber sie wollte diese Zuschüsse streichen."
"37"," Ich komme zum zweiten Megathema:"
