"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Wir kommen zur Frage 7 der Abgeordneten Filiz Polat, Bündnis 90/Die Grünen:"
"4","Wie ist der aktuelle Stand bei der Erstellung des Nationalen Aktionsplans Integration, welchen die Bundesregierung beim Integrationsgipfel 2018 im Bundeskanzleramt angekündigt hat, und welche konkreten Maßnahmen wurden im Rahmen dessen seitdem in den dort aufgeführten fünf Phasen angegangen?Frau Staatsministerin."
"5","Annette Widmann-Mauz, Staatsministerin bei der Bundeskanzlerin:"
"6","Herr Präsident! Frau Kollegin Polat, die Fort- und Weiterentwicklung des Nationalen Aktionsplans Integration, deren Auftakt beim 10."
"7"," Integrationsgipfel am 13."
"8"," Juni 2018 stattgefunden hat, ist ein auf die gesamte Legislaturperiode ausgerichteter, gesamtgesellschaftlicher Prozess."
"9"," Mit dem Nationalen Aktionsplan Integration setzen wir den Auftrag aus dem Koalitionsvertrag um, die vielfältigen Integrationsmaßnahmen in einer bundesweiten Strategie nach dem Grundsatz „Fordern und Fördern“ zu bündeln."
"10"," Der Nationale Aktionsplan Integration wird gemeinsam von Bund, Ländern, Kommunen und nichtstaatlichen Akteuren, insbesondere zahlreichen Migrantenorganisationen, erarbeitet."
"11"," Dabei orientiert sich der Nationale Aktionsplan Integration an fünf Phasen der Zuwanderung und des Zusammenlebens."
"12"," Die Ergebnisse werden sukzessive auf den kommenden Integrationsgipfeln präsentiert werden, wobei die Ergebnisse der Phase 1 im ersten Quartal 2020 vorgestellt werden, die Ergebnisse der Phasen 2 und 3 zusammen im vierten Quartal 2020 und die Ergebnisse der Phasen 4 und 5 zusammen im ersten Quartal 2021."
"13"," Der Ergebnispräsentation kann zum jetzigen Zeitpunkt nicht vorgegriffen werden.
Vizepräsident Thomas "
