"","V1"
"1",""
"2"," Herr Krischer noch einmal."
"3","Oliver Krischer:"
"4","In der Bundesregierung gibt es mehrere Teile:"
"5"," verschiedene Ministerien, das Bundeskanzleramt."
"6"," Mich würde interessieren:"
"7"," Welcher Teil der Bundesregierung hat das gemacht? Aus welchem Haus ist das erfolgt?Die zweite Frage, die ich noch anschließen möchte:"
"8"," Bis wann rechnen Sie mit Ergebnissen? Hat das irgendwelche Konsequenzen für aktuelle Verfahren, für aktuelle Initiativen von Teilen der Bundesregierung? Ich schaue dabei in Richtung Herrn Ferlemann, der in Brüssel unterwegs ist, um Grenzwerte abschaffen zu wollen."
"9"," Können Sie mir dazu noch eine Auskunft geben?Annette Widmann-Mauz, Staatsministerin bei der Bundeskanzlerin:"
"10","Die Bitte ist ergebnisoffen."
"11"," Das beinhaltet nicht nur die Frage, wen die Leopoldina an dieser Bewertung beteiligt, sondern es betrifft genauso den zeitlichen Rahmen.
Vizepräsident Thomas "
