"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner in dieser Debatte ist der Kollege Metin Hakverdi für die Fraktion der SPD."
"4"," Metin Hakverdi:"
"5","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Wie wichtig und auch richtig die heutige Entscheidung ist, zeigt ein nüchterner Blick auf die Landkarte Europas:"
"6"," Der Westbalkan liegt mitten in Europa, und wie eine Insel liegen die Länder des Westbalkans auch mitten in der Europäischen Union - als letzter nichtintegrierter Fleck."
"7","Die politische Integration in die Europäische Union ist natürlich im Interesse dieser Länder, aber eben auch in unserem nationalen und damit im europäischen Interesse."
"8"," Damit stabilisieren wir die Region, und damit leisten wir einen wichtigen Beitrag für die Sicherheit Europas."
"9"," So verhindern wir nachhaltig, dass außereuropäische Mächte politisch Fuß fassen in der Region."
"10"," China, Russland, Saudi-Arabien und auch die Türkei sind schon heute sehr aktiv auf dem Balkan."
"11","Liebe Kolleginnen und Kollegen, wir treffen diese Entscheidung auch zur richtigen Zeit."
"12"," Es ist wichtig, jetzt den Weg für Beitrittsverhandlungen freizumachen."
"13"," Wir leben in einer Zeit des globalen Umbruchs."
"14"," Die Welt sortiert sich neu."
"15"," Jetzt — heute — müssen wir auf dem Balkan für politische Orientierung sorgen."
"16"," Das tun wir hier und heute im Deutschen Bundestag."
"17"," Wir wissen dabei natürlich, dass auf dem Balkan noch viel zu tun ist."
"18"," Albanien und Nordmazedonien haben noch einen langen Weg vor sich."
"19"," Bis zum tatsächlichen Beitritt liegen noch viel Arbeit und erhebliche Mühen vor den beiden."
"20"," Beitrittsverhandlungen führen nicht automatisch zum Beitritt."
"21"," Auch das muss allen klar sein, auch allen hier bei uns."
"22","Kolleginnen und Kollegen, es ist wichtig, dass wir als Bundestag heute dies entscheiden."
"23"," In dieser wichtigen sicherheitspolitischen Frage schaffen wir damit auch Orientierung für unsere europäischen Partner:"
"24"," Wir glauben an eine europäische Zukunft."
"25"," Zum Abschluss danke ich allen Kolleginnen und Kollegen für die intensive Arbeit der letzten Monate."
"26"," Ich freue mich, dass wir uns in dieser sehr schwierigen Frage auf einen Kompromiss einigen konnten."
"27"," Der heutige Tag kann historisch werden, wenn Nordmazedonien und Albanien diese Chance beim Schopfe packen und in ihrem eigenen Interesse den nun geforderten Reformprozess erfolgreich angehen."
"28","Glück auf! Vielen Dank.
Vizeprasident Thomas "
