"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der AfD der Kollege Detlev Spangenberg."
"4"," Detlev Spangenberg:"
"5","Herr Präsident! Sehr geehrte Damen und Herren! Paare, die sich für ein Kind entscheiden, haben Anspruch auf die bestmögliche Unterstützung von Anfang an."
"6"," Schwangeren kompetente Hilfe zu geben, ist eine elementare Aufgabe für den Erhalt einer Gesellschaft."
"7","Die AfD steht der Akademisierung grundsätzlich kritisch gegenüber; wir kennen das Thema auch vom Handwerk."
"8"," Das wird hier in Deutschland leicht übertrieben immer wieder nach vorne getragen."
"9"," Das ist auch nicht das Allheilmittel, weil es als zweischneidiges Schwert gesehen werden kann; ich habe das im Ausschuss kurz angesprochen."
"10"," Was ist mit denen, die wir automatisch ausgrenzen, die nicht akademisiert werden können oder wollen? Die haben wir in diesem Fall verloren, obwohl sie die Aufgaben vielleicht auch hätten durchführen können."
"11"," Die Frage, die sich hier stellt:"
"12"," Waren denn die bisherigen Ausbildungsinhalte für Hebammen unzureichend? Ich glaube, kaum."
"13","Es kann auch bezweifelt werden, dass mit der Akademisierung eine Erhöhung der Hebammenzahl in der Geburtshilfe erreicht wird."
"14"," Im Gegenteil:"
"15"," Die Ausbildungszeit verlängert sich."
"16"," Vielleicht suchen sich diese dann hochqualifizierten Kräfte auch eine andere berufliche Tätigkeit, als unbedingt Schwangere zu versorgen."
"17","Wenn aber eine Hochschulausbildung gewollt ist, meine Damen und Herren, dann soll sie bundeseinheitlich sein und mindestens sieben Semester betragen."
"18"," Es darf auch keine Verwässerung des Hochschulniveaus damit einhergehen."
"19"," Das heißt, wenn keine der üblichen Hochschulzulassungen vorhanden sind, dann müssen verbindlich im Gesetz verankerte Aufnahmeteste erfolgen; denn — das wissen alle, die studiert haben - jahrelange Berufserfahrung deckt nicht die Anforderungen des Studiums an einer Hochschule ab."
"20"," Eine weitere Hochschulzulassungsbedingung sollte auch unbedingt der Berufspraxisanteil sein, der keinesfalls gekürzt werden darf, da der akademische Grad — hier Hebamme - dann eine verbindliche Qualifikation ausweist."
"21","Die Frage, wo die Ausbilder für das Praktikum herkommen sollen, ist ebenfalls nicht geklärt."
"22"," Die Vertragsgestaltung zwischen den Studenten und den Praxisausbildern sollte ebenfalls durch die Hochschule, aus unserer Sicht zumindest, vermittelt werden und Bestandteil des Studiengangs sein."
"23","Weiterhin fehlt die verbindliche Regelung hinsichtlich der sprachlichen Anforderungen."
"24"," Wir finden, dass hier mindestens C 1 angesetzt werden sollte."
"25"," Die Kommunikation zwischen Ärzten, Schwangeren und deren Hebammen kann auf keinen Fall eingeschränkt sein."
"26","Ich gehe noch auf die Kuriosität ein, die hier genannt wurde, und zwar Männer als Hebammen zu bezeichnen."
"27"," Diese Berufsbezeichnung ist absurd, widerspricht jeder Sprachlogik und Etymologie und ist ein kleines, typischesDetlev Spangenberg Gendersternchen, das hier wieder eingebaut worden ist — eine kleine Gehirnverirrung, würde ich sagen."
"28","In unserem eigenen Antrag „Geburtshilfe in Deutschland flächendeckend sicherstellen“, Drucksache 19/ 10631, fordern wir noch einmal deutlich die Eins-zueins-Betreuung, die Senkung der Kaiserschnittrate als Zielvorgabe, und die Schließung von Geburtsabteilungen muss aufhören."
"29"," Im Gegenteil:"
"30"," Wir brauchen eine flächendeckende Versorgung mit Geburtshilfestationen, insbesondere im ländlichen Raum."
"31","Einer der strittigsten Punkte, die hohen Versicherungspolicen für freiberuflich tätige Hebammen, ist immer noch nicht geklärt und stellt weiterhin ein Hemmnis für die Selbstständigkeit dar, was sich besonders im ländlichen Raum auswirkt.
Vizepräsident Thomas "
