"","V1"
"1",""
"2","Das Geschenk wird gern angenommen."
"3"," - Ich will bei der Gelegenheit die neueste Wasserstandsmeldung mitteilen:"
"4"," Nach derzeitigem Stand dauert unsere heutige bzw."
"5"," morgige Sitzung noch bis 1."
"6","52 Uhr."
"7"," Niemand, der oder die seine Rede — — — Wenn Sie ,,das“ sind, mag das so sein."
"8"," — Ich richte mich jetzt an die Kolleginnen und Kollegen, die ihre Rede zu Protokoll geben wollen:"
"9"," Sie müssen nicht fürchten, dass Sie vom Präsidium zurückgewiesen werden."
"10"," Wir machen weiter in der Debatte mit dem Kollegen Albrecht Glaser für die AfD."
"11"," Albrecht Glaser:"
"12"," Herr Präsident! Meine sehr verehrten Damen und Herren! Von den Leistungen, die innerhalb der Familien aus Liebe und Fürsorge erbracht werden, profitieren alle."
"13"," Unsere Gesellschaft schneidet sich ins eigene Fleisch, wenn sie dies nicht mehr honoriert."
"14"," Der Initiator dieses Antrags wird folgendermaßen zitiert:"
"15","Die Reform legt dabei den Fokus auf die individuellen Chancen und Selbstbestimmung für jedes einzelne Kind bei gleichzeitiger materieller Unterstützung durch einen unkomplizierten Staat."
"16"," Das ist unser Vorschlag für einen gesellschaftlichen Fortschritt."
"17","Die Familie kommt in dieser Begründung überhaupt nicht vor."
"18","Die Ursachen materieller Armut sind vielschichtig."
"19"," Prekäre oder befristete Arbeitsverhältnisse tragen dazu bei; die Wurzel des Problems ist jedoch tatsächlich die geringe Wertschätzung der Erziehungsarbeit von Familien, und zwar von allen Teilen dieser Gesellschaft."
"20"," Diese eklatante Missachtung und der nahezu ersehnte Bedeutungsverlust der sozialen Institution Familie tritt im Antrag der FDP deutlich zutage."
"21","Albrecht GlaserZukunftsfähig ist das nicht."
"22"," Großzügige Entlastung und Förderung von Familien mit Kindern als Solidargemeinschaft - dafür steht die AfD."
"23"," Entsolidarisierung des Familienverbandes und seine Entwertung stoßen bei uns auf strikte Ablehnung."
"24","Im völligen Gegensatz zum Konzept des „Bürgergelds für Kinder“ steht erstaunlicherweise der weitere von der FDP vorgelegte Antrag, Drucksache 19/13461, mit welchem „Steuerliche Entlastung für Familien“ eingefordert wird."
"25"," Der Antrag soll heute nur überwiesen werden.
 Sein Inhalt wird in der Tendenz unserem Wohlwollen zugeführt, weil er tatsächlich die Familie als Solidargemeinschaft betrifft und nicht so tut, als könnte man ein Kind mit Teilleistungen aus dem Familienverband herauslösen Vizepräsident Thomas "
