"","V1"
"1",""
"2"," Nächster Redner ist der Kollege Karsten Hilse, AfD."
"3"," Karsten Hilse:"
"4","Herr Präsident! Meine Damen und Herren! Liebe Kohlekumpel, vor allem in Jänschwalde! In New York tagt die UNO."
"5"," Die derzeit stattfindende Generalversammlung begann mit einem Klimagipfel."
"6"," Zu diesem Gipfel machte sich auch die bedauernswerte Greta mit der Supersegeljacht eines Milliardärs auf und verursachte damit mindestens sechsmal so viel von dem Teufelszeug CO,, als wenn sie sich wie die meisten ins Flugzeug gesetzt hätte."
"7","Am Rande des Klimagipfels sprach Greta in „Was erlauben Strunz?“-Manier zu den an ihren Lippen klebenden Politikern, NGOs und Lobbyvertretern."
"8"," Die einen nannten es eine emotionale Rede, die sie aufgeweckt habe, andere nannten es die typische Ausdrucksweise eines am Asperger-Syndrom leidenden bedauernswerten Kindes."
"9"," Diejenigen, die dieses Kind wiederholt ins Rampenlicht zerren, seine Kindheit zerstören und es als Legitimation für ihre kranke Politik benutzen, machen sich zwar nicht juristisch, doch aber moralisch des Kindesmissbrauchs schuldig."
"10","„Die Würde des Menschen ist unantastbar“, das ist wohl der wichtigste Satz in unserem Grundgesetz."
"11"," Sie treten die Würde dieses Kindes mit seiner Zurschaustellung mit Füßen."
"12","Und wofür? Um Ihre desaströse Politik und die Interessen des ökoindustriellen Komplexes durchzusetzen! Schämen Sie sich!Es gab aber auch gute Meldungen im Vorfeld des Klimagipfels."
"13"," Ein Gericht überführte Michael Mann, den Erfinder der Hockey-Stick-Kurve, dem Gral der Klimahysteriker, praktisch des Betruges."
"14"," Die Kurve sollte beweisen, dass die Temperaturen in den letzten Jahrhunderten leicht sanken und seit der Industrialisierung steil ansteigen."
"15"," Die Hockey-Stick-Kurve wurde seitdem als Beleg für eine unnatürliche Erwärmung genutzt und allein im dritten Bericht des sogenannten Weltklimarats fast 70-mal erwähnt."
"16","Das Gericht hatte, so wie viele Wissenschaftler vorher, Mann aufgefordert, seine Rohdaten und Algorithmen, mit denen er seine Kurve berechnet haben wollte, offenzulegen."
"17"," Mann weigerte sich, und somit ist die Hockey-Stick-Kurve tot, mausetot."
"18"," Die Klimahysteriker, die „Wir verbrennen“ schreien, haben ihr Hauptargument verloren; sie stehen quasi nackt da."
"19"," Herr Taalas, Generalsekretär der Weltorganisation für Meteorologie, einer der größten Klimaalarmisten in der Vergangenheit, warnte vor einer Klimahysterie und skurrilen Forderungen wie beispielsweise der, wegen des Klimawandels keine Kinder mehr zu bekommen."
"20"," Ja, solche Forderungen gibt es — ausgelöst von einer Hysterie, die keine wissenschaftliche Grundlage hat."
"21","Schließlich haben mehr als 500 Wissenschaftler in einem Brief an UN-Generalsekretär Guterres mit dem Titel „Es gibt keinen Klimanotstand“ der These vom menschengemachten Klimawandel widersprochen, unterschrieben unter anderem vom früheren Hamburger Umweltsenator Fritz Vahrenholt von der SPD."
"22","In dem Brief heißt es:"
"23","Karsten Hilse Die Klimamodelle, auf denen die internationalen Politikansätze derzeit aufbauen, sind ungeeignet."
"24","Es sei „grausam und unklug, sich auf Basis der Resultate von solch kindischen Modellen dafür einzusetzen, Billionen zu verschwenden."
"25","“ Am Montag war ich bei einer Podiumsdiskussion mit allen anderen im Bundestag vertretenen Parteien."
"26"," Zum Abschluss stellte mir die Moderatorin die Frage, ob wir als AfD beim Klimapaket nicht mit allen anderen Parteien an einem Strang ziehen könnten."
"27"," Ich antwortete ihr:"
"28"," Diese Energiewende zerstört unsere Autoindustrie, unsere Kraftwerks- und Schwerindustrie."
"29"," Sie zerstört unsere Kern- und Kohlekraftwerke."
"30"," Mit den anderen Parteien an einem Strang zu ziehen, würde bedeuten:"
"31"," Wir beteiligen uns an der Zerstörung der wirtschaftlichen Existenz unseres Landes, und das werden wir niemals tun."
"32"," Wir werden uns dieser Zerstörung mit aller Kraft entgegenstemmen."
"33"," Darauf mein Wort."
"34","Ein freundliches Glückauf in meine Heimat, vor allen Dingen nach Jänschwalde!Vielen Dank."
"35"," Präsident Dr.
 Wolfgang "
