"","V1"
"1",""
"2"," Danke schön, Enrico Komning."
"3"," — Nächster Redner für die SPD-Fraktion:"
"4"," Falko Mohrs."
"5"," Falko Mohrs:"
"6","Frau Präsidentin! Meine Damen und Herren! Liebe Kollegen! Ich freue mich, dass wir hier über Maßnahmen diskutieren wollen und können, welche gerade den Menschen und Firmen helfen, die einen maßgeblichen Beitrag zur Bewältigung der Herausforderungen unserer Zeit leisten."
"7"," Es sind Menschen in neuen und bestehenden Unternehmen, die nicht nur reden, sondern anpacken, neue Dinge ausprobieren, dabei auch scheitern, daraus lernen und dann wieder aufstehen, die nicht nur darauf hoffen, dass irgendwer etwas für sie besser macht, sondern bereit sind, selbst Verantwortung zu übernehmen."
"8"," Deutschland muss für Unternehmen und für innovative Menschen, die etwas Neues aufbauen, mehr investieren und bessere Rahmenbedingungen schaffen; das ist klar."
"9"," Aber es ist eben auch nicht alles schlecht in Deutschland; das lassen wir uns auch von niemandem hier weismachen, weder in Oppositionsanträgen noch in schlechten Reden."
"10","Herr Komning, es ist ja irgendwie mein Schicksal, immer nach Ihnen reden zu müssen."
"11"," Ich glaube, darüber müssen wir noch einmal nachdenken."
"12"," Was ich Ihnen schon mehrfach vorgehalten habe — das muss ich ehrlicherweise auch nach Ihrer Rede heute wieder tun —, ist:"
"13"," Sie reden von der Wirtschaftsfeindlichkeit der Regierung."
"14"," Wissen Sie, was aus meiner Sicht nach dem Fachkräftemangel wahrscheinlich die größte Gefahr für die deutsche Konjunktur und die deutsche Wirtschaft ist? Das ist Ihre nationalistische, hetzende und ausgrenzende Politik."
"15"," Das ist eine Gefährdung für den deutschen Wirtschaftsstandort und gefährdet unsere internationale Reputation, Herr Komning."
"16"," Wenn Sie anderen hier Einfallslosigkeit vorwerfen, fällt mir zu Ihnen vor allem Einfältigkeit ein, und dass Sie sich bei dem Gegacker eben für das Huhn entschieden haben, wundert mich wahrlich nicht."
"17"," Was wir brauchen, ist eine differenzierte Debatte über Ursachen und Ansatzpunkte, nicht sich wiederholende Anträge."
"18","Liebe Kolleginnen und Kollegen von der FDP, zu den „gelockerten Freiheitszonen“."
"19"," Wenn man sieht, was Sie an anderen Stellen mit dem Begriff „Freiheitszonen“ verbinden, dann wirkt das eben doch wie eine Spirale nach unten, wenn es um Sozialstandards und die Absicherung für gute, tariflich abgesicherte Arbeitskräfte geht."
"20"," Das kann nicht im Interesse irgendeiner Region in Deutschland sein, weder im Westen noch im Osten."
"21"," Das ist nicht unsere Vorstellung."
"22"," Wir werden — das hat meine Kollegin Frau Grotelüschen vorhin angesprochen — dort, wo wir Zukunftstechnologien den notwendigen Raum zur Weiterentwicklung geben wollen, Reallabore schaffen."
"23"," Dort können Unternehmen und innovative Menschen neue Dinge ausprobieren, aber eben nicht in einer Spirale nach unten."
"24","Wenn Sie dann auch wieder vorschlagen, die Anteile an der Post und der Telekom zu verkaufen — ich habe Ihnen das schon ein paarmal vorgerechnet, und ich habe aufgehört, darauf zu achten, wofür Sie den Erlös diesmal ausgeben wollen —, sage ich Ihnen:"
"25"," Das ist mit uns nicht zu machen."
"26"," Wir stehen dafür, dass der Bund auch weiterhin direkt und indirekt die Verantwortung für die Deutsche Post, die Telekom und auch andere Unternehmen wie die Deutsche Bahn behält."
"27"," Ich bin froh, dass zu der Zeit, als Sie Regierungsverantwortung hatten, nicht die Aktien der Deutschen Post verkauft worden sind, obwohl Sie es gefordert haben."
"28"," Damals waren sie nämlich nur halb so viel wert."
"29"," So viel zum Unternehmertum der FDP, meine Damen und Herren."
"30"," In dem Antrag der Grünen habe ich viele positive, soziale Vorschläge entdeckt."
"31"," Ich glaube, er ist eine gute Grundlage, um weiterzudiskutieren."
"32"," Was mir ein bisschen gefehlt hat, war ein kohärentes Konzept bzw."
"33"," ein Finanzierungskonzept."
"34"," Aber insbesondere bei den Rahmenbe Falko Mohrsdingungen für die Förderung von Genossenschaften gibt es, glaube ich, wirklich gute Ansatzpunkte."
"35"," Hier können wir zusammen weitermachen."
"36"," Was wir uns vorstellen, ist, dass wir die Finanzierung vor allem dort ansetzen, wo wir eine Hebelwirkung erzielen können, wo wir noch mehr privates Kapital von i len Anlegern heben können."
"37"," Da bietet sich übrigens kein dänisches Fondsmodell an, das nicht mit dem EU-Recht vereinbar ist."
"38"," Liebe Kolleginnen und Kollegen, Sie wissen wahrscheinlich, dass auch die Dänen das nicht notifizieren lassen."
"39"," Wir stellen uns vor, dass wir für Deutschland einen Dachfonds nach einem Wasserfallmodell installieren, das am Ende das Risiko nicht allein auf den Staat abwälzt, sondern eine faire Verteilung von Risiko und Chancen zwischen Unternehmen und dem Staat beinhaltet."
"40"," Deutschland — damit möchte ich schließen — war, ist und muss ein Gründerland bleiben, in dem angepackt und verbessert wird, in dem Firmen wie Siemens und BASF gegründet werden."
"41"," Wir können stolz sein, dass es auch heute im digitalen Zeitalter Menschen und Unternehmen gibt, die bereit sind, Verantwortung zu übernehmen, und die Innovationskraft an den Tag legen, um unsere Gesellschaft und unser Land besser zu machen und damit die Wirtschaftskraft von morgen zu sichern."
"42","Vielen Dank.
Vizepräsidentin Claudia "
