"","V1"
"1",""
"2"," Zu einer Kurzintervention erteile ich das Wort dem Kollegen Karsten Hilse, AfDKarsten Hilse:"
"3","Vielen Dank, Herr Präsident, dass Sie die Kurzintervention zulassen."
"4"," — Schade, Herr Lindner, dass Sie meine Zwischenfrage nicht zugelassen haben."
"5"," Ich weiß nicht, ob Sie Angst haben — keine Ahnung."
"6"," Sie haben gesagt, dass die AfD den Klimawandel leugne."
"7"," Ich möchte noch einmal betonen:"
"8"," Klimawandel ist ein natürliches Phänomen seit Hunderten Millionen von Jahren."
"9"," Wer das leugnen würde, der wäre natürlich dumm."
"10"," Wir sagen:"
"11"," Klimawandel ist ein natürliches Phänomen."
"12"," Der Mensch mit seinen CO2-Emissionen trägt nicht maßgeblich zu diesem Klimawandel bei."
"13"," Prasident Dr.
 Wolfgang "
