"","V1"
"1",""
"2"," Herr Kollege Grötsch, ich sehe, Sie wollen antworten."
"3"," Sie haben das Wort."
"4","Uli Grötsch:"
"5","Sehr gern, Herr Präsident."
"6"," — Liebe Kolleginnen und Kollegen! Herr Hess, Sie sind doch der Wolf im Schafspelz."
"7"," Das macht es doch nicht besser, dass Sie hier zum wiederholten Male sagen, dass Sie gegen alle Arten von politischem Extremismus sind."
"8"," Die Menschen in diesem Land wissen doch, dass Sie gegen alle Formen von Extremismus schreien, nur gegen die eine nicht, weil deren Anhänger diejenigen sind, die Sie hier hineingetragen haben - zu meinem großen Bedauern."
"9"," Es sind hoffentlich die demokratischen Kräfte in diesem Land, die Sie hier auch wieder hinaustragen."
"10","Vielen Dank.
 Vizepräsident Wolfgang "
