"","V1"
"1",""
"2","Vielen Dank, Franziska Brantner."
"3"," — Nächste Rednerin für die SPD-Fraktion:"
"4"," Angelika Glöckner."
"5"," Angelika Glöckner:"
"6","Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich glaube, Sie stimmen mir alle zu — von einigen Ausnahmen abgesehen -, dass es besser wäre, wenn wir heute erst gar nicht über dieses Thema reden müssten."
"7"," Aber es ist nun mal so, wie es ist."
"8"," Die Briten haben sich zu diesem Schritt entschieden."
"9"," Wir bedauern das; aber natürlich akzeptieren wir das."
"10"," Wir alle wissen:"
"11"," Es gab eine knappe Mehrheit."
"12"," Mittlerweile liegt ein Austrittsabkommen vor, es ist ausverhandelt."
"13"," Aber wir wissen auch, dass die Briten dem Austrittsabkommen sehr kritisch gegenüberstehen."
"14"," Das haben wir am letzten Dienstag bei der Abstimmung einmal mehr erlebt."
"15","Ich sage auch:"
"16"," Die Wahrscheinlichkeit eines ungeregelten Austritts wird immer größer."
"17"," Deshalb ist es wichtig und richtig, dass wir heute für diesen Notfall vorsorgen."
"18"," Ein ungeregelter Brexit ist nicht nur das, was viele glauben:"
"19"," Staus von Lkws an den Grenzen, Probleme beim Zoll oder beim Warenverkehr."
"20"," Er hat eine viel größere Tragweite."
"21"," Wir Parlamentarierinnen und Parlamentarier müssen auch an die Menschen denken, die davon besonders betroffen sind."
"22","Ich erkläre das noch einmal, weil es einige in diesem Hohen Hause offensichtlich noch nicht verstanden haben:"
"23"," Es geht um die Menschen, die als deutsche Staatsbürger in Großbritannien leben."
"24"," Es geht um die Menschen, die als Briten hier in Deutschland arbeiten und wohnen."
"25"," Wir müssen dafür sorgen, dass wir für sie alle einen Schutz herstellen; denn mit einem ungeregelten Brexit würdenAngelika Glöcknerdie mit den Sozialversicherungssystemen einhergehenden Ansprüche abrupt enden."
"26"," Was bedeutet das? Das bedeutet doch nichts anderes, als dass die sicher geglaubten Ansprüche der Menschen aus Renten-, Kranken-, Arbeitslosen-, Pflege- und Unfallversicherung von heute auf morgen infrage gestellt werden."
"27"," Auch das BAföG wurde oft erwähnt."
"28"," Das BAföG ist doch ein unglaublich wichtiges Mittel für junge Menschen."
"29"," Es ermöglicht Menschen, die aus weniger betuchten Häusern kommen, in Großbritannien eine solide Ausbildung zu absolvieren, was uns als Sozialdemokratinnen und Sozialdemokraten ganz wichtig ist."
"30"," Wir müssen hier einen Strich ziehen und darauf hinwirken, dass ein entsprechender Schutz gewährt wird."
"31"," Es wurde mehrfach angesprochen:"
"32"," Es gibt 300 000 deutsche Staatsbürger, die in Großbritannien leben, und 116 000 Briten, die hier in Deutschland arbeiten und wohnen."
"33"," Für uns als SPD ist elementar, dass wir die Rechte dieser Menschen schützen."
"34"," Und deshalb ist es auch absolut richtig, dass wir für diesen Fall der Fälle heute einen Gesetzentwurf vorlegen."
"35"," Wir stellen damit sicher, dass die Menschen, die als deutsche Staatsangehörige in Großbritannien arbeiten, und die Briten, die hier wohnen, die Sicherheit haben, dass sie dort, wo sie wohnen und arbeiten, leben können."
"36"," Dies ist auch wichtig für die Betriebe, um auf bewährte Fachkräfte in Zukunft nicht verzichten zu müssen."
"37"," Natürlich ist es weiterhin möglich, dass junge Menschen eine Ausbildung machen können."
"38"," Das alles wurde schon aufgezählt."
"39","Ich will am Ende meiner Ausführungen auf einen weiteren wichtigen Punkt eingehen."
"40"," Das, was wir in Großbritannien sehen und erleben, veranschaulicht doch sehr deutlich, was es bedeutet, wenn ein Mitgliedstaat den sicheren Boden der EU verlässt."
"41"," Großbritannien ist ausgetreten, weil es einen besseren Weg suchte, aber Großbritannien hat den Weg noch nicht gefunden."
"42"," Die Menschen auf der Insel sind total verunsichert."
"43"," Das Parlament ist total zerstritten, und die Populisten, die den Brexit befördert haben, haben sich aus dem Staub gemacht; sie haben sich der Verantwortung entzogen."
"44"," Wir müssen tun, was wir tun können."
"45"," Wir müssen unseren Teil beitragen."
"46"," Mit diesem Gesetzentwurf versuchen wir, die Rechte des Personenkreises, den ich aufgezählt habe, zu schützen."
"47"," Das tun wir, und ich bin froh, dass wir heute die erste Lesung haben."
"48"," Ich danke auch Hubertus Heil und Staatssekretärin Anette Kramme für die zügige Vorlage dieses Entwurfs."
"49"," Ich freue mich auf die weiteren Debatten und danke Ihnen, dass Sie mir zugehört haben.
 Vizepräsidentin Claudia "
