"","V1"
"1",""
"2"," Danke schön."
"3","Andrej Hunko:"
"4"," Ich glaube, dass im Jahr 2019, zum zehnten Jubiläum des Inkrafttretens des Lissabon-Vertrages, die Frage des Beitritts der EU zur Europäischen Menschenrechtskonvention eine zentrale Frage sein sollte."
"5"," Ich finde, wir sollten auch die Europawahl nutzen, um das Thema auf die Agenda zu setzen."
"6","Wenn die Europäische Union diese eigene Verpflichtung nicht umsetzt und damit nicht akzeptiert, dass es einen Gerichtshof in Straßburg gibt, der in Bezug auf Menschenrechte auch über mögliche Verletzungen von Menschenrechten bei EU-Organen urteilen kann, zum Beispiel bei Frontex oder Europol, macht sie sich unglaubwürdig."
"7"," Und dann sind auch die anderen Mechanismen, die hier angesprochen sind, letztlich hinfällig."
"8"," Ich glaube, das ist der zentrale Punkt im Hinblick auf die Glaubwürdigkeit der Europäischen Union."
"9","Leider findet man dazu im Antrag der Grünen überhaupt nichts."
"10"," Diese Forderung ist im Antrag der FDP unter Punkt 4 aufgeführt."
"11"," Ich begrüße das."
"12"," Wir werden über die Anträge diskutieren, aber ich denke, der Beitritt zur Europäischen Menschenrechtskonvention sollte umgesetzt werden."
"13","Vielen Dank für die Aufmerksamkeit.
Vizepräsidentin Claudia "
