"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der AfD der Abgeordnete Enrico Komning."
"4"," Enrico Komning:"
"5","Herr Präsident! Meine Damen und Herren! Kollegen! Lieber Herr Kollege Pfeiffer, „Wir müssen, wir müssen, wir müssen“, ich frage mich, was Sie in den letzten Legislaturperioden gemacht haben."
"6"," Fangen Sie doch endlich an mit dem, was Sie nun müssen."
"7"," Wir erleben gerade das Ende eines Jahrzehnts stetigen Wirtschaftswachstums."
"8"," Sie, Herr Minister, machen laut Ihrem Vorwort in Ihrem Bericht das außenwirtschaftliche Umfeld für den Konjunktureinbruch verantwortlich."
"9"," Herr Minister, nicht an allem sind der bevorstehende Brexit und Donald Trump schuld."
"10"," Das Wachstum in Deutschland ist unter dem europäischen Durchschnitt."
"11"," Sie selbst gehen für 2019 nur noch von 1 Prozent aus."
"12"," Die Steuerund Abgabenlast ist beispiellos hoch."
"13"," Mit Ihrer Politik fahren Sie die deutsche Schlüsselindustrie, die Autobranche, gerade systematisch gegen die Wand."
"14"," Das betrifft nicht nur VW, BMW und Daimler."
"15"," Daran hängt auch die gesamte Zulieferindustrie."
"16"," Das sind zumeist keine internationalen Großkonzerne, sondern solide deutsche mittelständische Betriebe."
"17"," Sie sägen an dem Ast, auf dem wir alle sitzen, unserem deutschen Mittelstand."
"18"," Wir haben den Jahreswirtschaftsbericht gelesen."
"19"," Da steht viel von regionaler Strukturpolitik, KMU-Förderung, Investitionen in Länder und Kommunen."
"20"," Absichtserklärungen! Fakt ist doch:"
"21"," Die strukturschwachen Gebiete vor allem im Osten unseres Landes hängen unverändert hinterher."
"22"," Die Russland-Sanktionen, für die Putin nicht mehr als ein müdes Lächeln übrig hat, haben gerade kleine, mittelständische Betriebe im Osten in den Ruin getrieben."
"23"," Beenden Sie endlich diese Sanktionen! Das wäre ein einfaches und vor allem kostengünstiges Konjunkturprogramm."
"24"," Sie wollen den globalen Handel verteidigen und Protektionismus entgegentreten, so Ihr Bericht."
"25"," Kein Protektionismus bedeutet aber für Sie, sämtliche deutschen Interessen zu negieren, und das schwächt unseren deutschen Mittelstand."
"26"," Auch wir sind für weltweiten freien Warenverkehr, aber unter Wahrung der Interessen unse Enrico Komningrer mittelständischen Unternehmen."
"27"," Das ist kein Protektionismus."
"28"," Das ist pure Selbstverständlichkeit."
"29"," Nicht Donald Trump oder der Brexit sind dafür verantwortlich, dass Menschen und Unternehmen in Deutschland die höchsten Energiekosten zu stemmen haben."
"30"," Mit Ihrer Energiewende, die klimatisch nichts bringt, dafür aber astronomische Summen verschlingt, haben Sie diesem Land einen Rucksack aufgeladen, an dessen Gewicht die künftigen Generationen, die heute hier oben auf den Zuschauertribünen sitzen, zerbrechen werden."
"31"," Der Brexit und Donald Trump können auch nichts dafür, dass wir bei der Digitalisierung schon fast Lichtjahre hinter den meisten europäischen Partnern — ich spreche noch nicht einmal von China, Japan und den USA - hinterherhängen."
"32"," Wir schreiben das Jahr 2019, und nach wie vor befinden sich weite Teile Deutschlands, speziell die ländlichen Räume, im digitalen Tal der Ahnungslosen."
"33"," Daran ändern auch Ihre ganzen schönen Strategiepapiere nichts."
"34"," Nein, meine Damen und Herren von der Regierung, Sie liegen seit einem Jahrzehnt gemütlich im Liegestuhl, lassen sich die gute Weltkonjunktur auf den Pelz brutzeln und geben jetzt anderen die Schuld, wenn Sie mit Konjunkturbrand aufwachen."
"35"," Das funktioniert so nicht, und das lassen wir Ihnen auch so nicht durchgehen."
"36"," Fangen Sie an, die wirtschaftlichen Rahmenbedingungen hier in Deutschland, für das Sie Verantwortung tragen, zukunftsfähig zu machen."
"37"," Fangen Sie endlich an, deutsche Interessen gegenüber den Partnerländern zu vertreten."
"38"," Die Vereinigten Staaten hatten 2018 ein Wirtschaftswachstum von nahezu 3 Prozent."
"39"," Auch 2019 wird eine Zwei vor dem Komma stehen."
"40"," Dafür, Herr Minister, ist Donald Trump verantwortlich."
"41","Vielen Dank.
Vizepräsident Thomas "
