"","V1"
"1",""
"2"," Vielen Dank, Nicola Beer."
"3"," — Nächster Redner für die CDU/CSU-Fraktion:"
"4"," Philipp Amthor."
"5"," Philipp Amthor:"
"6","Frau Präsidentin! Kolleginnen und Kollegen! Wir reden heute über zwei Anträge der Grünen und der FDP zur Rechtsstaatlichkeit in der Europäischen Union."
"7"," Ich will als Ausgangspunkt sagen:"
"8"," Beide Anträge sind eigentlich ganz in Ordnung."
"9"," Wir können damit gemeinsam starten."
"10"," Aber freuen Sie sich nicht zu früh."
"11"," Ein paar Unterschiede gibt es auch."
"12","Schauen wir uns zuerst das Gemeinsame an."
"13"," Ja, unsere Europäische Union ist eine Wertegemeinschaft zum Schutz von Demokratie und Rechtsstaatlichkeit."
"14"," Ja, esPhilipp Amthorliegt im deutschen und im europäischen Interesse, weltweit für diese Standards zu kämpfen."
"15"," Ja, das Unionsrecht muss in allen Mitgliedstaaten gleichermaßen angewendet werden."
"16"," Es stimmt, Frau Beer:"
"17"," Wir müssen noch deutlich besser werden, wenn es darum geht, Verletzungen des Rechtsstaatsprinzips funktionsadäquat zu sanktionieren."
"18"," Ich glaube, über all das besteht kein Streit."
"19","Angesichts der beiden Anträge und der Tatsache, dass wir uns perspektivisch im Europawahlkampf befinden, möchte ich aber auch sachlich sagen:"
"20"," Wir sollten den Rechtsstaat in der Europäischen Union nicht schlechtreden."
"21"," Ihre Anträge enthalten eine ganze Reihe von Vorschlägen, unter anderem den Vorschlag, endlich der EMRK beizutreten."
"22"," Zudem müsse die Grundrechtecharta mehr Geltung entfalten."
"23"," Das sind sicherlich verschiedene Punkte, die man ansprechen kann."
"24"," Aber das sollte nicht darüber hinwegtäuschen, dass wir schon heutzutage einen hervorragenden Grundrechtsstandard haben und dass etwa ein Beitritt zur EMRK in grundrechtsdogmatischer Hinsicht nicht viel ändern würde."
"25"," Der entscheidende Punkt ist:"
"26"," Wir müssen eher in der politischen Debatte für Rechtsstaatlichkeit kämpfen."
"27"," Dafür müssen wir das Recht nicht an vielen Stellen ändern."
"28"," Wir haben nämlich kein Defizit in Form von zu wenig Grundrechten, sondern wir haben eher ein Defizit in der Frage, wie wir die Aufsicht über unsere Grundrechte ausüben, und da, glaube ich, sollten wir neue Instrumente einpflegen."
"29","Die Frage ist:"
"30"," Was können das für Instrumente sein? Es gibt einen Vorschlag, den die EU-Kommission unterbreitet hat — federführend von unserem deutschen EU-Kommissar Günther Oettinger —, der eben auch Konditionalität für den EU-Haushalt unter dem Blickwinkel von Rechtsstaatlichkeitskriterien vorsieht."
"31"," Ich kann Ihnen sagen:"
"32"," Das ist ein guter Vorschlag."
"33","Es ist auch ein guter Vorschlag, darüber zu reden, ein Europäisches Semester der Rechtsstaatlichkeit einzuführen und das Rechtsstaatsmonitoring insgesamt zu verbreitern."
"34"," Das sind Punkte, für die wir auch gemeinsam streiten können."
"35"," Ich will Ihnen aber sagen, was gemeinsam streiten voraussetzt."
"36"," Erwecken Sie hier in der Debatte nicht den Eindruck, als müsste man die Bundesregierung und unsere Fraktion zum Jagen tragen! Wir sind es, die in Brüssel und hier im Deutschen Bundestag im Europaausschuss immer wieder gemahnt und dafür gekämpft haben, mehr Konditionalität einzuführen."
"37"," Deswegen können wir auch im Ausschuss richtig darüber diskutieren."
"38","Aber ich habe Ihnen versprochen, dass ich zum Schluss noch ein paar Unterschiede anspreche, die es gibt."
"39"," Die Unterschiede beziehen sich gar nicht so sehr auf den Antrag der FDP."
"40"," — Ja, liebe Frau Brantner, das kann ich Ihnen jetzt nicht ganz ersparen."
"41"," — Als ich den Antrag der Grünen gelesen habe — wir haben ja oft sozusagen tiber die dogmatischen Linien gestritten; ich glaube, da ist viel Einigkeit —, sind aber doch an ein paar Stellen die Alarmglocken angegangen."
"42"," Im Antrag der Grünen ist von Geldern für zivilgesellschaftliche Akteure, für NGOs, gegen Desinformation und für Berichte über die Rechtsstaatlichkeit unter Einbeziehung der Zivilgesellschaft zu lesen."
"43"," Das klingt wieder wirklich super; es klingt richtig gut."
"44"," Aber die Frage ist:"
"45"," Was haben Sie denn dafür für Kriterien?Wenn ich es richtig sehe, ist Ihr Vorschlag, Staaten, die sich aus Ihrer Sicht nicht opportun verhalten, das Geld zu kürzen und es stattdessen auf politisch opportune NGOs zu verteilen."
"46"," Was stellt man sich denn da für NGOs vor? NGOs für Gendersprache, gegen den Diesel, für Windkraftausbau, gegen Massentierhaltung und für ein tolles und buntes Europa."
"47"," Das sind dann wahrscheinlich förderungswürdige Initiativen für den Rechtsstaat, aber was ist mit Bürgerinitiativen, mit Engagement für eine konsequente Durchsetzung des Ausländerrechts, für Lebensschutz, für die Sicherung von EU-Außengrenzen, für konventionelle Landwirtschaft, gegen den Wolf oder gegen Tempolimits? Da fängt es wahrscheinlich an, nicht mehr so gut zu werden."
"48"," Deswegen kann ich Ihnen nur sagen:"
"49"," Der Grundsatz „Ihr bekommt Geld, wenn ihr euch wohlverhaltet“, kann kein Grundsatz für die Verteilung von Geldern sein."
"50"," Es geht vielmehr um qualitative, um materielle Rechtsstaatlichkeitskriterien und nicht um irgendwelche Vorstellungen von Zivilgesellschaft."
"51"," Deswegen sagen wir:"
"52"," Wir achten auf materielle Rechtsstaatlichkeit."
"53"," Und das kann der Staat auch gut alleine."
"54","Herzlichen Dank.
Vizeprasidentin Claudia "
