"","V1"
"1",""
"2"," Danke sehr."
"3"," — Frau Rößner möchte dazu auch noch eine Frage stellen."
"4","Tabea Rößner:"
"5","Vielen Dank, dass ich die Nachfrage stellen darf."
"6"," — Sie haben das Maßnahmenpaket angesprochen."
"7"," Da geht es ja darum, die sozialen Netzwerke stärker in die Pflicht zu nehmen."
"8"," Deshalb stellt sich uns die Frage:"
"9"," Wollen Sie dazu eine spezielle Strafanzeigepflicht der Diensteanbieter normieren?Christine Lambrecht, Bundesministerin der Justiz und für Verbraucherschutz:"
"10"," Ja."
"11","Tabea Rößner:"
"12","Oder welchen Charakter soll das haben? Wie soll gegebenenfalls eine Nichtmeldung sanktioniert werden, bzw."
"13"," macht sich ein Diensteanbieter, wenn er nicht meldet, dann strafbar?Christine Lambrecht, Bundesministerin der Justiz und für Verbraucherschutz:"
"14","Ja."
"15"," — Wir werden neben die Pflicht, die heute schon nach dem Netzwerkd t geset besteht, bei bestimmten rechtswidrigen Inhalten zu sperren oder zu löschen, die Pflicht zur Meldung einführen; das wird eine Verpflichtung sein."
"16"," Gemeldet werden soll an eine Zentralstelle beim Bundeskriminalamt, die quasi eine Vorprüfung vornehmen soll und es dann an die örtlich zuständigen Ermittlungsbehörden weiterleiten kann."
"17"," Selbstverständlich wird das dann auch so sanktioniert sein:"
"18"," So, wie auch heute schon das Nichtsperren bzw."
"19"," das Nichtlöschen sanktioniert ist, werden wir es auch bei der Meldepflicht handhaben."
"20","Präsident Dr.
 Wolfgang "
