"","V1"
"1",""
"2"," Gestatten Sie eine Zwischenfrage, Herr Kollege, aus den Reihen der FDP-Fraktion?Ottmar von Holtz:"
"3"," Bitte, Herr Hoffmann."
"4"," Dr."
"5"," Christoph Hoffmann:"
"6","Sehr geehrter Herr Präsident! Lieber Kollege von Holtz, vielen Dank, dass Sie die Zwischenfrage zulassen."
"7"," — Sie haben gerade von der Stabilität des Mittelmeerraumes gesprochen und davon, dass es eine wichtige Rahmenbedingung sein müsse, Stabilität in diesem Raum zu haben."
"8"," Wie ist denn Ihre Auffassung bezüglich der Stabilität in Libyen? Was macht die Große Koalition, was macht diese Bundesregierung strategisch, um diesen Raum zu sichern? Wir haben gerade die Ankündigung von Herrn Erdogan gehört, dass er Truppen in diese Region schicken will, dass er bereit ist, sich hier einzusetzen."
"9"," Ist die Bundesrepublik dazu bereit? Wie ist Ihre Einschätzung dazu? Ist die EU bereit, da etwas zu tun? Was ist Ihre Einschätzung?Ottmar von Holtz:"
"10","Wir wissen, dass die EU in Bezug auf Libyen leider nicht mit einer Stimme spricht."
"11"," Ich glaube, wichtig ist, dass wir sowohl in Libyen - da ist es schwierig; das gebe ich zu — als auch anderswo lokale Friedensstifter, lokale mit allen diplomatischen, die zivile Krisenprävention betreffenden Mitteln, die wir zur Verfügung haben, unterstützen müssen, um Stabilität zustande zu bringen."
"12"," Es geht mir aber nicht nur um Libyen, sondern auch um alle anderen Anrainerstaaten des Mittelmeers."
"13"," Das ist genau das Problem, das wir haben:"
"14"," Wir sollten weniger Symptome bekämpfen oder Fluchtwege zu schließen trachten; vielmehr sollten wir uns vor Ort die Rahmenbedingungen anschauen und dort ansetzen."
"15","Die Afrikanische Union erwähnen Sie in Ihrem Antrag nicht ein einziges Mal."
"16"," Die zivile Krisenforschung erklärt uns schon seit Jahrzehnten, wie die Ansätze aussehen müssten und wer geeignete Partner vor Ort sind."
"17"," Es gibt nämlich durchaus Ansätze, was wir ändern können."
"18"," Ein Beispiel:"
"19"," Durch die langfristige Ausstattung ziviler Projektpartner können wir es schaffen, vor Ort wirklich verlässliche Friedenskapazitäten dauerhaft einzurichten."
"20"," Mit der derzeitigen einjährigen Projektfinanzierung ist das nicht möglich."
"21","Ihrem Antrag fehlt vor allen Dingen eine kohärente Strategie, die die Agenda 2030, die Nachhaltigkeitsziele, die Agenda 2063 der Afrikanischen Union und das Pariser Klimaabkommen mit Friedensbedarfen übereinbringt."
"22"," Das vermissen wir, und das wäre dringend erforderlich."
"23"," Deswegen werden wir Ihren Antrag ablehnen müssen."
"24"," Vizepräsident Dr.
 Hans-Peter "
