"","V1"
"1",""
"2"," Der Kollege Tobias Lindner hat das Wort für Bündnis 90/Die Grünen."
"3"," Dr."
"4"," Tobias Lindner:"
"5","Herr Präsident! Liebe Kolleginnen und Kollegen! Lassen Sie mich aus dem Traditionserlass der Bundeswehr zitieren:"
"6","Historische Beispiele für zeitlos gültige soldatische Tugenden, etwa Tapferkeit, Ritterlichkeit, Anstand, Treue, Bescheidenheit, Kameradschaft, Wahrhaftigkeit, Entschlussfreude und gewissenhafte Pflichterfüllung, aber auch Beispiele für militärische Exzellenz, z."
"7"," B."
"8"," herausragende Truppenführung, können in der Bundeswehr Anerkennung findenVon ,,Opferbereitschaft“ — das Wort, das die AfD in ihren fünf Minuten fast ein Dutzend Mal gebraucht hat — ist darin zu Recht keine Rede, liebe Kolleginnen und Kollegen."
"9","Um es klar und deutlich zu sagen, Herr Kollege Kestner:"
"10"," Sie stellen sich hier an dieses Pult und suggerieren den Soldatinnen und Soldaten, die an Seele oder Körper verwundet worden sind, es gehe Ihnen um ihr Schicksal."
"11"," Wenn dem wirklich so wäre, dann hätten Sie doch diese Debatte nicht erst vor zwei Sitzungswochen auf die Tagesordnung setzen lassen, dann gegen einen anderen Tagesordnungspunkt getauscht und wieder absetzen lassen."
"12"," Wenn Ihnen wirklich daran gelegen wäre, dann hätten Sie doch Ihren Antrag nicht erst gestern Abend gegen 18 Uhr den anderen Fraktionen zukommen lassen."
"13"," Um hier mal die Dinge beim Namen zu nennen! Wenn Sie fragen:"
"14"," „Was hat das damit zu tun?“, dann antworte ich Ihnen:"
"15"," Das hat etwas mit ehrlicher und vernünftiger parlamentarischer Arbeit zu tun."
"16"," Wer nicht in der Lage ist, einen einseitigen Antrag im Deutschen Bundestag etwas früher als 18 Uhr am Vortag vorzulegen, dem geht es doch, ehrlich gesagt, nicht um die Sache, liebe Kolleginnen und Kollegen."
"17"," Um noch was ganz deutlich zu sagen:"
"18"," Wir haben keine Lücke bei Auszeichnungen in der Bundeswehr."
"19"," Wir haben das Ehrenkreuz für Tapferkeit, und wir haben die Gefechtsmedaille."
"20"," Wenn wir Lücken haben, dann in der Versorgung und bei der Fürsorge, wenn Menschen an Körper oder Seele verwundet worden sind."
"21"," Es war in der Vergangenheit immer dieses Parlament mit seinen Fraktionen, das die Bundesregierung dazu angehalten hat, hier mehr zu tun."
"22"," Ich will hinzufügen:"
"23"," Man kann an diesen Stellen weitere Schritte gehen, liebe Kolleginnen und Kollegen."
"24"," Ich will Ihnen einen letzten Punkt nennen:"
"25"," Die Bundeswehr ist ganz bewusst in einem Bruch mit der Tradition aller deutschen Vorgängerarmeen gegründet worden."
"26"," Darauf bin ich stolz, und ich finde, darauf können wir stolz sein."
"27"," Wenn wir dieses Bild der Bundeswehr an dieser Stelle ernst nehmen, dann passt ein Abzeichen, das uns an die düstersten Zeiten der deutschen Geschichte erinnert, nicht zu dieser unserer Bundeswehr."
"28","Herzlichen Dank."
"29"," Vizepräsident Dr.
 Hans-Peter "
