"","V1"
"1",""
"2"," Rückfrage?Ulle Schauws:"
"3","Ja."
"4"," - Das macht die Sache, dass Ärztinnen und Ärzte weiter durch diesen Paragrafen kriminalisiert werden, nicht besser."
"5"," Das sehen wir an diesen Urteilen."
"6","Sie haben aber gerade noch einmal die Situation der Frauen angesprochen."
"7"," Es war übrigens absehbar, dass sich Ärztinnen und Ärzte auf dieser Grundlage nicht in diese Listen eintragen lassen."
"8"," Das war vorhersehbar."
"9"," Wir hören an dieser Stelle aber, dass Sie hier auf diese Listen bzw."
"10"," die Informationen der Bundesärztekammer verweisen."
"11"," Ich frage deshalb:
 Finden Sie denn, dass die sehr allgemeinen Informationen auf der Seite der Bundesärztekammer die Informationsersatzleistung sind, die die Ärztinnen und Ärzte als die Wissenden im Jahr 2019 auf die eigene Internetseite stellen könnten? Sagen Sie mir, ob Sie der Meinung sind, dass das ausreichende Informationen für Frauen in Not sind, die eine ungewollte Schwangerschaft haben und schnell Informationen brauchen?Vizepräsidentin Claudia "
