"","V1"
"1",""
"2"," Herr Herbrand, eine weitere Rückfrage?Markus Herbrand:"
"3","Ja, eine Rückfrage habe ich noch."
"4"," — Ich bin nicht der Auffassung, dass es hilfreich ist, wenn man auf der Suche nach der Nadel den Haufen immer weiter vergrößert."
"5"," Ich stelle also fest:"
"6"," Wir haben über 50 000 Geldwäscheverdachtsmeldungen, die nicht abschließend bearbeitet worden sind."
"7"," Wir haben Hinweise darauf, dass Meldungen zur Terrorfinanzierung monatelang bei der FIU liegen, bevor sie an die Polizei weitergeleitet werden."
"8"," Und auf eine meiner letzten parlamentarischen Anfrage haben Sie eingeräumt, dass der FIU knapp 200 Mitarbeiter fehlen."
"9"," Wie wollen Sie den Personalnotstand kurzfristig beheben? Denn mehr Zeit dürfen wir uns aus meiner Sicht da nicht mehr lassen."
"10","Sarah Ryglewski, = Staatssekretärin beim Bundesminister der FinanzenVielleicht noch som zur Erläuterung:"
"11"," Wir haben nicht 50 000 unbearbeitete Fälle, sondern diese wurden alle erst gesichtet und sind dann weiter in die Bearbeitung nach Erstbegutachtung gegangen; das ist ein Unterschied."
"12","Zum Thema Personalaufwuchs:"
"13"," Wir sind sehr bemüht, das zügig zu machen, es aber auch mit entsprechender Qualität zu unterlegen."
"14"," Unser Interesse ist, dass wir hier eine Breite haben, auch an beruflicher Expertise, dass wir Personal nicht nur aus dem Bankensektor gewinnen wollen, sondern auch aus dem Nichtfinanzsektor."
"15"," Denn Sie haben natürlich recht:"
"16"," Es geht nicht nur darum, dass man den Haufen immer größer macht, sondern dass man dann auch die Instrumente hat, vernünftig auszuwerten."
"17","Im Übrigen bemühen wir uns auch durch die Zusammenarbeit mit den Verpflichteten im Sinne des Geldwäschegesetzes, zu schauen, wie man Meldestrukturen so etablieren kann, dass man gezielter die Sachen bekommt, die man auch braucht."
"18"," Es ist auch nicht so, dass jetzt nur diese 256 Stellen besetzt sind, sondern wir haben noch die Unterstützung durch das Personal aus der Zollverwaltung."
"19"," Also:"
"20"," Es wird sukzessive ein Personalaufwuchs angestrebt, und wir halten das auch so für angemessen und vertretbar."
"21"," Aber dass es schneller geht, wünschen wir uns natürlich immer alle.
Vizepräsidentin Claudia "
