"","V1"
"1",""
"2"," Die Kollegin Tabea Rößner, Bündnis 90/Die Grünen, möchte gerne eine Nachfrage stellen."
"3","Tabea Rößner:"
"4"," Vielen Dank, Herr Präsident."
"5"," — Frau Ministerin, Sie haben darauf hingewiesen, dass es keine eindeutige Haltung dazu gab, wie hoch die Versicherungssumme sein sollte, um den Insolvenzschaden in so einem Fall wie jetzt bei Thomas Cook auch wirklich tragen zu können."
"6"," Es gab aber diverse Untersuchungen zum Reisevolumen."
"7"," Danach sind die Kosten erheblich gestiegen, und zwar innerhalb von 14 Jahren von 19 Milliarden Euro auf 27 Milliarden Euro."
"8"," Was sagen Sie den Steuerzahlern auf die Frage, wer die Verantwortung dafür trägt? Wir haben Nachbesserungen gefordert."
"9"," Unseren Antrag dazu haben Sie abgelehnt, gerade in den Tagen, in denen die Insolvenz bekannt wurde."
"10","Präsident Dr.
 Wolfgang "
