"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Rückfrage:"
"4"," Dr."
"5"," Kirsten KappertGonther."
"6","Dr."
"7"," Kirsten Kappert-Gonther:"
"8","Vielen Dank, Frau Präsidentin."
"9"," — Frau Staatssekretärin, bei der Beantwortung der von der Frau Kollegin Polat gestellten Frage ist noch offen geblieben, ob es richtig ist, dass die GIZ Projektmittel zur Ausbildung von Grenzbeamten erhält."
"10","Dr."
"11"," Maria Flachsbarth, Parl."
"12"," Staatssekretärin beim Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung:"
"13","Soweit ich weiß, ist die GIZ eher unterwegs, die verschiedenen Polizeiorgane über die unveräußerlichen Menschenrechte und über die Menschenwürde zu informieren und insbesondere die entsprechenden Grenzschutzorgane darüber in Kenntnis zu setzen."
"14"," Das ist das, was ich Ihnen im Moment sagen kann; das ist das, was ich weiß."
"15"," Ich kann Ihnen aber sehr gerne dazu auch noch eine schriftliche Stellungnahme aus meinem Haus zukommen lassen.
 Vizepräsidentin Claudia "
