"","V1"
"1",""
"2"," Bitte."
"3","Dr."
"4"," Gottfried Curio:"
"5","Danke."
"6"," — Sie sagen, Sie wollen keine Lücke lassen, die es ermöglicht, gewisse Gedanken zuzulassen."
"7"," Ich habe ja gefragt, ob Sie sich von diesem Vorgehen, den Grundrechteentzug erstmals seit Jahrzehnten anwenden zu wollen, distanzieren würden und ob Sie nicht auch der Meinung sind, dass die Diskussion politischer Alternativen immer essenziell für eine funktionierende Demokratie ist, hingegen ihre Unterdrückung — etwa durch Grundrechteentzug — Quelle von Spaltung und gerade nicht Zusammenhalt sein könnte."
"8","Dr."
"9"," Angela Merkel, Bundeskanzlerin:"
"10","Nein, ich sage noch einmal:"
"11"," Der Artikel existiert."
"12"," Das werden Sie auch nicht bezweifeln."
"13"," Trotzdem sehe ich meine politische Aufgabe in anderen Feldern, weil ich es nicht bis zu einer Ultima Ratio kommen lassen möchte."
"14"," Das wollen und werden wir auch verhindern."
"15","Präsident Dr.
 Wolfgang "
