"","V1"
"1",""
"2"," Eine weitere Nachfrage?Canan Bayram:"
"3","Ja."
"4"," — Vielen Dank, Herr Präsident."
"5"," — Liebe Frau Staatssekretärin, wenn Sie Überlegungen anstellen, die Mietpreise zu bremsen, also nach oben zu begrenzen — auch das ist eine Form des Deckelns -,, dann ist vielleicht zu erwarten, dass Sie sich parallele Überlegungen der Bundesländer anschauen, um gegebenenfalls zu dem Ergebnis zu kommen:"
"6"," Da wird etwas getan, was uns gar keinen Rahmen mehr lässt."
"7"," — Gerade das Land Berlin ist der Ansicht, dass die Gesetzgebungszuständigkeit hierfür bei den Ländern liegt."
"8"," Insoweit wären Sie doch in der Situation, zu prüfen, wo Ihre Möglichkeiten sind und wo gegebenenfalls Bedarf besteht."
"9"," Um mal ganz plakativ zu fragen:"
"10"," Wenn Berlin den Mietendeckel einführen würde, müssten Sie dann nicht darüber nachdenken, was das für die Mietpreisbremse bedeutet?Rita Hagl-Kehl, Parl."
"11"," Staatssekretärin bei der Bundesministerin der Justiz und für Verbraucherschutz:"
"12","Liebe Kollegin, es geht nicht nur um ein Bundesland."
"13"," Die Mietenproblematik besteht ja nicht nur im Land Berlin, sondern auch in anderen Bundesländern, zumeist in den Großstädten."
"14"," Von daher müssen wir uns als Bund auch weiterhin dieser Aufgabe stellen."
"15"," Solange es aber keine Klagen gibt, dass hier in die Kompetenzen des Bundes eingegriffen wird — in diesem Fall ist das noch nicht so; das kann natürlich passieren; das weiß ich nicht; das kann ich jetzt nicht prophezeien —, bleibt es dem Land Berlin unbelassen, selbst Gesetze zu machen, die eine Mietpreisbremse bzw."
"16",", wie geplant, einen Mietpreisdeckel vorsehen.
Vizeprasident Thomas "
