"","V1"
"1",""
"2"," Nachfrage, Herr Kollege Peterka?Tobias Matthias Peterka:"
"3","Stimmen Sie mir dann wenigstens zu, dass diese Personenkreise, die Verantwortung für die öffentliche Sicherheit tragen, ein Warnindikator für die verfehlte Politik in diesem Bereich sind?Dr."
"4"," Angela Merkel, Bundeskanzlerin:"
"5","Nein, da stimme ich Ihnen natürlich nicht zu."
"6"," Ich will Ihnen allerdings noch mal in Erinnerung rufen, dass diese Bundesregierung in unglaublich starker Form deutlich macht — wir haben heute den Bundeshaushalt 2020 im Kabinett verabschiedet —, dass unsere Sicherheitsinstitutionen gute Ausrüstung brauchen, gerade in Zeiten technologischen Wandels, sowohl in der Bundeswehr als auch bei der Bundespolizei."
"7"," Dem trägt der Bundeshaushalt voll Rechnung."
"8"," Das wird auch die Motivation derjenigen, die ihren Kopf hinhalten — im wahrsten Sinne des Wortes -, steigern."
"9"," Gute Ausrüstung gehört dazu."
"10"," Das ist die Grundvoraussetzung für gute Arbeit in diesem Bereich."
"11"," Präsident Dr.
 Wolfgang "
