"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nachste Rednerin ist die Abgeordnete Katrin Staffler für die Fraktion der CDU/CSU."
"4"," Katrin Staffler:"
"5","Herr Präsident! Liebe Kolleginnen und Kollegen! Wir haben es heute schon in dem einen oder anderen Redebeitrag gehört:"
"6"," Eine der zentralen Entwicklungen, die der nationale Bildungsbericht aufzeigt, ist der anhaltende Trend zu höher qualifizierenden Abschlüssen und die ungebrochen hohe Nachfrage nach einem Studium."
"7"," In meinen Augen stellt diese positive Entwicklung gleichzeitig auch eine Herausforderung dar."
"8"," Ich möchte gerne erklären, warum das so ist."
"9","Dass auf der einen Seite immer mehr junge Menschen in Deutschland ein Studium anfangen können und das auch wollen, ist grundsätzlich ein positives Signal, und zwar genau deswegen, weil es ein Zeichen dafür ist, dass wir in Deutschland eine vielfältige und attraktive Hochschullandschaft besitzen."
"10"," Es ist auch ein Zeichen dafür, dass die Hochschulen trotz der immer weiter steigenden Studentenzahlen eine großartige Expansionsleistung vollziehen und in den vergangenen Jahren auch schon vollzogen haben - nicht zuletzt mit der Hilfe des Bundes in Form des Hochschulpaktes."
"11","Aber wie es so ist:"
"12"," Bei positiven Entwicklungen gibt es fast immer auch Herausforderungen, eine Kehrseite."
"13"," Diese Kehrseite wird mir immer dann besonders deutlich vor Augen geführt, wenn ich, wie in den vergangenen Monaten sehr oft, in meinem Wahlkreis unterwegs bin und zahlreiche Betriebe besuche."
"14"," Warum? Weil in den Gesprächen vor Ort eines sehr deutlich wird:"
"15"," Es fehlt uns ganz dringend an Auszubildenden."
"16"," Allein die Metzgereibetriebe in meinem Wahlkreis haben im neuen Ausbildungsjahr nur ein Drittel — ein Drittel! — aller Ausbildungsplätze besetzen können."
"17"," Und was für die Metzger gilt, gilt auch für viele, viele andere Betriebe."
"18"," Diese Betriebe arbeiten mittlerweile an ihren Kapazitätsgrenzen, weil über die Hälfte aller offenen Ausbildungsstellen bis August nicht besetzt werden konnten."
"19","Wenn ich unterwegs bin und in den Betrieben nach dem Grund frage, dann höre ich von jedem Einzelnen immer das Gleiche, nämlich, dass sich die jungen Menschen immer öfter für ein Studium entscheiden."
"20"," Die Unternehmer sagen mir, eine Ausbildung ist in ihren Augen für junge Menschen schlichtweg nicht mehr attraktiv, und das gilt insbesondere für diejenigen, die Abitur haben."
"21"," Nicht selten erzählen mir die Ausbildungsbetriebe auch, dass ihnen überhaupt keine andere Möglichkeit mehr bleibt, als sich aus der Ausbildung zurückzuziehen."
"22"," Genau diese Entwicklung attestiert uns auch der nationale Bildungsbericht, und er warnt zudem davor, dass wir Ausbildungsinfrastrukturen verlieren."
"23","Meine verehrten Kolleginnen und Kollegen, vor allem die Klein- und Kleinstbetriebe bilden unser Rückgrat für die duale Ausbildung."
"24"," Und genau diese Ausbildung ist wiederum entscheidend für die Innovationskraft unseres Mittelstandes."
"25"," Die Frage ist also:"
"26"," Wie können wir die berufliche Bildung so stärken, dass wir einerseits mehrKatrin Stafflerjunge Menschen fir eine betriebliche Ausbildung begeistern und gleichzeitig auch mehr Unternehmen, also vor allem die Klein- und Kleinstbetriebe, für die Ausbildung gewinnen?Ich habe mir die Anträge der Oppositionsparteien angeschaut."
"27"," Ich muss Ihnen ehrlich sagen:"
"28"," Wirklich konkrete Ansätze habe ich darin nicht gefunden."
"29"," Ich kann Ihnen aber sagen, wo Sie eine Antwort auf die Frage finden können:"
"30"," Werfen Sie einmal einen Blick in den Koalitionsvertrag."
"31"," Gemeinsam mit unserem Koalitionspartner haben wir vereinbart, dass wir die Berufsorientierung an den allgemeinbildenden Schulen in den Sekundarstufen, also auch an den Gymnasien, weiter stärken werden."
"32"," Damit geben wir jungen Menschen bereits in der Schule eine wertvolle Orientierungshilfe an die Hand."
"33","Mit Programmen wie Jobstarter unterstützen wir auch die Ausbildungsbetriebe, damit sie für die vielfältigen Herausforderungen in diesem Bereich für die Zukunft gewappnet sind."
"34","Damit finanzielle Hürden für den beruflichen Aufstieg abgebaut werden, werden wir das Aufstiegs-BAföG weiter ausbauen."
"35","Und nicht zuletzt werden wir innovative Qualifizierungswege, wie zum Beispiel die höhere Berufsbildung, stärken, die hochschulisches und berufsbildendes Lernen zusammenführen sollen."
"36","An dieser Stelle möchte ich auch eine ganz bestimmte Initiative erwähnen."
"37"," Wir starten in diesem Jahr den Innovationswettbewerb für die berufliche Bildung, mit dem wir die Bildungschancen aller jungen Erwachsenen mithilfe von neuen und exzellenten Berufsbildungskonzepten verbessern werden."
"38"," Ich möchte an dieser Stelle einen Dank an die Ministerin und an den Kollegen Stephan Albani sagen, die sich für diese, wie ich finde, großartige Initiative eingesetzt haben."
"39"," Ich habe eine vielfältige und, wie ich finde, zahlreiche Palette an Maßnahmen aufgezählt."
"40"," Ich persönlich bin zuversichtlich, dass wir damit den ersten Schritt schaffen, dass wir nicht nur die jungen Menschen für die berufliche Ausbildung begeistern können, sondern dass wir auch die Betriebe in der beruflichen Ausbildung behalten können."
"41","Liebe Kolleginnen und Kollegen, der nationale Bildungsbericht und auch die Debatte, die wir heute führen, haben uns gezeigt:"
"42"," Ja, wir müssen weiter intensiv arbeiten."
"43"," Wir müssen unser Bildungswesen über alle einzelnen Bestandteile hinweg verbessern."
"44"," Lassen Sie uns deswegen gemeinsam mit dem nötigen Ehrgeiz und mit Tatendrang in das neue Jahr starten! Genau dies tun wir."
"45","Vielen Dank.
Vizeprasident Thomas "
