"","V1"
"1",""
"2","Jetzt erteile ich das Wort der Kollegin Luise Amtsberg, Bündnis 90/Die Grünen."
"3"," Luise Amtsberg:"
"4","Herr Präsident! Meine Damen und Herren! Diese Debatte ist wieder einmal ein Lehrstück für Populismus."
"5"," Den Aufschlag hat Frau Teuteberg gerade eben gemacht — das können Sie ab -,, als sie sich darüber echauffierte, dass die CDU in Hessen auf ihren Wunschpartner, die Grünen, Rücksicht nimmt."
"6"," Die FDP hat dasselbe in Schleswig-Holstein getan."
"7"," Da haben wir gemeinsam verhandelt, und uns auf eine Enthaltung im Bundesrat geeinigt."
"8"," So ist das nun einmal in einem so vielfältigen Land bei einem so komplexen Thema."
"9"," Da kann man schon mal den Überblick verlieren."
"10"," Ja, es ist ein Lehrstück für Populismus; denn das Einzige, was die Union hier versucht, ist, Profit aus einer Sache zu schlagen."
"11"," Sie sagt nämlich, dass es schwieriger sei, zu erklären, warum die Länder nicht sicher sind, statt zu erklären, warum sie sicher sind."
"12"," Sie haben es da ein bisschen leichter."
"13"," Wir hingegen müssen die Komplexität der Debatte darstellen, und das ist nicht so einfach; denn die Länder sind sehr unterschiedlich."
"14"," Aber - und das dürfen Sie sich als Information zu den Grünen gleich merken; vielleicht brauchen Sie diese irgendwann — nur weil etwas schwer zu erklären ist, heißt das nicht, dass wir den einfachen Weg gehen und aus Angst vor Diffamierung unser Fähnchen nach dem Wind richten."
"15"," Darauf können Sie sich verlassen, und dass Sie das nach fünf Jahren Debatte zu diesem Thema noch immer nicht gelernt haben, betrübt."
"16","Heute Morgen hat die „Tagesschau“ auf ihrer Webseite geschrieben, dass die Union um die Zustimmung der Grünen werbe."
"17"," Ich bin über diese Formulierung irgendwie gestolpert:"
"18"," Die Union wirbt um unsere Zustimmung."
"19"," — Wo denn? Wo werben Sie um unsere Zustimmung? Sie haben sich keines unserer Argumente angenommen."
"20"," Sie haben sich noch nicht einmal die Mühe gemacht, auch nur eines zu entkräften, Bedenken zu begegnen oder bestimmte Fragen zu beantworten."
"21"," Ich mache das gerne — es ist ja immer besser, wenn man das plastisch macht - an ein paar Beispielen fest."
"22","Die Grünen in der Landesregierung in Baden-Württemberg haben gesagt, sie ziehen eine Einstufung dieser Länder — auch das ist wieder sehr vielfältig, Frau Teuteberg — in Erwägung, wenn es ein Schutzkonzept für besonders vulnerable Gruppen gebe."
"23"," Okay."
"24"," Das haben Sie bis heute nicht geliefert."
"25"," Ist es Ihnen ernst mit der Sache, oder nicht? Diese Frage stelle ich mir."
"26"," Okay, Sie wollen — das wurde auch angesprochen — eine spezielle Rechtsberatung für besonders Schutzbedürftige einführen."
"27"," Mal abgesehen davon, dass es eigentlich Kernbestandteil des Asylverfahrens ist, genau diese Schutzbedürftigkeit herauszufinden:"
"28"," Dass diese Maßnahme nur ein Feigenblatt ist, hat sogar Baden-Württemberg sofort gesehen."
"29"," Denn was hilft es, eine besondere Schutzbedürftigkeit festzustellen, wenn Sie auf der anderen Seite nicht bereit sind, diese Menschen auch aus dem beschleunigten Verfahren für Menschen aus sicheren Herkunftsstaaten herauszunehmen?Das ist doch komplett durchsichtig."
"30","Aber am schlimmsten bei dieser Debatte finde ich persönlich, dass Sie den Menschen in Deutschland wirklich vorgaukeln, dass die Einstufung dieser vier Länder das Potenzial hat, Probleme, die wir in der Asylpolitik durchaus haben, zu lösen."
"31"," Ich finde das wirklich schmutzig."
"32"," Denn wir reden hier über einen verschwindend geringen Anteil der Schutzsuchenden in Deutschland; um das noch zu unterlegen."
"33"," Die Zahl der aus diesen Ländern beim BAMF noch anhängigen Asylverfahren hat sich seit 2016 um 85 Prozent reduziert."
"34"," Die Zahl der Abschiebungen hat sich verzehnfacht — auch ohne Einstufung."
"35"," Also, hören Sie doch bitte auf, diese Frage zur Schicksalsfrage hochzuspielen."
"36"," Luise Amtsberg Das wird doch der Sache überhaupt nicht gerecht."
"37","Sie dürfen von mir zu Recht fordern, eine Antwort auf die Frage zu geben, wo eigentlich die Handlungsfelder in der Asylpolitik sind — sprechen wir es doch mal ehrlich aus —:"
"38"," erstens, natürlich im Asylverfahren selbst."
"39"," Wenn die Gerichte überlastet sind, weil sie nicht mehr hinterherkommen, die fehlerhaften Entscheidungen des BAMF zu korrigieren, dann, würde ich sagen, lasst uns doch gemeinsam die Strukturen beim BAMEF verbessern."
"40"," Aber das wollen Sie ja auch nicht."
