"","V1"
"1",""
"2"," Ulla Jelpke, Die Linke, ist die nächste Rednerin."
"3"," Ulla Jelpke:"
"4","Herr Präsident! Meine Damen und Herren! Die Maghreb-Staaten und Georgien sollen als sichere Herkunftsstaaten eingestuft werden, und ich sage hier ganz klar:"
"5"," Viele Menschenrechts- und Flüchtlingsorganisatio Ulla Jelpkenen haben den Bundestag aufgefordert, diesem Gesetzentwurf heute nicht zuzustimmen, und zwar weil sie dies zu Recht als einen Angriff auf den humanitären Schutzgedanken des Asylrechts verstehen."
"6"," Wenn nämlich pauschal angenommen wird, dass in einem Land keine Verfolgung stattfindet bzw."
"7"," dass diejenigen, die hier einen Asylantrag stellen, einen unbegründeten Asylantrag stellen, dann kann eine unvoreingenommene Prüfung dieser Asylgesuche nicht stattfinden."
"8"," Das wissen Sie ganz genau, und das haben Sie hier heute auch begründet."
"9"," Deswegen sagen wir hier auch heute wieder:"
"10"," Jeder einzelne Geflüchtete muss ein Recht auf ein faires Asylverfahren haben."
"11"," Meine Damen und Herren, besonders verwerflich ist es, wenn Länder als sicher eingestuft werden, obwohl in diesen tatsächlich gravierende Menschenrechtsverletzungen stattfinden."
"12"," Das ist bei den drei Maghreb-Staaten heute wieder rotzfrech verharmlost worden."
"13"," So haben Sie beispielsweise von einer Diskriminierung von Schwulen und Lesben gesprochen, nicht aber von einer Strafverfolgung."
"14","Die Repressionen, die es in diesen Staaten auch gegen Oppositionelle und Angehörige ethnischer und sexueller Minderheiten gibt, sind meines Erachtens gravierend."
"15"," Die Strafverfolgung kann bis zu drei Jahre lang stattfinden."
"16"," Das ist wirklich eine Verfolgung, so wie es im Asylrecht als Asylgrund steht, und muss deshalb ernst genommen werden."
"17"," Zur Lage in Marokko hat die Bundesregierung 2017 auf Anfrage meiner Fraktion erklärt, dass die homophob geprägten Strafvorschriften — Zitat — „in der Praxis weniger gegen Einzelpersonen, als vielmehr zur Verhinderung der Gründung von Organisationen herangezogen‘ werden, die sich für die Rechte von sexuellen Minderheiten einsetzen."
"18"," Im Klartext heißt das:"
"19"," Wenn sich Schwule und Lesben nicht damit abfinden, ihre sexuelle Orientierung geheim zu halten, sondern aktiv für die Verbesserung ihrer Lage im Land eintreten, ist ihre Verfolgung nach Ansicht der Bundesregierung hinnehmbar."
"20"," Das ist Zynismus pur."
"21"," Man muss hier auch immer wieder betonen:"
"22"," Auch die Lage der Frauen in diesen Ländern ist katastrophal."
"23"," In Algerien gehen Männer, die minderjährige Frauen vergewaltigen, straffrei aus, wenn sie ihre Opfer heiraten."
"24","Meine Damen und Herren, in den Maghreb-Staaten werden nicht nur die Rechte der eigenen Staatsbürger verletzt."
"25"," Vielmehr werden dort auch die Rechte Schutzsuchender aus anderen Ländern mit Füßen getreten."
"26","Algerien zum Beispiel missachtet ganz offensichtlich den Grundsatz der Nichtzurückweisung."
"27"," Algerische Behörden haben in den letzten Monaten subsaharische Flüchtlinge in die Wüste abgeschoben."
"28"," Im Rahmen einer skrupellosen Massenabschiebung schickten sie auch Frauen und Kinder in die Wüste, teilweise bei Temperaturen von weit über 40 Grad Celsius."
"29"," Vor allem ältere, kranke und körperlich geschwächte Menschen werden so qualvoll dem Tod ausgeliefert."
"30"," Nach Angaben der Internationalen Organisation für Migration hat sich dies seit 2017 sogar noch verschärft."
"31","Die Einhaltung des Grundsatzes der Nichtzurückweisung ist übrigens auch ein wichtiger Bestandteil des EURechts und der Genfer Flüchtlingskonvention."
"32"," In diesem Zusammenhang muss man einfach sagen:"
"33"," Dass die Bundesregierung in dieser Angelegenheit EU-Recht bzw."
"34"," Verfassungsrecht einfach negiert, ist ein Skandal."
"35"," In Georgien gibt es zwar ein verfassungsrechtlich verankertes Folterverbot, aber Amnesty International belegt, dass dort Folter und Misshandlung stattfinden."
"36"," Auch die ungelösten territorialen Konflikte in Abchasien und Südossetien sprechen klar gegen die Einstufung als sicher für Georgien."
"37"," Wer behauptet, in Georgien finde praktisch keine asylrelevante Verfolgung statt, betreibt eine Weißwäscherei schlimmster und brutaler N 1 letzungen."
"38","Meine Damen und Herren, zahlreiche Gesetzesverschärfungen in den letzten Jahren gegen Asylsuchende insbesondere aus sicheren Ländern zeigen, dass vor allen Dingen mit Restriktionen gearbeitet wird."
"39"," Beim Asylrecht wird mit zweierlei Maß gemessen:"
"40"," Für sie gelten besonders schwerwiegende Regelungen."
"41"," Sie sitzen in Aufnahmelagern — Stichwort:"
"42"," AnKER - sie unterliegen einer Residenzpflicht, außerdem einem uneingeschränkten Arbeits- und Ausbildungsverbot, und für sie gilt eine Wiedereinreisesperre in der gesamten EU, wenn ihr Antrag abgelehnt wurde."
"43"," Sie werden also nach Strich und Faden schikaniert."
"44"," Eine solche Schlechterstellung ist ein Zweiklassenasylrecht, und das kann man so nicht hinnehmen."
"45","Zum Schluss möchte ich sagen:"
"46"," Jeder einzelne Asyl antrag muss unvoreingenommen und fair geprüft werden, also ohne jegliche Einschränkung, ohne böswilligeUlla JelpkeUnterstellung."
"47"," Hier halten wir es ganz eindeutig mit den Menschenrechts- und Flüchtlingsorganisationen, die ganz klar Nein zu diesem Gesetzentwurf sagen."
"48"," Präsident Dr.
 Wolfgang "
