"","V1"
"1",""
"2"," Herr Lindh, gestatten Sie eine Zwischenfrage oder Zwischenbemerkung eines Kollegen von der AfD?Helge Lindh:"
"3"," Jetzt nicht."
"4"," Vielleicht im Fortlaufenden noch, aber ich möchte in meinem Fluss weiterkommen."
"5"," Sehr geehrte Damen und Herren, Geißel der Instrumentalisierung — die haben Sie gar nicht erfunden - ist, dass man das eine mit dem anderen verrechnet:"
"6"," Linksextremismus mit Rechtsextremismus mit Fundamentalismus."
"7"," Die AfD hat doch immer erklärt, sie wolle sich gegen die Altparteien und gegen solche, in Ihrem Jargon wahrscheinlich:"
"8"," Umtriebe wenden."
"9"," Was Sie machen, ist aber zutiefst altparteüsch, weil Sie klassische und nicht die schönsten Spiele der Politik spielen und selber das eine gegen das andere ausspielen wollen."
"10"," Gerade das ist doch dumm, und Sie machen damit das Beste für Politikverdrossenheit und das Wenigste, um Demokratie in diesem Land zu stärken."
"11"," Instrumentalisierung ist aber auch deshalb das Stichwort, weil Ihr Antrag genau zu einem Zeitpunkt kommt, an dem bekannt wird, dass gegen die AfD ein Prüfprozess beim Bundesamt für Verfassungsschutz eingeleitet wird und dass die Junge Alternative, die JA, und auch die Strömung Der Flügel als Verdachtsfall eingeschätzt werden."
"12"," Das ist eine komische zeitliche Inzidenz, würde ich sagen; sehr auffallend."
"13"," Dabei sollten Sie eigentlich dem Präsidenten des Bundesamtes dankbar sein; denn er hat Ihnen den Gefallen getan, sehr differenziert und sehr aufklärend zu sagen, dass Sie erst einmal Prüffall sind und noch nicht Verdachtsfall."
"14"," Aber es kann noch schlimmer kommen, befürchte ich."
"15"," Des Weiteren weise ich, wenn Sie hier so deutlich von Linksextremismus sprechen, auch darauf hin, dass unlängst die Landtagsabgeordneten Beckamp und Tillschneider bei der Identitären Bewegung in Halle aufgetreten sind und darüber diskutiert haben, wie sich denn die AfD vorm Verfassungsschutz schützen könne."
"16"," Das sind alles seltsame Vorgänge, wenn man sich doch so gegen Linksextremismus einsetzen will."
"17"," Dann finde ich in Ihrem Antrag auch noch folgende Bemerkung:"
"18"," Sie fordern unter 3."
"19"," eine Kommission aus Sicherheitsexperten und Linksextremismusforschern, die dafür sorgen soll, dass so einer - ich zitiere — zunehmenden Salonfähigkeit von Linksextremismus entgegenge Helge Lindhwirkt werden kann."
"20"," Weiter steht da, die Bundesregierung solle Maßnahmen zur erhöhten medialen Aufklärung ergreifen und ein starkes Demokratieverständnis wieder fester in der Mitte der Gesellschaft verankern."
"21"," Jetzt frage ich mich:"
"22"," Wenn wir dieselben Forderungen Sie betreffend erhoben hätten, was meinen Sie, was Sie für einen Aufruhr veranstaltet hätten? Zum Zweiten frage ich:"
"23"," Was ist das für ein Demokratiebild? Sie berufen sich doch darauf, dass Sie die Stimme des Volkes und der Bevölkerung seien."
"24"," Und jetzt unterstellen Sie derselben Bevölkerung, sie sei nicht scharf genug gegen den Linksextremismus und brauche ein stärkeres Demokratieverständnis."
"25"," Das ist unpatriotisch."
"26"," Ich kann das nicht nachvollziehen."
"27"," Des Weiteren — das gehört auch zum Bereich Instrumentalisierung, und damit komme ich jetzt zur Statistikfrage — weisen Sie in Ihren Forderungen darauf hin, dass wir einen explodierenden Linksextremismus hätten."
"28"," Wenn wir aber in die Zahlen gehen, sehen wir:"
"29"," Das Spiel gibt dies gar nicht her, sondern es ist differenziert."
"30"," Die Zahl der rechten Taten ist sehr hoch — da haben Sie in der Tat recht —, weil sehr viele davon Propagandadelikte sind, die es so auf der linken Seite nicht gibt."
"31"," Die Zahl der linken Taten ist — und das erwähnen Sie nicht — besonders hoch durch den einmaligen Faktor des Landfriedensbruchs angesichts des G-20-Gipfels."
"32"," Auch diese Tatsache muss man erwähnen."
"33"," Wenn man beides ausblendet und sich zum Beispiel die Zahlen zu Körperverletzungen ansieht, dann stellt man fest, dass es im Jahr 2017 — das sind Zahlen des Bundesamtes für Verfassungsschutz, sich berufend auf das BKA - 904 rechtsextremistisch und 499 linksextremistisch motivierte Körperverletzungen gab."
"34"," Das ist zumindest nicht Ausweis dessen, dass der Linksextremismus ein wesentlich größeres Problem als der Rechtsextremismus war."
"35"," Deshalb rate ich allen hier:"
"36"," Beenden wir diese Spiele des Gegeneinanderausspielens von Linksextremismus und Rechtsextremismus! Es geht auch nicht darum, wer Aufrufe gegen welche Partei formuliert und dass man sich deswegen plötzlich gegen Extremismus wehrt."
"37"," Extremismus ist keine linke, keine sozialdemokratische, keine grüne, keine liberale, keine christdemokratische, keine alternativ-deutsche Frage, sondern eine Frage des Selbstverständnisses dieses Landes und dieser Demokratie."
"38"," Wenn es Ihnen wirklich um die Demokratie in diesem Land gehen würde, dann würden Sie nicht tagtäglich für ein Klima sorgen, durch das jede Form von Extremismus in diesem Land gefördert wird, sondern Sie würden in einem Akt des Patriotismus für unser aller Vaterland in Ihren eigenen Reihen aufräumen und endlich den grassierenden Rechtsextremismus im Umfeld der AfD bekämpfen."
"39"," Das wäre die richtige Tat."
"40","Vielen Dank.
 Vizepräsident Thomas "
