"","V1"
"1",""
"2","Vielen Dank, Christian Petry."
"3"," — Nächster Redner:"
"4"," der von Ihnen schon zitierte Alexander Ulrich für die Fraktion Die Linke."
"5"," Alexander Ulrich:"
"6"," Liebe Frau Präsidentin! Liebe Kolleginnen und Kollegen! Herr Petry, Sie müssen ein schlechtes GewissenAlexander Ulrichhaben, wenn Sie in Ihrer Rede auf mich als jemanden, der nach Ihnen kommt, eingehen."
"7"," Normalerweise geht man ja nur auf Redner ein, die vor einem sprechen."
"8"," Sie wissen, dass unsere Argumente im Zusammenhang mit der sogenannten Griechenland-Hilfe richtig sind."
"9","Um nur einmal so viel dazu zu sagen:"
"10"," Wenn wir darüber reden, dass auch die griechische Politik Schuld daran hat, dann müssen wir uns anschauen, welche Parteien in der Vergangenheit Verantwortung getragen haben:"
"11"," Die Partnerpartei der SPD und die Partnerpartei von CDU und CSU haben Griechenland an die Wand gefahren."
"12"," Das muss man sagen, wenn man über politische Fehlentscheidungen redet."
"13"," Eine der größten Fake News der vergangenen zehn Jahren ist ja eigentlich, dass wir überhaupt über Griechenland-Hilfe reden."
"14"," Für die Besucherinnen und Besucher auf der Tribüne und die Fernsehzuschauer sage ich:"
"15"," Wir haben nicht Griechenland geholfen, sondern das war eine gigantische Bankenrettung."
"16"," 90 Prozent der aufgebrachten Finanzzusagen wurden insbesondere für deutsche und französische Banken aufgewandt."
"17"," Die griechische Bevölkerung hatte von der sogenannten Griechenland-Hilfe so gut wie gar nichts."
"18"," Das ist auch am Ergebnis zu sehen:"
"19"," Wenn das eine Griechenland-Hilfe gewesen wäre, dann würde es den Menschen in Griechenland ja heute nicht schlechter gehen."
"20"," Es sind aber 300 000 Menschen aus Griechenland weggezogen."
"21"," Wir verzeichnen eine Zunahme bei der Armut, drastische Einschnitte bei den Renten und in der Gesundheitsversorgung und Massenentlassungen."
"22"," Wir haben den Griechen die Privatisierung aufgezwungen."
"23"," Sie mussten sogar ihr Tafelsilber verkaufen, zum Beispiel den Hafen von Piräus."
"24"," — Das alles hatte nichts mit Griechenland-Hilfe zu tun."
"25"," Das war eine Hilfe für die Zockerbanken, die sich in Griechenland verspekuliert haben."
"26"," Das ist die Wahrheit."
"27"," Den Vertretern der AfD, die sich hierhinstellen und erzählen, wir müssten jeden Tag so viel bezahlen — das ist ja der Hintergrund; Sie sagen, wir würden zahlen für Griechenland —, sage ich:"
"28"," Wir haben bis zum heutigen Tag noch nichts gezahlt."
"29"," Im Gegenteil:"
"30"," Letztes Jahr hat das Bundesfinanzministerium auf die Anfrage einer Fraktion hier geantwortet, dass man bis Mitte letzten Jahres schon 2,9 Milliarden Euro Zinsgewinne aufgrund der Finanzsituation erzielt hat."
"31"," Ich muss Ihnen ganz ehrlich sagen:"
"32"," Ich schäme mich, dass keine Fraktion außer der Linken hier deutlich sagt:"
"33"," Wir haben bisher von der sogenannten Griechenland-Hilfe profitiert."
"34"," Der Bundeshaushalt hat im Umfang von 2,9 Milliarden Euro von der sogenannten Griechenland-Hilfe profitiert."
"35"," Europäische Solidarität würde eigentlich bedeuten, dass wir dieses Geld nicht für uns nutzen, sondern an Griechenland zurückzahlen."
"36"," Dann wird hier auch noch erzählt, dass diese Austeritätspolitik erfolgreich wäre."
"37"," Herr Rehberg, die Wirtschaftsleistung Griechenlands ist heute um ein Viertel geringerer als zu Beginn der Griechenland-Hilfe."
"38","Die Austeritätspolitik, die Griechenland von der Troika auferlegt worden ist, insbesondere auch von Herrn Schäuble und von Frau Merkel, ist grandios gescheitert."
"39"," Wir haben heute ein schlechteres Griechenland als zu Beginn der Griechenland-Hilfe.
Wenn wir uns im Vorfeld der Europawahl über die Zukunft der Europäischen Union unterhalten, wenn Herr Juncker sagt — —Vizepräsidentin Claudia "
