"","V1"
"1",""
"2"," Für die AfD-Fraktion hat als Nächstes das Wort der Kollege Jürgen Pohl."
"3"," Jürgen Pohl:"
"4","Sehr geehrter Herr Präsident! Verehrte Kollegen! Sehr geehrte Ost- und Mitteldeutsche! Es freut mich, dass wir hier heute einmal über die Wertschätzung der Lebensleistung von Ostrentnern reden; denn das Thema ist wichtig, und zwar nicht nur für den Osten, sondern auch für den Westen."
"5"," Warum? Fast 30 Jahre nach der Einheit ist eine Debatte zum Thema Ostrenten immer noch eine Debatte über Diskriminierung, Missachtung und Altersarmut, und das ist traurig."
"6"," Sie, liebe Kolleginnen und Kollegen, die hier schon länger sind, sind mitverantwortlich, dass ein Teil meiner Landsleute immer noch zum Sozialamt gehen muss, um irgendwie über die Runden zu kommen."
"7"," Das ist entwürdigend."
"8"," Jürgen PohlDas führt mich gleich zu meinen Fragen dazu, was Die Linke heute treibt."
"9"," Hat Die Linke keinen Ostdeutschen mehr, der die Nöte der ostdeutschen Landesgruppen, der ostdeutschen Mitglieder glaubhaft darstellen kann? Müssen Sie einen eingebürgerten Westdeutschen hierher einfliegen?Wenn Sie es nicht wissen, dann sage ich Ihnen:"
"10"," Herr Ramelow hält seit Jahren fromme Reden — so wie heute, hat aber nichts für die ostdeutschen Landsleute getan, die er vormals hier vertreten wollte."
"11"," Und wenn Sie hier wieder anfangen, zu pöbeln, dann ist das der Stalin’sche Geist, dann sind das die Stalin’schen Gedächtnislücken."
"12"," Sie haben den Osten gegen die Wand gefahren."
"13"," Ihre Partei hat die Treuhand gegründet."
"14"," Wir kommen zur Sache."
"15"," In den kommenden Jahren, Herr Rehberg, steigt die Zahl der Ostrentner, die mit der Wiedervereinigung ihre Arbeit verloren haben."
"16"," Die Älteren im Saal werden das wissen:"
"17"," Die Treuhand hat diese Arbeitnehmer als Ballast empfunden und einfach entsorgt, um besser und leichter die Grundstücke verkaufen, veräußern zu können."
"18"," Wer damals im Alter in der Arbeitslosigkeit gestrandet ist, der war dreimal bestraft:"
"19"," Der war arbeitslos, der konnte keine Betriebsrente kriegen, und der konnte keine betriebliche oder private Altersvorsorge treffen."
"20","— Ich weiß das besser als Sie:"
"21"," Ich bin Ostdeutscher, Sie sind Westdeutscher."
"22","Ich sage Ihnen eines:"
"23","Damals wurden im Rahmen der Wiedervereinigung die ostdeutschen Rentensysteme bewertet, und alles, was dem westdeutschen System fremd war oder man den Ostdeutschen nicht geben wollte, wurde einfach gestrichen."
"24"," Sonder- und Zusatzversorgungssysteme gingen einfach in den Orkus."
"25"," Herr Kollege Rehberg, warum bekommt ein westdeutscher Reichsbahner im Westen eine Zusatzversorgung und ein Eisenbahner im Osten nicht? Warum streichen Sie ihm die Zusatzversorgung? Der Kollege aus dem Westen kriegt sie."
"26"," — Na ja, das ist ein westdeutscher Bundesbahner."
"27"," Das ist aber hochgradig intelligent."
"28"," Hier drängt sich der Eindruck auf — Herr Präsident, der letzte Satz —, dass bei der Rente systematisch nach Herkunft und Geschlecht diskriminiert wird."
"29"," Wenn Sie also nicht zu einer Spaltung beitragen wollen — denken Sie daran:"
"30"," Ihre Wähler schauen zu — und wenn Sie eine Spaltung in Ost und West und in Arm und Reich vermeiden wollen, dann sollten Sie aktiv an der Wiedervereinigung mitarbeiten."
"31"," Die Menschen im Osten sind keine Menschen zweiter Klasse."
"32"," Sie haben genauso hart gearbeitet wie die Menschen im Westen, wenn nicht sogar härter."
"33"," Sie mussten noch das politische System ertragen."
"34"," Ich sage Ihnen:"
"35"," Die AfD als neue Volkspartei wird sich weiter für diese Bürger einsetzen."
"36","Danke schön."
"37"," Jetzt können Sie diskutieren."
"38"," Vizepräsident Dr.
 Hans-Peter "
