"","V1"
"1",""
"2","Vielen Dank."
"3"," — Weitere Wortmeldungen liegen nicht vor."
"4"," Ich schließe die Aussprache."
"5","Vizepräsident Thomas OppermannInterfraktionell wird Überweisung der Vorlagen auf den Drucksachen 19/14424 und 19/14375 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"6"," — Weitere Überweisungsvorschläge sehe ich nicht."
"7"," Dann verfahren wir so."
"8","Wir kommen zur Beschlussempfehlung des Haushaltsausschusses zu dem Antrag der Fraktion der FDP mit dem Titel „Schuldenbremse stärken und keine LobbyPolitik zulasten kommender Generationen“."
"9"," Der Ausschuss empfiehlt in seiner Beschlussempfehlung auf Drucksache 19/15159, den Antrag der Fraktion der FDP auf Drucksache 19/10616 abzulehnen."
"10"," Wer stimmt für diese Beschlussempfehlung? — Das sind die Koalitionsfraktionen, Bündnis 90/Die Grünen und die Linken."
"11"," Wer stimmt dagegen? — Die Fraktion der FDP."
"12"," Wer enthält sich? — Bei Enthaltung der AfD und gegen die Stimmen der FDP ist mit der übrigen Mehrheit des Hauses die Beschlussempfehlung angenommen."
"13","Ich rufe die Tagesordnungspunkte 31 a bis 31 m sowie Zusatzpunkte 3 a bis 3 e auf."
"14","31 a) Erste Beratung des von den Abgeordneten Roman Müller-Böhm, Stephan Thomae, Grigorios Aggelidis, weiteren Abgeordneten und der Fraktion der FDP eingebrachten Entwurfs eines Gesetzes zur Modernisierung des RechtsdienstleistungsrechtsDrucksache 19/9527Überweisungsvorschlag:"
"15"," Ausschuss für Recht und Verbraucherschutz Ausschuss Digitale Agendab) Erste Beratung des von den Abgeordneten Stephan Brandner, Roman Johannes Reusch, Jens Maier, weiteren Abgeordneten und der Fraktion der AfD eingebrachten Entwurfs eines Gesetzes zur Änderung des KreditwesengesetzesDrucksache 1911943 Überweisungsvorschlag:"
"16","Finanzausschuss Ausschuss für Recht und Verbraucherschutz© wmErste Beratung des von den Abgeordneten Stephan Brandner, Roman Johannes Reusch, Jens Maier, weiteren Abgeordneten und der Fraktion der AfD eingebrachten Entwurfs eines Gesetzes zur Anderung des Gesetzes über die Entschädigung für Strafverfolgungsmaßnahmen — Gesetz zur Modernisierung des Entschädigungsrechts für zu Unrecht erlittene HaftDrucksache 1915785Überweisungsvorschlag:"
"17"," Ausschuss für Recht und VerbraucherschutzQ —Erste Beratung des von den Abgeordneten Stephan Brandner, Tobias Matthias Peterka, Marc Bernhard, weiteren Abgeordneten und der Fraktion der AfD eingebrachten Entwurfs e——8h—me."
"18","eines Gesetzes zur Bereinigung arbeitsrechtlicher RegelungenDrucksache 19/15786Überweisungsvorschlag:"
"19"," Ausschuss für Arbeit und Soziales Ausschuss für Recht und VerbraucherschutzErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Durchführung der Verordnung 2017/ 821 des Europäischen Parlaments und des Rates vom 17."
"20"," Mai 2017 zur Festlegung von Pflichten zur Erfüllung der Sorgfaltspflichten in der Lieferkette für Unionseinführer von Zinn, Tantal, Wolfram, deren Erzen und Gold aus Konflikt- und Hochrisikogebieten sowie zur Änderung des BundesberggesetzesDrucksache 19/15602Überweisungsvorschlag:"
"21"," Ausschuss für Wirtschaft und Energie Ausschuss für wirtschaftliche Z beit und EntwicklungErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur beschleunigten Beschaffung im Bereich der Verteidigung und Sicherheit und zur Optimierung der VergabestatistikDrucksache 19/15603Überweisungsvorschlag:"
"22"," Ausschuss für Wirtschaft und Energie VerteidigungsausschussErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der technischen Säule des vierten Eisenbahnpakets der Europäischen UnionDrucksache 19/15661Überweisungsvorschlag:"
"23"," Ausschuss für Verkehr und digitale InfrastrukturErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Einführung von Sondervorschriften für die Sanierung und Abwicklung von zentralen Gegenparteien und zur Anpassung des Wertpapierhandelsgesetzes an die Unterrichtungs- und Nachweispflichten nach den Artikeln 4a und 10 der Verordnung Nr."
"24"," 648/2012Drucksache 19/15665Überweisungsvorschlag:"
"25"," Finanzausschuss Ausschuss für Recht und VerbraucherschutzBeratung des Antrags der Abgeordneten Frank Schäffler, Christian Dürr, Dr."
"26"," FlorianToncar, weiterer Abgeordneter und der Fraktion FDPVizepräsident Thomas OppermannZP 3os ar—_ —a)Kunden von Restschuldversicherungen besser schützenDrucksache 19/9276Überweisungsvorschlag:"
"27","FinanzausschussAusschuss für Recht und Se Ausschuss für Wirtscha ft und EAusschuss für Arbeit und SozialesBeratung des Antrags der Abgeordneten Margarete Bause, Kai Gehring, Filiz Polat, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENRechte indigener Völker stärken — ILO Konvention 169 ratifizieren — Koalitionsvertrag umsetzenDrucksache 19/14107UberweisungsvorschlagAusschuss für Meischenreeht und humanitäre Hilfe Auswartiger AussclAusschuss für Arbeit und SozialesAusschuss für Umwelt, ‚ Naturschutz und nukleare Sicherheit Ausschuss für Entwicklung Ausschuss für die Angelegenheiten der Europäischen UnionBeratung des Antrags der Fraktionen der CDU/CSU und SPDSicherer Radverkehr für Vision Zero im StraßenverkehrDrucksache 19/15779Überweisungsvorschla;sen für Verkehr ‘and digitale InfrastrukturAus:"
"28"," ss für Bau, Wohnen, Stadtentwicklung und Kommunen enBeratung © ae Antrags der Abgeordnetenman ler-Böhm, Stephan Thomae, De N weiterer Abgeordneter und der Fraktion der FDPNeuheitsschädlichkeit von GebrauchsmusternDrucksache 19/15760Uberweisungsvorschlag Ausschuss für Recht und VerbraucherschutzBeratung der Unterrichtung durch die BundesregierungBericht der Bundesregierung für die Achte Überprüfungstagung zum Übereinkommen über nukleare Sicherheit im März/ April 2020Drucksache 19/11455Überweisungsvorschlag:"
"29"," Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit Auswärtiger AusschussBeratung des Antrags der Abgeordneten Renata Alt, Alexander Graf Lambsdorff,Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der Kooperation mit Mitteleuropa braucht neue DynamikDrucksache 19/14933Uberweisungsvorschlag:"
"30","Auswärtiger AusschussAusschuss für die Angelegenheiten der Europäischen Union Ausschuss Digitale Agendab=Beratung des Antrags der Abgeordneten Dr."
"31"," Marcus Faber, Alexander Gra Lambsdorff, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDPSchutz der Soldatinnen und Soldaten der Bundeswehr durch die Beschaffung von bewaffneten Drohnen stärken Drucksache 19/15675Überweisungsvorschlag:"
"32","VerteidigungsausschussAusschuss für Recht und VerbraucherschutzHaushaltsausschussCc~~Beratung des Antrags der Abgeordneten Michael Theurer, Grigorios Aggelidis, Renata Alt, weiterer Abgeordneter und der Fraktion der FDPChina auf Augenhöhe begegnen - Multilaterale Klage vor der WTO anstrengenDrucksache 19/15764Überweisungsvorschlag:"
"33"," Ausschuss für Wirtschaft und Energied—Beratung des Antrags der Abgeordneten Dr."
"34"," Marco Buschmann, Stephan Thomae, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDPMehr Transparenz bei Lobbyismus herstellenDrucksache 19/15773Uberweisungsvorschlag:"
"35"," Ausschuss für Wahlprüfung, Immunität und GeschäftsordnungeDalBeratung des Antrags der Abgeordneten Bettina Stark-Watzinger, Christian Dürr, Dr."
"36"," Florian Toncar, weiterer Abgeordneter und der Fraktion der FDPTransparenz ist keine Einbahnstraße — Offenlegungsstandards für Sustainable Finance-Beirat der BundesregierungDrucksache 19/15769Überweisungsvorschlag:"
"37","FinanzausschussAusschuss für Wirtschaft und EnergieAusschuss für Umwelt, Naturschutz und nukleare Sicherheit Ausschuss für die Angelegenheiten der Europäischen UnionEs handelt sich um Überweisungen im vereinfachten Verfahren ohne Debatte."
"38"," Interfraktionell wird vorgeschlagen, die Vorlagen andie in der Tagesordnung aufgeführten Ausschüsse zu überweisen."
"39"," Gibt es weitere Überweisungsvorschläge? —Vizepräsident Thomas Oppermann Das ist nicht der Fall."
"40"," Dann verfahren wir so, wie ich vorgeschlagen habe."
"41","Ich rufe die Tagesordnungspunkte 32 a bis 32 t sowie Zusatzpunkt 4 auf."
"42"," Es handelt sich um die Beschlussfassung zu Vorlagen, zu denen keine Aussprache vorgesehen ist."
"43","Tagesordnungspunkt 32 a:"
"44","Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Zweiten Gesetzes zur Änderung des KonsulargesetzesDrucksache 19/13455Beschlussempfehlung und Bericht des Auswartigen AusschussesDrucksache 19/15496Der Auswärtige Ausschuss empfiehlt in seiner Beschlussempfehlung auf Drucksache 19/15496, den Gesetzentwurf der Bundesregierung auf Drucksache 19/ 13455 anzunehmen."
