"","V1"
"1",""
"2"," Vielen Dank, Herr Kollege."
"3"," — Ich schließe die Aussprache zu diesem Tagesordnungspunkt."
"4","Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/15232 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"5"," Gibt es andere Überweisungsvorschläge? — Das ist nicht der Fall."
"6"," Dann verfahren wir wie vorgeschlagen."
"7","Ich rufe den Tagesordnungspunkt 17 sowie den Zusatzpunkt 7 auf:"
"8","17 Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Einführung einer Pflicht zur Mitteilung grenzüberschreitender SteuergestaltungenDrucksachen 19/14685, 19/15117, 19/15584 Nr."
"9"," 1."
"10","4Beschlussempfehlung und Bericht des FinanzausschussesDrucksache 19/15876ZP7 Beratung des Antrags der Abgeordneten Christian Dürr, Dr."
"11"," Florian Toncar, Frank Schäffler, weiterer Abgeordneter und der Fraktion der FDPBerücksichtigung von Negativzinsen im SteuerrechtDrucksache 19/15771Überweisungsvorschlag:"
"12"," Finanzausschuss Zu dem Gesetzentwurf der Bundesregierung liegen einÄnderungsantrag der Fraktion Die Linke, ein Änderungsantrag der Fraktion Bündnis 90/Die Grünen, ein Entschließungsantrag der Fraktion der FDP sowie ein Entschließungsantrag der Fraktion Bündnis 90/Die Grünen vor."
"13","Für die Aussprache sind 30 Minuten beschlossen."
"14"," — Wenn Sie sich jetzt entscheiden, ob Sie hierbleiben wollen oder rausgehen wollen, machen Sie das bitte zügig."
"15"," Ich eröffne die Aussprache."
"16"," Das Wort hat die Kollegin Dr."
"17"," Wiebke Esdar von der SPD-Fraktion."
"18"," Dr."
"19"," Wiebke Esdar:"
"20","Herr Präsident! Meine Damen und Herren! Der Einsatz gegen Steuertrickserei ist keine Frage von links gegen rechts, sondern es ist eine Frage von anständig gegen unanständig."
"21"," Das sage nicht nur ich."
"22"," Das sagen inzwischen ganz viele."
"23"," Das sagt auch schon lange unser neuer Parteivorsitzender Norbert Walter-Borjans."
"24"," Und ich sage:"
"25"," Er hat recht damit."
"26"," Denn während die Anständigen, also die große Mehrheit der Menschen, penibel und genau und ehrlich ihre Steuer zahlen, gibt es Unanständige, die meinen, sie könnten von all der Infrastruktur des Staates profitieren, ohne ihren eigenen Anteil dazu beizutragen."
"27"," Das reicht dann von aggressiver Steuergestaltung und dem Verschieben von Gewinnen in Niedrigsteuerländer bis zum Ausrauben der öffentlichen Kassen & la Cum/ Cum und Cum/Ex."
"28"," Darum, meine Damen und Herren, zeigen wir mit dem vorgelegten Gesetz klare Kante gegen Steuertrickserei und Steuerbetrug; denn niemand darf sich seiner Mitverantwortung für ein solide finanziertes Gemeinwesen entziehen."
"29"," Wo aber diese simple Steuermoral fehlt, da werden wir zukünftig stärker und konsequenter auf die Einhaltung der Spielregeln achten."
"30"," Dazu benötigen wir jetzt in einem ersten Schritt weitreichende und präzise Informationen über die Methoden und Praktiken dieser Steuertrickser und Steuervermeider."
"31"," Mit dem jetzt vorliegenden Gesetz zur Einführung einer Pflicht zur Mitteilung grenzüberschreitender Steuergestaltungsmodelle etablieren wir ein Frühwarnsystem in der Europäischen Union."
"32"," Die Finanzbehörden der Mitgliedstaaten sollen sich zukünftig gegenseitig über unerwünschte Steuerumgehung informieren können."
"33"," Sie sollen sich austauschen können und sollen dann wirksame Schritte zur SchlieBung von Steuerlücken und von Steuerschlupflöchern abstimmen können."
"34"," Es ist ein Erfolg der SPD-Bundestagsfraktion, dass aufgenommen wurde, dass der Finanzausschuss zukünftig regelmäßig darüber informiert wird; denn die Verantwortung, dagegen gesetzlich vorzugehen, liegt doch bei uns, beim Parlament."
"35","Der vorliegende Gesetzentwurf, meine Damen und Herren, ist Teil eines umfassenden Maßnahmenbündels der Bundesregierung; denn wir haben bereits die Personalausstattung des Zolls gestärkt, um Steuer- und Sozialversicherungsbetrug zu bekämpfen."
"36"," Die Umsetzung der Fünften EU-Geldwäscherichtlinie haben wir bereits be Dr."
"37"," Wiebke Esdarschlossen und damit den Kampf gegen Geldwäsche durch zahlreiche Maßnahmen verbessert."
"38"," Zudem beraten wir derzeit auch einen Gesetzentwurf gegen die missbräuchliche Steuervermeidung bei Immobiliengeschäften, den sogenannten Share Deals."
"39"," Während wir heute für das Parlament, für den Finanzausschuss, das Frühwarnsystem etablieren, hat bereits die Exekutive unter Olaf Scholz gehandelt und eine Taskforce für den Kampf gegen Steuergestaltungsmodelle angekündigt."
"40"," Meine Damen und Herren, Sie sehen:"
"41"," Klare Kante gegen Steuertrickserei und Steuerbetrug."
"42"," Die Bundesregierung handelt in diesem Sinne, und das ist gut."
"43","Herzlichen Dank."
"44","Vizepräsident Dr.
 Hans-Peter "
