"","V1"
"1",""
"2"," Vielen Dank, Bernd Rützel."
"3"," — Nächster Redner:"
"4"," für die Fraktion der FDP Carl-Julius Cronenberg."
"5"," Carl-Julius Cronenberg:"
"6","Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Zwei Wochen vor Ostern forderte Die Linke mehr allgemeinverbindliche Tarifverträge, zur Not auch ohne Zustimmung der Sozialpartner."
"7"," Jetzt, zwei Wochen vor Weihnachten, wiederholt sie fast wortgleich diesen Antrag."
"8"," Dass Sie sich beim Einbringen Ihrer Anträge an christlichen Feiertagen orientieren, begrüßen wir."
"9"," Dass Sie jedoch das Grundprinzip der christlichen Soziallehre, die Subsidiarität, zu missachten bereit sind, lehnen wir ab."
"10","Sie stellen zu Recht fest:"
"11"," Das Weihnachtsgeld kommt nicht vom Weihnachtsmann."
"12"," Falsch ist die Behauptung, nur ein guter Tarifvertrag beschere Weihnachtsgeld."
"13"," Zahlreiche Unternehmen im Sauerland berichten mir, dass sie auch ohne Tarifbindung Weihnachtsgeld nach Tarif zahlen oder sogar mehr."
"14"," Sie schreiben ja selbst, dass über 40 Prozent der Beschäftigten ohne Tarifvertrag Weihnachtsgeld erhalten."
"15"," Sie lassen auch außer Acht, dass am Jahresende nur verteilt werden kann, was übers Jahr erwirtschaftet wurde."
"16"," Das hängt also auch davon ab, wie leistungsstark die Mitarbeiterinnen und Mitarbeiter waren."
"17"," Kurz:"
"18"," Das Weihnachtsgeld kommt zuallererst von der Wettbewerbsfähigkeit und nicht vom Weihnachtsmann."
"19"," Die Wettbewerbsfähigkeit in Deutschland ist nicht schlecht."
"20"," Wie sonst hätten wir mit über 46 Millionen Erwerbstätigen dieses Jahr einen neuen Beschäftigungsrekord erzielen können? Wie sonst hätten wir die Arbeitslosenquote seit 2009 halbieren können? Und wie sonst hätten wir über 5 Millionen neue sozialversicherungspflichtige Jobs geschaffen? Das alles übrigens bei Lohnsteigerungen von immerhin 4 Prozent per anno im Mittel der letzten fünf Jahre."
"21","Wer Subsidiarität und Tarifautonomie achtet, schafft mehr Gemeinwohl und Zusammenhalt, liebe Kolleginnen und Kollegen."
"22"," Wer jedoch anstelle der Sozialpartner Löhne und Standards staatlich festlegt, der darf sich nicht wundern, wenn es mit der Tarifbindung weiter nach unten geht."
"23"," Wenn der Staat sich einmischt, kommt meistens eh nur Mumpitz dabei raus."
"24"," Der Staat weiß eben nicht besser, was gut für Unternehmen und Beschäftigte ist."
"25"," Deshalb sind wir klug beraten, an den hohen Hürden für die Allgemeinverbindlichkeit festzuhalten."
"26","Sie schreiben im Antrag, die Tarifbindung befinde sich „im freien Fall“."
"27"," Laut TAB-Betriebspanel, aus dem Sie selbst zitieren, arbeiteten 2009 21,1 Millionen Beschäftigte tarifgebunden."
"28"," 2017 waren es 21,7 Millionen, also 600 000 mehr als vor zehn Jahren."
"29"," Wo ist denn da bitte schon der ,,freie Fall‘? Richtig ist allerdings auch, dass in derselben Zeit 5 Millionen neue Jobs außerhalb der Tarifbindung entstanden sind."
"30"," Woran liegt das? Offensichtlich waren die Tarifverträge nicht attraktiv, weder für traditionelle Unternehmen noch für Start-ups, im Bereich Maschinenbau beispielsweise."
"31"," Warum man jetzt aber unattraktive, oft überkomplizierte und unflexible Tarifverträge politisch für allgemeinverbindlich erklären will, erschließt sich mir nicht."
"32"," Drehen wir lieber den Spieß um."
"33"," Sorgen wir dafür, dass Tarifverträge wieder attraktiver werden."
"34"," Die Freien Demokraten setzen auf Öffnungsklauseln, zum Beispiel auf die Befreiung von Dokumentationspflichten für tarifgebundene Unternehmen."
"35","Dem Antrag der Linken stimmen wir zu, wenn Ostern und Weihnachten zusammenfallen."
"36"," Ansonsten freuen wir uns auf die Beratung im Ausschuss."
"37","Vielen Dank.
Vizepräsidentin Claudia "
