"","V1"
"1",""
"2"," Für die SPD-Fraktion hat das Wort der Kollege Dr."
"3"," Martin Rosemann."
"4","Dr."
"5"," Martin Rosemann:"
"6","Herr Präsident! Liebe Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Als Allererstes meinen Respekt an alle, die selbstständig sind, die sich selbstständig machen wollen, die gründen oder sich entscheiden, einen Betrieb zu übernehmen."
"7"," Ja, sie leisten einen wertvollen Beitrag, einen wichtigen Beitrag für den Wohlstand in diesem Land und für Innovationen in Deutschland."
"8"," Wir haben, meine Damen und Herren, seit etwa zwei Jahrzehnten ein verändertes Bild der Selbstständigkeit."
"9"," Die Hälfte der Selbstständigen sind Solo-Selbstständige ohne Beschäftigte."
"10"," Wir haben eine große Spanne beim Einkommen."
"11"," Nicht alle Selbstständigen haben heute die dicken Einkommen oder das große Vermögen."
"12"," Ganz im Gegenteil:"
"13"," Das Armutsrisiko ist im Alter unter Selbstständigen sogar höher."
"14"," Die Abgrenzung zwischen abhängiger Beschäftigung und Selbstständigkeit wird schwieriger, und die Übergänge haben zugenommen."
"15"," Die Digitalisierung wird die Erwerbsformen weiter flexibilisieren."
"16"," „Plattformarbeit“ ist nur ein Stichwort."
"17"," Auch die abhängige Beschäftigung verändert sich."
"18"," Meine Damen und Herren, all das spricht doch für eine verbindliche Absicherung in unseren solidarischen Systemen der sozialen Sicherung, im Übrigen nicht nur für Solo-Selbstständige."
"19"," Ich sage es auch noch mal grundsätzlicher:"
"20"," Für uns als Sozialdemokratinnen und Sozialdemokraten ist es ein Wert, dass wir die großen Lebensrisiken in diesem Land solidarisch absichern und dass eben nicht jeder für sich verantwortlich ist."
"21"," Deshalb ist unser Weg auch die Einbeziehung von Selbstständigen in die gesetzliche Rentenversicherung."
"22"," Das würde im Übrigen auch die Frage der Abgrenzung im Statusfeststellungsverfahren deutlich entschärfen."
"23"," Im Koalitionsvertrag haben wir uns für ein Opt-out-Modell entschieden — das war der Kompromiss mit dem Koalitionspartner —, ein Modell, das aber eng begrenzt ist auf eine geeignete insolvenzsichere Vorsorge, eine Rente, die in der Regel oberhalb der Grundsicherung liegt."
"24"," Das erfüllt für viele wahrscheinlich nur die Rürup-Rente."
"25"," Ich glaube — Max Straubinger hat darauf hingewiesen -, dass es gut ist, da auch eng zu definieren."
"26"," Wir hatten hier im Deutschen Bundestag einen Kollegen, dessen Vater geplant hatte, dass sein Unternehmen seine Altersvorsorge sein werde."
"27"," Das Unternehmen war dann irgendwann weg, und die Folge war Altersarmut."
"28"," Deswegen müssen wir da sehr genau hingucken, meine Damen und Herren."
"29","Dabei ist natürlich wichtig, wenn wir Selbstständige in stärkerem Maße einbeziehen, dass wir dann auch die Sozialversicherungen auf die besondere Situation von Selbstständigen einstellen, auf ihre schwankenden Ein Dr."
"30"," Martin Rosemann nahmen, und auch der Situation von Gründerinnen und Gründern besonders Rechnung tragen."
"31","Meine Damen und Herren, wir wollen den Weg gemeinsam mit den Selbstständigen gehen."
"32"," Dass wir als SPD das können, das haben wir im Übrigen gezeigt, als wir die Halbierung der Mindestbeiträge in der gesetzlichen Krankenversicherung ganz am Anfang dieser Koalition durchgesetzt haben."
"33"," Zum Schluss, meine Damen und Herren:"
"34"," Wir wollen Schutz und Chancen durch den Sozialstaat als Partner in einer veränderten Arbeitswelt für alle Beschäftigten in Deutschland, auch für Selbstständige."
"35"," Vizepräsident Dr.
 Hans-Peter "
