"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Schneider."
"3"," — Die Kollegin Daniela Kolbe, SPD-Fraktion, hat ihre Rede zu Protokoll gegeben."
"4","’ Als nächster Redner hat das Wort der Kollege Johannes Vogel, FDP-Fraktion."
"5"," Johannes Vogel:"
"6","Herr Präsident! Liebe Kolleginnen und Kollegen! Wir reden über das Arbeitslosengeld I."
"7"," Vor einigen Wochen hatte uns die AfD dazu schon einen Antrag vorgelegt, in dem sage und schreibe in einem einzigen Satz eine konkrete Forderung enthalten war."
"8"," Eigentlich sollten wir heute auch über diesen Antrag debattieren, aber seltsamerweise haben Sie ihn kurzfristig zurückgezogen."
"9"," Wir sind gespannt, was weiter daraus wird."
"10"," Der Antrag der Kolleginnen und Kollegen von den Linken ist konkreter, das stimmt."
"11"," Wenn man ihn liest, hat man den Eindruck — wenn man es in einem Satz zusarmmenfassen müsste —:"
"12"," Es ist von allem zu wenig im SGB III, es müsste mehr sein."
"13"," — Wissen Sie, ich frage mich wirklich, wie bei Ihnen in der Fraktion die Debatten ablaufen."
"14"," Ich stelle mir das so vor:"
"15"," Einer steht auf und sagt:"
"16"," „Wir brauchen von allem mehr“, und dann steht ein anderer auf und sagt:"
"17"," „Wir brauchen von allem viel mehr."
"18","“ Ich frage mich nur:"
"19"," Gibt es auch jemanden, der aufsteht und fragt:"
"20"," „Wie soll das eigentlich finanziert werden?“ Vor allen Dingen frage ich mich, ob jemand aufsteht und fragt:"
"21"," „Moment, hilft das, was wir hier beantragen, eigentlich wirklich den Menschen?D Anlage 7Johannes VogelWas sagt denn die wissenschaftliche Forschung dazu?“Damit sind wir an einem interessanten Punkt."
"22"," Dass Sie, liebe Kolleginnen und Kollegen der Linken, sich nicht um die Finanzierung kümmern, das sind wir von Ihnen gewohnt; das ist bei vielen Ihrer Forderungen so."
"23"," Aber die glasklare Forschungsmeinung zu diesem Thema komplett zu ignorieren, das ist schon besonders bemerkenswert, liebe Kolleginnen und Kollegen."
"24"," Wie diese Forschungsmeinung lautet, haben wir vor einigen Monaten gehört; da hatte sich nämlich die SPD verirrt und lief — das war Anfang des Jahres — in eine ähnliche Richtung."
"25"," Wer hat uns da noch gleich gesagt, dass das, was Sie vorschlagen, keine gute Idee ist? Das IAB, das Forschungsinstitut der Bundesagentur für Arbeit, die Bundesagentur für Arbeit selbst, der Sachverständigenrat der Bundesregierung, das TW und auch das DIW."
"26"," Alle seriösen Arbeitsmarktforscher sind gegen das, was Sie hier vorschlagen; nur Sie sind dafür, liebe Kolleginnen und Kollegen von den Linken."
"27"," Das ist in unseren Augen schlechte Politik."
"28"," Ein generell längerer Bezug von Arbeitslosengeld führt in vielen Fällen zu längerer Arbeitslosigkeit, und das ist das Gegenteil von dem, was wir brauchen."
"29"," Wir brauchen für die Menschen ganz konkrete Perspektiven:"
"30"," Es geht darum, erstens die Arbeitslosigkeit so schnell wie möglich zu beenden oder zweitens den Bezug des Arbeitslosengeldes zu verlängern, sofern eine konkrete Weiterbildung, zum Beispiel Nachholen eines Berufsabschlusses, sinnvoll ist."
"31"," Das ist absolut richtig."
"32"," Dies ist schon heute möglich, denn eine Weiterbildung verlängert den Anspruch auf Arbeitslosengeld."
"33"," Alles andere sorgt nur dafür, dass die Menschen länger in Perspektivlosigkeit verharren, und das ist keine vernünftige Politik, liebe Kolleginnen und Kollegen von der Linken."
"34"," Deshalb lehnen wir Ihren Antrag ab."
"35"," Ich würde gerne die letzten anderthalb Minuten meiner Redezeit darauf verwenden, kurz mit den Kolleginnen und Kollegen von der Koalition zu sprechen."
"36"," Erstens."
"37"," Wenn wir schon über SGB III und Arbeitslosengeld I reden, sollten wir uns auch darüber unterhalten, was sinnvoll ist."
"38"," In der Tat sollten wir Phasen der Arbeitslosigkeit als Chance zur Weiterbildung begreifen."
"39"," Aber wir sollten vor allem endlich eine echte Weiterbildungsoffensive für die Beschäftigten starten."
"40"," Da, liebe Kolleginnen und Kollegen von der Koalition, warten wir bis heute auf eine nationale Weiterbildungsstrategie, die diesen Namen auch verdient."
"41"," Da können wir nicht bei der Bundesagentur für Arbeit stehen bleiben, sondern da müssen wir weiterdenken."
"42"," Wir haben Ihnen konkrete Vorschläge gemacht:"
"43"," Midlife-BAföG und andere Vorschläge."
"44"," Wann werden Sie in diesem Bereich endlich handeln? Da geht es um echte Aufstiegsperspektiven und Weiterqualifikationen für die Menschen."
"45"," Da müssen wir endlich vorankommen."
"46"," Zweitens."
"47"," Schränken Sie bitte nicht die Flexibilität des Arbeitsmarktes weiter ein, wie Sie es laut Koalitionsvertrag vorhaben."
"48","Drittens."
"49"," Nutzen wir die Chance zur Entlastung der Menschen."
"50"," Wie ist denn die Situation? Sie haben den Beitrag zur Arbeitslosenversicherung Anfang des Jahres gesenkt, auch auf unseren Druck hin - richtig."
"51"," Die Bundesagentur für Arbeit hat eine ausreichende Rücklage, auch für schwere Krisen — gut."
"52"," Die Bundesagentur für Arbeit sagt uns:"
"53"," Für alles, was im Bereich Qualifikation irgend sinnvoll ist, ist genug Geld da."
"54","Trotzdem macht die Bundesagentur weiter Uberschüsse."
"55"," Angesichts dessen ist es richtig, die Menschen zu entlasten."
"56"," Das haben Sie jetzt angekündigt."
"57"," Vor vier Wochen haben wir das beantragt, liebe Kolleginnen und Kollegen."
"58"," Es fand auch eine Anhörung dazu statt, in der bestätigt wurde, dass das sinnvoll ist."
"59"," Doch was mussten wir dort hören? Die Union hat gesagt:"
"60"," 2020 sei wirklich kein Jahr für Beitragssenkungen.
Vizepräsident Wolfgang "
