"","V1"
"1",""
"2"," Für die FDP-Fraktion hat das Wort der Kollege Konstantin Kuhle."
"3"," Konstantin Kuhle:"
"4","Herr Präsident! Meine sehr verehrten Damen und Herren! Deutschland beteiligt sich in einem gewissen Umfang an internationalen Polizeimissionen."
"5"," Die Arbeit, die dort geleistet wird, auch durch Sie, meine Damen und Herren, die Sie heute als Vertreterinnen und Vertreter dieser Menschen hier sind, ist ein wichtiger Bestandteil politischer Friedenssicherung."
"6"," Es ist gut und richtig, dass wir heute den Beamtinnen und Beamten dafür danken."
"7"," Diese Arbeit liegt natürlich im Interesse der Zielländer; denn es liegt im Interesse der Staaten, in denen die Einsätze stattfinden, dass eine fragile Rechtsordnung unterstützt wird."
"8"," Wir sollten uns aber auch immer vergegenwärtigen, dass die Arbeit, die in internationalen Polizeimissionen erfolgt, auch in unserem eigenen Interesse, im Interesse der Bundesrepublik Deutschland und im Interesse der Europäischen Union erfolgt; denn oft genug geht es um schwache Institutionen oder um eine Polizei, der man nicht vertrauen kann."
"9"," Das sind Faktoren, die dazu führen, dass sich Menschen auf den Weg nach Europa machen."
"10"," Das sind Faktoren, die dazu führen, dass es Konflikte und Gewalt gibt."
"11"," Und weil das so ist, gibt es hier im Haus große Einigkeit darüber, dass der Einsatz in internationalen Polizeimissionen gut und richtig ist."
"12"," Deswegen, meine Damen und Herren, steht ja auch im Koalitionsvertrag, dass es eine Stärkung des Einsatzes in internationalen Polizeimissionen geben soll."
"13"," Deswegen hat sich die Bundesrepublik Deutschland in internationalen Vereinbarungen verpflichtet, mehr Personal für internationale Polizeimissionen bereitzustellen."
"14","Nun liegt uns ein Bericht über internationale Polizeimissionen vor, der für das Jahr 2017 leider einen neuen Tiefstand konstatiert."
"15"," Der Herr Staatssekretär hat es gerade schon ausgeführt:"
"16"," Es gab 176 erfolgreiche Bewerbungen von deutschen Beamtinnen und Beamten auf 501 offene Stellen."
"17"," Das ist zu wenig."
"18"," Wir erreichen — Stand heute — unsere eigenen Anforderungen im Bereich der internationalen Polizeimissionen nicht."
"19"," Die Bundesregierung führt im vorliegenden Bericht einige Gründe auf, warum das so sein kann."
"20"," Manche dieser Gründe sind interessant, aber bei manchen stellt man sich schon die Frage, ob das nicht ein bisschen zu kurz gesprungen ist."
"21","Ich habe mich gewundert, dass es in dem Bericht unter anderem heißt, dass die Zahl der Bewerber zurückgegangen sei, weil die Anzahl der Einsätze in frankofonen Ländern gestiegen sei."
"22"," Das ist zu kurz gesprungen; denn die Einsätze in internationalen Polizeimissionen bemessen sich nicht nur an der Zahl der Einsatzländer, sondern sie bemessen sich auch nach Schwerpunkten."
"23"," Hier spielt Afghanistan eine ganz wichtige Rolle."
"24"," Der Löwenanteil geht nach Afghanistan, und dort wird nun wirklich alles gesprochen, aber kein Französisch."
"25"," Deswegen ist das zu kurz gesprungen."
"26","Es liegen vielmehr andere Gründe vor."
"27"," Polizeibeamtinnen und -beamte berichten oftmals, dass es vom Zufall abhängt, ob das Engagement im Ausland wertgeschätzt wird, und dass es vom Zufall abhängt, ob der eigene Vorgesetzte Verständnis dafür entwickelt, dass die Erfahrung, die man im Ausland gemacht hat, wertvoll für die Arbeit vor Ort ist."
"28"," Deswegen ist es wichtig, dass internationale Polizeiarbeit im Stellenplan fest verankert wird."
"29"," Deswegen ist es wichtig, dass internationale Polizeiarbeit in der Absprache zwischen Bund und Ländern fest verankert wird, damit keine Polizeibeamtin und kein Polizeibeamter, die oder der diese wichtige Aufgabe für uns übernimmt, nach dem Auslandseinsatz auch noch einen Nachteil davon hat."
"30"," Das hat nichts mit Respekt und Wertschätzung zu tun."
"31"," Deswegen muss sich daran etwas ändern."
"32"," Meine Damen und Herren von den Grünen, es finden sich einige spannende Ansätze in Ihrem Antrag."
"33"," Sie beschreiben, wie das in Absprache zwischen Bund und Ländern funktionieren könnte."
"34"," Wir können dem Antrag der Grünen aber leider trotzdem nicht zustimmen, undKonstantin Kuhledas hat etwas mit dem Thema Frontex zu tun."
"35"," Schon in ihrem Bericht benutzt die Bundesregierung Frontex als Entschuldigung dafür, dass die Zahlen im Bereich internationaler Polizeimissionen nicht steigen."
"36"," Das kann nicht sein."
"37"," Es ist die Aufgabe der Bundesregierung, sowohl genügend Polizeipersonal für internationale Friedenssicherungsmaßnahmen als auch für Frontex bereitzustellen."
"38"," Beides ist wichtig."
"39"," Am Grünenantrag ist zu kritisieren, dass Frontex und andere Polizeieinsätze im Ausland gegeneinander ausgespielt werden."
"40"," Meine Damen und Herren, unsere Polizeibeamtinnen und Polizeibeamten haben Respekt, Wertschätzung und Anerkennung verdient — für Einsätze bei Frontex und bei der Polizei."
"41"," Es gibt nicht schlechte und gute Polizeieinsätze Es gibt die Einsätze, die nötig sind, die im Rahmen der UNO, im Rahmen der EU und im Rahmen anderer Polizeimissionen stattfinden."
"42","Wir nehmen den Bericht zur Kenntnis."
"43"," Wir würden uns ein bisschen mehr Kreativität wünschen."
"44"," Dem Grünenantrag können wir nicht zustimmen."
"45","Vielen Dank."
"46","Vizepräsident Dr.
 Hans-Peter "
