"","V1"
"1",""
"2"," Möchten Sie antworten? — Bitte schön."
"3","Marian Wendt:"
"4"," Sehr geehrter Kollege, das sind alles gute Lippenbekenntnisse."
"5"," Aber wenn wir uns allein die Geschichte Ihrer Partei anschauen und die antizionistischen Bewegungen in der Deutschen Kommunistischen Partei, in der Kommunistischen Plattform Ihrer Partei und auch in der Gruppe marx21, dann kommen mir da sehr, sehr große Zweifel."
"6"," Ich sehe bisher weder bei Ihrer Partei noch bei der rotrot-grünen Regierung in Berlin, der Sie angehören, dass Sie es wirklich ernst meinen mit der Durchsetzung solcher Verbote."
"7"," Wir sehen an einem ganz einfachen Beispiel, dass Sie unsere Sicherheitsbehörden überhaupt nicht unterstützen, nämlich indem Sie eigene Polizisten anzeigen, weil sie eine rechtmäßige Abschiebung nicht verhindern."
"8"," Das ist doch das Problem."
"9"," Seien wir da dochMarian Wendtehrlich."
"10"," Deswegen sind Sie hier auch nicht glaubwürdig."
"11"," Wir kennen die Traditionslinie Ihrer Partei,die Unterstützung Palästinas, die antisemitischen Äußerungen."
"12"," Von daher bleibe ich bei meiner Aussage:"
"13"," Das ist nicht glaubwürdig."
"14","Endgültiges Ergebnis Hermann Färber Abgegebene Stimmen:"
"15"," 651; Uwe Feiler Enak Ferlemanndavon ja:"
"16"," 449 Axel E."
"17"," Fischer CDU/CSU Michael FrieserHans-Joachim Fuchtel Dr."
"18"," Michael von AbercronIngo Gadechens Stephan Albani Dr."
"19"," Thomas Gebhart Norbert Maria Altenkamp Alois Gerig Philipp Amthor Eberhard Gienger Artur Auernhammer Eckhard Gnodtke Peter Aumer Ursula Groden-Kranich Dorothee Bar Hermann Gröhe Thomas Bareiß Klaus-Dieter Gröhler Norbert Barthle Michael Grosse-Brömer Maik Beermann Astrid Grotelüschen Manfred Behrens Markus Grübel Veronika Bellmann Manfred Grund Sybille Benning Oliver Grundmann Dr."
"20"," André Berghegger Monika Grütters Melanie Bernstein Fritz Güntzler Christoph Bernstiel Olav Gutting Peter Beyer Christian Haase Marc Biadacz Florian Hahn Steffen Bilger Jürgen Hardt Norbert Brackmann Matthias Hauer Dr."
"21"," Reinhard Brandl Mark Hauptmann Michael Brand Dr."
"22"," Matthias Heider Silvia Breher Mechthild Heil Sebastian Brehm Thomas Heilmann Heike Brehmer Frank Heinrich Ralph Brinkhaus Mark Helfrich Dr."
"23"," Carsten Brodesser Rudolf Henke Gitta Connemann Michael Hennrich Astrid Damerow Marc Henrichmann Alexander Dobrindt Ansgar Heveling Michael Donth Dr."
"24"," Heribert Hirte Marie-Luise Dött Christian Hirte Hansjörg Durz Alexander HoffmannThomas Erndl Karl HolmeierVizeprasident Dr.
 Hans-Peter "
