"","V1"
"1",""
"2"," Für die CDU/CSU-Fraktion hat das Wort die Kollegin Kerstin Vieregge."
"3"," Kerstin Vieregge:"
"4"," Herr Bundestagspräsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Einsätze undKerstin Viereggeeinsatzgleiche Verpflichtungen der Bundeswehr setzen Bereitschaft voraus:"
"5"," Bereitschaft der Truppe zur Erfüllung ihres Auftrages, materielle Bereitschaft und auch personelle Bereitschaft."
"6"," Die Bereitschaft wiederum erreicht man, indem man sie stärkt, und das tun wir heute mit der Verabschiedung des vorliegenden Gesetzentwurfs, ergänzt durch einen Änderungsantrag der Koalitionsfraktionen."
"7"," Wir stärken die personelle Einsatzbereitschaft der Bundeswehr."
"8","Wie bereits auf mannigfaltige Weise beschrieben, ist das Gesetz zur Stärkung der personellen Einsatzbereitschaft der Bundeswehr ein gutes Gesetz."
"9"," Es trägt ohne Zweifel dazu bei, den Dienst bei der Bundeswehr attraktiver zu machen und die Berufszufriedenheit in der Truppe zu steigern."
"10"," Es wird die Wahrnehmung der vielen positiven Veränderungen in der Bundeswehr unmittelbar beim Soldaten verstärken."
"11","Mit dem nun vorliegenden Änderungsantrag sorgen wir für eine größere Ausweitung der Einsatzversorgung bei einsatzgleichen Verpflichtungen."
"12"," Damit werden zum Beispiel unsere Soldatinnen und Soldaten, die ihren Dienst in Litauen absolvieren, in gleichem Maße abgesichert wie die in Afghanistan stationierten."
"13"," Das ist ein großer Fortschritt, der weit über den ursprünglichen Gesetzentwurf hinausgeht."
"14","Ein ebensolcher Fortschritt ist die flexiblere Handhabung bei der Einbeziehung Angehöriger in die Therapiemaßnahmen für Einsatzgeschädigte."
"15"," Anders als ursprünglich vorgesehen, wird es hierbei keine Einschränkung hinsichtlich des Kalenderjahres geben."
"16"," Auch dies ist mehr, als es der Gesetzentwurf einst vorsah."
"17"," Gefördert wird außerdem das wert- und verdienstvolle Engagement der Reserve."
"18"," Wir sorgen für eine bessere Vergütung des Reservedienstes und unterstützen damit die Bereitschaft zum aktiven Dienst in der Reserve."
"19"," Darüber hinaus sorgen wir für Klarheit hinsichtlich der Arbeitszeit unserer Soldatinnen und Soldaten."
"20","CDU und CSU bekennen sich zur Soldatenarbeitszeitverordnung."
"21"," Die wöchentliche Arbeitszeit orientiert sich weiterhin an 41 Stunden."
"22"," Wir tragen mit einer neuen Regelung jedoch bei ganz bestimmten Tätigkeiten zur Beibehaltung der Einsatzbereitschaft bei."
"23"," Das gilt für einen enggefassten Kreis von Spezialisten, aber eben nur unter bestimmten Voraussetzungen und bei einem passenden Ausgleich."
"24"," Ein wesentlicher Fortschritt dabei ist, dass die Gutschrift von Mehrarbeit auf ein Langzeitarbeitskonto ermöglicht wird."
"25","In diesem Zusammenhang möchte ich auf die immer wieder geäußerte Kritik an der Soldatenarbeitszeitverordnung eingehen."
"26"," Ja, die SAZV ist nicht perfekt."
"27"," Sie sorgt an vielen Stellen für Bürokratie und ist oft leider erklärungsbedürftig."
"28"," Aber gerade die am Montag durchgeführte Anhörung hat bestätigt, welchen Wert die Arbeitszeitregeln für die Menschen der Bundeswehr haben."
"29"," Daher danke ich ausdrücklich den Verbänden und Gewerkschaften für ihr Engagement und ihre Beratung, allen voran dem Deutschen BundeswehrVerband."
"30"," Es ist jedenfalls unstrittig, dass die Soldatinnen und Soldaten der Bundeswehr Kämpfer sein sollen."
"31"," Die Bundeswehr übt für den Kampf."
"32"," Unsere Soldaten müssen darauf eingestellt sein, im Einsatz, im Spannungs- oder Verteidigungsfall für Deutschland Leben zu nehmen und Leben zu lassen."
"33"," Insofern gilt natürlich auch hier der Leitsatz „train as you fight“."
"34"," Dies bedeutet aber nicht, dass Soldatinnen und Soldaten im normalen Betrieb ihr Privatleben opfern sollen."
"35"," Wir sprechen von Familienvätern oder -müttern, von Menschen, die sich zum Beispiel neben dem Dienst im Sportverein, in der Kommunalpolitik oder bei der freiwilligen Feuerwehr engagieren."
"36"," Wir sprechen von Staatsbürgern in Uniform."
"37"," Die heutige Bundeswehr ist in einer anderen personellen Lage als in Zeiten der Wehrpflichtarmee."
"38"," Die Soldaten von heute brauchen einen planbaren Dienst."
"39"," Wenn sie ihn bei der Bundeswehr nicht finden, werden sie das bei einem anderen Arbeitgeber tun, und das ist nicht in unserem Interesse."
"40"," Ich sage daher:"
"41"," Wir Parlamentarier haben eine besondere Fürsorgepflicht gegenüber der Parlamentsarmee Bundeswehr."
"42"," Fürsorge sorgt für Motivation; Motivation sorgt für Einsatzbereitschaft."
"43","Vielen Dank."
"44"," Vizepräsident Dr.
 Hans-Peter "
