"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Gutting."
"3"," — Als nächste Rednerin hat das Wort die Kollegin Ulrike SchielkeZiesing, AfD-Fraktion."
"4"," Ulrike Schielke-Ziesing:"
"5","Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Verehrte Bürger! Mit dem Alterseinkünftegesetz wurde 2004 die sogenannte nachgelagerte Rentenbesteuerung stufenweise eingeführt."
"6"," Dieses Gesetz war die Reaktion auf ein Urteil des Bundesverfassungsgerichts aus dem Jahre 2002."
"7"," Dort wurde verfügt, dass auch Renten aus der gesetzlichen Rentenversicherung nachgelagert zu versteuern sind."
"8"," Es wurde in diesem Urteil aber auch festgehalten, dass eine Doppelbesteuerung unbedingt und in jedem Falle zu vermeiden sei."
"9"," Mit dem Alterseinkünftegesetz wurde eine Ubergangslösung mit einem Stufenmodell zur Freistellung der Beiträge und zur Besteuerung der Renten eingeführt."
"10"," Diese Übergangslösung entspricht aber nicht der Vorgabe des Bundesverfassungsgerichtes, da sie von einer zu kurzen Übergangsphase ausgeht."
"11","Wenn man einen Eckrentner mit einer Beitragszeit von 45 Jahren zugrunde legt, dann dürfte, ausgehend von einer vollen steuerlichen Abzugsfähigkeit der Beiträge ab 2025, eine volle Rentenbesteuerung erst mit einem Rentenbeginn ab 2070 vorgenommen werden."
"12"," Der Gesetzgeber hat diese Übergangsphase aber um 30 Jahre verkürzt."
"13"," Die Folge ist, dass Rentner eine Rente erhalten, bei der die Beiträge teilweise versteuert wurden, und nun auf diese Renten wieder Steuern gezahlt werden müssen."
"14"," Was ist das denn anderes als eine Doppelbesteuerung?Ulrike Schielke-ZiesingcGenau hier hat das B gsgericht verfügt, dass eine Doppelbesteuerung unbedingt zu vermeiden sei."
"15"," Mit dem Alterseinkünftegesetz sollte sichergestellt werden, dass Pensionäre gegenüber Rentnern nicht benachteiligt werden."
"16"," Im Ergebnis stehen nun die Rentner mit Rentenbeginn ab 2016 schlechter da als die Pensionäre."
"17"," Im Jahre 2040 müssen beide ihre Alterseinkünfte voll versteuern; aber die normalen Rentner mussten in den Jahren vor 2025 Beiträge zahlen."
"18","Dieses Problem ist den jeweiligen Finanzministern schon von Anfang an bekannt."
"19"," Bereits im Jahr 2004 gab der Verband Deutscher Rentenversicherungsträger eine Stellungnahme zur drohenden Doppelbesteuerung ab."
"20"," Aber was hat die Bundesregierung bisher gegen die Doppelbesteuerung unternommen? Nichts! Sie schwadronieren vor dem Wahlkampf von einer Respektrente, lassen jedoch unsere Rentner im Stich, wenn es wirklich darauf ankommt."
"21"," Unsere Rentner sind auf sich allein gestellt und müssen in aufwendigen Gerichtsverfahren gegen die Doppelbesteuerung vorgehen, obwohl es die Aufgabe des Gesetzgebers wäre, die Doppelbesteuerung zu verhindern, wie das Bundesverfassungsgericht klar vorgegeben hatte."
"22"," Diverse Bundesregierungen schafften es bis heute nicht, eine Abhilfe für die Rentner zu erarbeiten."
"23"," Diese Untätigkeit ist nicht nur beschämend; das zeigt auch, welchen Stellenwert die Rentner bei Ihnen haben."
"24"," Bei der Ost-West-Angleichung oder im Falle der in der DDR geschiedenen Frauen wartet die Bundesregierung ja auch erst einmal ab."
"25"," Abwarten und Nichtstun hat sich anscheinend in der ganzen Regierung etabliert."
"26"," Angesichts der Vorgabe des Bundesverfassungsgerichtes ist jedoch ein Abwarten etwaiger finanzgerichtlicher Entscheidungen zur Besteuerung der Renten nicht sachgerecht."
"27"," Es gibt Rentner, die sich gegen die Doppelbesteuerung wehren können und dies auch tun."
"28"," Es ist ein mühsamer Prozess, bei dem sämtliche Einkommensteuerbescheide aus dem Erwerbsleben nachgewiesen werden müssen."
"29"," Die Klageverfahren ziehen sich über Jahre hin."
"30"," Diese Tortur können und dürfen wir unseren Rentnern nicht zumuten."
"31"," Daher fordern wir als AfD-Fraktion die Bundesregierung auf, einen Gesetzentwurf vorzulegen, mit dem die Fehlentwicklung bei der Rentenbesteuerung korrigiert wird."
"32"," In unserem Antrag — den wir uns selbst ausgedacht haben —schlagen wir vor, die Ubergangsphase in der Rentenbesteuerung um 30 Jahre zu strecken."
"33"," Eine solche Verlängerung der Übergangsphase ist geboten, weil erst mit unserem Modell sichergestellt ist, dass bei einem angenommenen Eckrentner sämtliche zugrundeliegenden Rentenbeiträge steuerlich voll abzugsfähig waren."
"34","Für eine Regierung ist es natürlich schwer, auf schon verplante Steuereinnahmen zu verzichten."
"35"," Sie sollten es hier aber tun; denn diese Steuern ziehen Sie nicht zu Recht ein."
"36"," Und Sie würden damit endlich die Vorgaben des Bundesverfassungsgerichts umsetzen."
"37","Meine Damen und Herren aus der Regierung und im Besonderen die Genossen unter Ihnen, beseitigen Sie erst einmal die von Ihnen in der Vergangenheit eingeführten Ungerechtigkeiten wie die Doppelbesteuerung oder die Doppelverbeitragung bei den Betriebsrenten, bevor Sie im Wahlkampfwahn weitere Ungerechtigkeiten — Stichwort:"
"38"," Grundrente — einführen."
"39"," Doppelt hält nicht immer besser."
"40"," Für Sie ist es nur eine Gesetzeskorrektur, aber für unsere Rentner ist es eine Ungerechtigkeit, die beseitigt werden muss."
"41","Vielen Dank.
 Vizepräsident Wolfgang "
