"","V1"
"1",""
"2"," Tino Chrupalla, AfD, ist der nächste Redner."
"3"," Tino Chrupalla:"
"4","Sehr geehrter Herr Präsident! Verehrte Kolleginnen und Kollegen! 30 Jahre Friedliche Revolution und zwei Anträge, die darauf abzielen, die Menschen hinter dieser Friedlichen Revolution zu würdigen:"
"5"," Das ist schön."
"6"," Ich freue mich, dass Ihnen das nach 30 Jahren einfällt; besser spät als nie."
"7"," Die Art und Weise, wie Sie das Engagement gegen die kommunistische Fremdherrschaft im historischen Bewusstsein verankern wollen, erscheint mir allerdings etwas fragwürdig."
"8"," Das gilt insbesondere für den Antrag der FDP; dazu wird der Kollege Jongen gleich etwas sagen."
"9"," Ich jedenfalls werde den Eindruck nicht los, dass das hier ein verzweifelter Versuch ist, Schadensbegrenzung zu betreiben."
"10"," Sie haben das Vertrauen der Wähler in Ostdeutschland verspielt."
"11"," Das wissen Sie auch."
"12"," Das erscheint mir die eigentliche Motivation hinter diesen beiden Anträgen."
"13"," Jetzt versuchen Sie, es sich zurückzuholen."
"14","Ich selbst bin ein Kind der DDR und war erst 15, als die Mauer fiel."
"15"," Aber auch ich weiß noch sehr gut, was man damals unter Familienzusammenführung verstand."
"16"," Es ging um deutsche Familien, die die Nachkriegsordnung zerrissen hatte."
"17"," Es war unser innigster Wunsch, die offene Wunde, die unser Land entzweite, zu heilen."
"18"," Unsere Vision waren die Freiheit und die Einigkeit des deutschen Volkes."
"19"," Frau Connemann, es war ein durch und durch patriotisches Ziel."
"20"," Die Einzigen, die das nicht wollten, waren die Vasallen der Besatzungskräfte."
"21"," Auch gegen sie richtete sich unser Widerstand."
"22"," Wir haben nie aufgehört, für die Freiheit, die Wahrheit und für die Einigkeit unseres Volkes zu streiten und auf die Straße zu gehen."
"23"," Die Widerständler von damals sind nämlich auch die Widerständler von heute."
"24"," Genau das ist die unbequeme Wahrheit, die Sie nicht hören wollen und die in diesen Anträgen nicht zur Spra Tino Chrupallache kommt."
"25"," Die patriotischen Widerständler von damals wollen Sie jetzt feiern und entschädigen."
"26"," Das ist auch löblich."
"27"," Aber wenn Sie im selben Atemzug die patriotischen Widerständler von heute entmündigen und entmenschlichen, dann ist das ein großer Widerspruch."
"28"," Das müssen Sie doch einsehen."
"29"," Man hat bisweilen das Gefühl, dass Sie uns am liebsten in ein Umerziehungslager stecken würden."
"30"," Wenn Ihnen der innere Frieden und unsere Einheit so wichtig sind, weshalb verhindern Sie dann nicht, dass die Presse Schlagwörter wie „Dunkeldeutschland“ und „brauner Schandfleck“ in die Welt setzt und damit unser Land aufs Neue spaltet? Die Wertschätzung, die Sie den friedlichen Revolutionären von damals entgegenbringen wollen, sollten Sie den friedlichen Revolutionären von heute auch entgegenbringen, und zwar jetzt und nicht erst in 30 Jahren."
"31"," Es handelt sich nämlich tatsächlich um dieselben Personen."
"32"," Damit meine ich nicht Bärbel Bohley und Wolf Biermann, die hier im Antrag von CDU/CSU und SPD genannt werden."
"33"," Auch ein Siegmar Faust oder ein Michael Beleites waren Widerstandskämpfer."
"34"," Sie werden heute für ihre nicht konforme Meinung geächtet."
"35"," Diese Leute verstehen die Welt nicht mehr."
"36"," Es gibt Millionen von Bürgern, die diese Erfahrung teilen."
"37"," Ich hätte ein paar Vorschläge, wie Sie die Sympathie der Bürger im Osten vielleicht zurüickgewinnen können."
"38"," Anstelle von Gedenkstätten, Denkmälern und Aufarbeitungszentren empfehle ich Ihnen die vollständige Offenlegung der kriminellen Aktivitäten der Treuhand."
"39"," Eine gründliche Untersuchung, inwiefern bewährte Stasimethoden heute wieder von der deutschen Regierung eingesetzt werden, käme sicherlich auch gut an."
"40"," Wir fordern die Wiederherstellung von Rechtsstaatlichkeit und Freiheit, die man uns damals versprochen hat."
"41"," Es wäre schön, wenn Sachsen endlich ein Informationsfreiheitsgesetz bekäme; denn das steht noch aus."
"42"," Hören Sie endlich auf, die Ostdeutschen wie unmündige Kinder zu behandeln."
"43"," Hören Sie ihnen einfach zu."
"44"," Das wäre ein großer und toller Anfang."
"45","Vielen Dank."
"46"," Präsident Dr.
 Wolfgang "
