"","V1"
"1",""
"2","Vielen Dank, Frau Kollegin."
"3"," — Als Nächstes hat der Kollege Sebastian Brehm, CDU/CSU-Fraktion, das Wort."
"4"," Sebastian Brehm:"
"5","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Vor 30 Jahren, am 4."
"6"," Juni 1989, wurden die friedlichen Proteste rund um den Platz des Himmlischen Friedens in Peking blutig niedergeschlagen."
"7"," Über mehrere Wochen haben Hunderttausende Menschen in vielen Städten Chinas demonstriert:"
"8"," für Demokratie, für Freiheit, gegen Korruption."
"9"," Vor allem die Bilder am Platz des Himmlischen Friedens in Peking haben sich tief ins Gedächtnis eingebrannt."
"10","Eine echte Erinnerungskultur über die Gewalt des Militärs gegen die friedlichen Demonstranten vor 30 Jahren ist in China bis heute leider nicht möglich."
"11"," Alle Informationen dazu sind gelöscht, übrigens auch im Netz."
"12"," Die sogenannten Mütter vom Tiananmen, die öffentlich an ihre Söhne und Töchter erinnern wollen, die beim Massaker getötet wurden, werden bis heute daran gehindert, zensiert und unter Hausarrest gestellt."
"13","Auch die wahre Zahl der getöteten Demonstrantinnen und Demonstranten ist bis heute unbekannt."
"14"," Schätzungen zufolge wurden Hunderte, wenn nicht sogar Tausende Menschen getötet."
"15"," Diese Opfer werden zudem vielfach als Konterrevolutionäre bezeichnet und diffamiert."
"16","Schon vor 1989 gab es in China massive Menschenrechtsverletzungen gegen die eigene Bevölkerung."
"17"," Man denke nur an die Millionen von Todesopfern und der politischen Gefangenen der chinesischen Kulturrevolution zwischen 1966 und 1976."
"18"," Auch heute — die Kollegin Bause hat darauf hingewiesen - leidet die Bevölkerung Chinas an einer Vielzahl von Menschenrechtsverletzungen."
"19"," Man denke nur an das Leid der Tibeter oder aktuell auch der Uiguren."
"20"," Wir konnten ja hier im Hause schon darüber sprechen."
"21","Aber auch die Christen werden unterdrückt und an der freien Religionsausübung, einem Kernelement der Menschenrechte, gehindert."
"22"," Im Vergleich zur Gesamtbevölkerung Chinas sind die Christen zwar eine kleine Minderheit, aber man darf sich nicht täuschen lassen:"
"23"," Es leben laut Schätzungen von Open Doors 97 Millionen Christen in China."
"24"," Als Mitglied der CDU/CSU-Fraktion und als Christen fühlen wir uns natürlich den Christen ganz besonders verbunden."
"25","Liebe Kolleginnen und Kollegen, wir werden die Opfer nicht in Vergessenheit geraten lassen."
"26"," Das ist unsere Verpflichtung, auch aus unserer christlichen Verantwortung heraus."
"27"," Wir, die CDU/CSU-Fraktion, fühlen uns den Opfern verbunden, denen die grundlegenden Menschenrechte verwehrt werden und die durch menschenrechtswidriges Handeln zu Tode kommen."
"28"," Deshalb werden wir auch in Zukunft M I ht letzungen beim Namen nennen, egal wo auf der Welt sie geschehen."
"29","Auch wenn versucht wird, die Erinnerung in China zu löschen:"
"30"," Ein kollektives Vergessen wird es nicht geben."
"31"," Ich darf Michael Brand zitieren:"
"32"," Das System ist auf Lüge gebaut."
"33"," Aber es wird der Zeitpunkt kommen, wo das Kartenhaus zusammenfällt."
"34","Herzlichen Dank.
 Vizepräsident Wolfgang "
