"","V1"
"1",""
"2"," Vielen Dank, Herr Staatssekretär."
"3"," — Der nächste Redner:"
"4"," für die AfD-Fraktion der Kollege Martin Hess."
"5"," Martin Hess:"
"6","Sehr geehrter Herr Präsident! Verehrte Kolleginnen und Kollegen! Der Antrag der Grünen will das deutsche Polizeiengagement in internationalen Friedensmissionen ausbauen."
"7"," Statt derzeit 176 Beamten wollen die Grünen zukünftig 900 Beamte in Auslandseinsätze schicken, um, wie sie schreiben, mehr Verantwortung in der Welt zu übernehmen."
"8","Eines vorweg:"
"9"," Auch die AfD befürwortet den Einsatz einer angemessenen Zahl von Polizeibeamten im Rahmen internationaler Polizeimissionen."
"10"," Aber dazu müssen drei Bedingungen erfüllt sein:"
"11"," Erstens."
"12"," Sie müssen so angelegt sein, dass sie die Sicherheitslage im Zielland effektiv verbessern."
"13"," Zweitens."
"14"," Sie müssen Deutschland nützen, indem sie grenzüberschreitende Kriminalität und Terrorismus eindämmen."
"15"," Drittens — und das ist der absolut zentrale Punkt -:"
"16"," Polizeimissionen dürfen niemals auf Kosten der inneren Sicherheit in Deutschland gehen."
"17"," Aber genau das würde Ihr Antrag bedeuten."
"18"," Durch Ihre verfehlte Politik —- und damit meine ich alle Fraktionen in diesem Hause, natürlich meine ausgenommen — haben wir bei der Polizei im gesamten Bundesgebiet eine desolate Personalsituation, und das finde ich nicht zum Lachen."
"19"," Jeder Versuch, das schönzureden oder sich darüber lustig zu machen, scheitert knallhart an der Realität."
"20"," Nehmen wir mein Bundesland Baden-Württemberg."
"21"," Dort sollten bis 2021 über 900 Polizeivollzugsdienststellen zusätzlich geschaffen werden."
"22"," Tatsächlich liegt die Zahl aber nur bei 38."
"23"," Noch mal:"
"24"," 38 statt 900."
"25"," Und in anderen Ländern dürfte es nicht viel besser aussehen."
"26"," Angesichts dieser desolaten Personalsituation einen Personalaufwuchs von 800 Stellen für polizeiliche Auslandseinsätze zu fordern, zeigt jedem Bürger in aller Deutlichkeit:"
"27"," Die Grünen wollen die Welt retten, aber sie vergessen dabei Deutschland."
"28"," Ihnen ist die Sicherheit Fremder wichtiger als die der eigenen Bevölkerung, und das können, dürfen und werden wir nicht hinnehmen."
"29","Ihr Antrag erfüllt aber auch nicht die anderen Bedingungen, unter denen unsere Fraktion internationale Polizeimissionen für sinnvoll hält."
"30"," Ihr Antrag ist nämlich auch nicht dazu geeignet, im Zielland die SicherheitslageMartin Hesszu verbessern."
"31"," Wenn man Ihren Antrag genau anschaut, stellt man fest:"
"32"," Sie wollen keine kriegs- oder krisengeschüttelten Regionen befrieden."
"33"," Was Sie wirklich wollen, ist, anderen Staaten Ihre linksideologische Agenda aufzuzwingen, und genau das gilt es zu verhindern."
"34"," Im Zentrum Ihres Antrags steht das Leitkonzept der menschlichen Sicherheit."
"35"," Das mag gut klingen, ist aber ein fataler Irrweg."
"36"," Dieses globalistische Konzept geht nicht mehr von Staaten mit unterschiedlichen Kulturen aus, sondern von Individuen und Zivilgesellschaften, ganz so, als hätten wir bereits einen Weltstaat oder eine Weltgesellschaft."
"37"," Dazu passt die wichtige Rolle, die die Grünen den NGOs bei der Umsetzung dieses Konzepts beimessen."
"38"," Und von denen wissen wir ja, dass sie mehrheitlich grün ticken."
"39"," Solche Polizeimissionen, wie Sie sie sich vorstellen, nützen weder den Zielländern noch Deutschland."
"40"," Krisenstaaten brauchen Sicherheitskräfte mit realistischem Blick und einem praktischen Erfahrungsschatz, die im Gegensatz zu den von Ihnen favorisierten NGOs eine wirksame und nachhaltige Sicherheitsstruktur etablieren können."
"41"," Um es auf den Punkt zu bringen:"
"42"," Wir brauchen keinen pseudohumanitären grünen Interventionismus, sondern effektive Sicherheitskooperationen."
"43"," Sie wollen sexuelle Gewalt bekämpfen und fordern ernsthaft eine feministische Neuausrichtung von internationalen Polizeimissionen."
"44"," Ich sage Ihnen:"
"45"," Ihr exzessiver Feminismus schafft keine Sicherheit."
"46"," Sie können Frauen in diesen Ländern, die zum Teil ein verheerendes Frauenbild haben, nicht mit Feminismus vor sexueller Gewalt schützen, und auch nicht, indem Sie den Frauenanteil bei der Polizei erhöhen."
"47"," Sie können Frauen dort nur durch den Aufbau einer robusten und rechtsstaatlichen Polizei vor Vergewaltigungen und sexuellen Belästigungen schützen."
"48","Aber eine robuste und durchsetzungsfähige Polizei, die die Bürger schützt, bekämpfen Sie ja bereits in Deutschland, wo Sie können."
"49"," Jeder Polizeibeamte und jeder aufmerksame Bürger sieht doch tagtäglich, was Ihre grüne Sicherheitspolitik für Deutschland bedeutet."
"50"," Überall, wo die Grünen mitregieren, hinterlassen sie im Bereich der inneren Sicherheit ein Trümmerfeld."
"51"," In Nordrhein-Westfalen lautete Ihre Bilanz nach über zehn Jahren an der Regierung:"
"52"," Abbau von Stellen bei der Polizei, dafür Aufwuchs an Mitgliedern bei Clans und islamistischen Parallelgesellschaften."
"53"," Nicht nur, dass die Grünen ernsthaft verlangen, wie jetzt erst wieder in Berlin geschehen, den Polizeibeamten müsse die Dienstwaffe, also die Schusswaffe, weggenommen werden, was angesichts der massiven Terrorgefahr — und man muss das in dieser Deutlichkeit sagen — absoluter Wahnsinn wäre; nein, Sie unterstellen der deutschen Polizei permanent rassistische Gewalt und skandalisieren und kriminalisieren den legalen Gebrauch von Zwangsmitteln."
"54"," Das lässt nur ein Fazit zu:"
"55"," Grün steht in Deutschland für sicherheits- und polizeipolitische Verantwortungslosigkeit, und genau diese dürfen wir auf gar keinen Fall in andere Länder exportieren, wenn wir diesen wirklich helfen wollen."
"56"," Wir müssen das Interesse und die Souveränität Deutschlands wieder zur Bezugsgröße deutscher Politik machen."
"57"," Wir dürfen nicht zulassen, dass unsere Polizeibeamten für eine Welt- und Umerziehungspolizei im Sinne Ihres Antrags in Auslandseinsätzen verheizt werden."
"58"," Wem unsere Polizei und die Sicherheit unseres Landes wirklich am Herzen liegen, der darf sie nicht den Grünen überlassen."
"59"," Deshalb lehnen wir diesen Antrag ab."
"60"," Vizepräsident Dr.
 Hans-Peter "
