"","V1"
"1",""
"2"," Vielen Dank, Kirsten Kappert-Gonther."
"3"," — Der nächsteRedner wäre Erich Irlstorfer; aber er gibt seine Rede zu Protokoll."
"4","Dann schließe ich die Aussprache."
"5","Interfraktionell wird Überweisung der Vorlagen auf den Drucksachen 19/10612 und 19/10631 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"6"," — Sie sind damit einverstanden."
"7"," Dann sind die Überweisungen so beschlossen."
"8","D Anlage 3 Ich rufe die Zusatzpunkte 10 und 11 auf:"
"9","ZP 10 Beratung der Beschlussempfehlung und des Berichts des Ausschusses ftir Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Daniel Fést, Dr."
"10"," Lukas Kohler, Hagen Reinhold, weiterer Abgeordneter und der Fraktion der FDPKlimaziele verantwortungsbewusst erreichen Drucksachen 19/821, 19/10031ZP 11 Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Umwelt, Naturschutz und nukleare Sicherheit zu dem Antrag der Abgeordneten Lisa Badum, Annalena Baerbock, Oliver Krischer, weiterer Abgeordneter und der Fraktion BUNDNIS 90/DIE GRUNENWirksames Klimaschutzgesetz vorlegen — Maßnahmen und Regelungen für alle SektorenDrucksachen 19/6103, 19/7273Über die Beschlussempfehlung zu dem Antrag der Fraktion der FDP werden wir, wie verabredet, später namentlich abstimmen."
"11","Nach einer interfraktionellen Vereinbarung sind für die Aussprache 38 Minuten vorgesehen."
"12"," — Ich höre keinen Widerspruch."
"13"," Dann ist das so beschlossen."
"14","Ich eröffne die Aussprache und gebe das Wort an Dr."
"15"," Nina Scheer für die SPD-Fraktion."
"16"," Dr."
"17"," Nina Scheer:"
"18","Sehr geehrte Präsidentin! Meine lieben Kolleginnen und Kollegen! Die vorliegenden Anträge können im Grunde genommen große Teile dieses Hauses von der Zielsetzung her, denke ich, unterschreiben."
"19"," Es gibt eine diesen Zielen abtrünnige Fraktion, die sich an diesem Abend schon in anderer Hinsicht blamiert hat, nämlich mit der falschen Zitierung des Erneuerbare-Energien-Gesetzes."
"20"," Aber sei’s drum! Jetzt geht es um andere Anträge, zum einen um einen Antrag der FDP, zum anderen um einen Antrag der Grünen."
"21"," Ich möchte hier auf zwei Punkte eingehen, und zwar zum einen auf die CO,-Bepreisung."
"22"," Diese wird in beiden Anträgen thematisiert und ist zurzeit, wie ich finde, richtigerweise Gegenstand einer breiten Diskussion."
"23"," Wir müssen uns aber darauf einlassen, dass das eben nicht nur eine Diskussion bleibt und ein Platzhalter ist, um etwas zu vertagen, sondern tatsächlich ein Aufruf und eine Grundlage dafür ist, Maßnahmen in Gang zu setzen."
"24"," Ich sage das deswegen, weil die Begrifflichkeit der CO,-Bepreisung — ich sage auch immer gerne:"
"25"," Schadstoffbepreisung — noch keine paar Minuten in der Dis Dr."
"26"," Nina Scheerkussion war, da fing es schon mit bestimmten Differenzierungen an."
"27"," Die Differenzierung vonseiten der FDP ist, man könne ja auch gleich eine Ausweitung des Emissionshandelssystems vornehmen; so steht es auch in Ihrem Antrag."
"28"," Ich muss dazu sagen, dass dann genau der Punkt erreicht ist, den ich gerade angemahnt habe:"
"29"," Man sollte daraus keine Vertagung stricken."
"30"," Wenn Sie allen Ernstes behaupten, dass man aus der Idee der Bepreisung einen erweiterten Emissionshandel machen sollte, dann ist doch absehbar, dass es sich um Jahre handeln wird Es ist nicht zukunftsgewandt, und es ist eben auch nicht verantwortungsbewusst, wie der Titel Ihres Antrages suggeriert."
"31"," Ein weiteres Ablenkungsmanöver findet sich ebenfalls in Ihrem Antrag, und zwar indem Sie ziemlich stark auf das Instrument des CCS schielen."
"32"," Auch da muss man sich einfach ehrlich machen."
"33","— Ja, im IPCC steht auch etwas über Atomenergie."
"34","Wir müssen auch schauen, was man da herausschneidet und für zukunftsgewandt hält."
"35"," Es gibt verschiedene Szenarien."
"36"," Man muss sich nicht denen anschließen, die man hier mit den eigenen Erfahrungen schon verneint hat."
"37"," Dazu zählt auch das CCS."
"38"," Wir haben eine geltende Gesetzgebung."
"39"," Wenn man daran noch mal Hand anlegt, sollte man sehr genau wissen, was sich damit verbindet."
"40"," Wenn man das wirklich herausgreift, dann muss man wissen, dass alle Forschungsgelder, die an Unternehmen fließen, leicht dazu genutzt werden können, die Klimaschädlichkeit der Energiegewinnung unter die groBe Überschrift „Klimafreundlichkeit“ zu subsumieren."
"41"," Wenn es mit staatlichen Geldern gefördert wird, dann hat der Staat für die „Säuberung“ dieser Energiegewinnung gesorgt, während die Energiegewinnung selber die gleiche bleibt."
"42"," Wenn wir die Energiewende ernst nehmen, dann können wir doch nicht allen Ernstes auf eine Technologie setzen, bei der die Energiegewinnungsform gleich bleibt, aber durch die Verpressung des CO, im Boden der Anschein erweckt wird, dass das etwas Sauberes ist."
"43"," Das ist der falsche Weg."
"44"," Es ist bezeichnend, dass auch das in Ihrem Antrag enthalten ist."
"45"," Ich habe jetzt nicht mehr viel Zeit."
"46"," Ich wollte aber noch ganz kurz darauf eingehen, dass zur Ehrlichkeit der Debatte in diesen Zeiten auch gehört, nicht immer nur über die Ziele zu reden."
"47"," Wir müssen auch über die Umsetzung sprechen, und es hakt in der Umsetzung an einigen Stellen."
"48"," Wir müssen die Erfahrungen, die wir mit den Ausschreibungen in den letzten Jahren gemacht haben, sehr ernst nehmen."
"49"," Es ist erkennbar, dass es nicht so gefruchtet hat, wie das proklamiert wurde."
"50"," Wir müssen erkennen, dass es tatsächlich einen Abbau von Arbeitsplätzen gegeben hat, dass es in der Wirkung ein Mengenbegrenzungsinstrument ist, und dringend umsteuern.
 Insofern begrüße ich, dass die Koalitionsfraktionen —Vizepräsidentin Claudia "
