"","V1"
"1",""
"2","Für Bündnis 90/Die Grünen hat das Wort jetzt die Kollegin Britta Haßelmann."
"3"," Britta Haßelmann:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Ich glaube nicht, dass irgendjemand im Haus die Erwartung hatte, dass es hier eine intellektuelle Auseinandersetzung über eine sehr grundlegende Verfassungsfrage geben würde, oder? Wenn auf dem Gesetzentwurf Stephan Brandner derjenige ist, der als Erster oben genannt wird und dann hier auch noch redet, dann hat, glaube ich, niemand von uns die Erwartung, dass es wirklich um eine grundsätzliche Abwägung in der Frage geht, wie der Verfassungsrahmen für die Wahl und die Amtszeit einer Bundeskanzlerin oder eines Bundeskanzlers aussehen soll."
"5","Meine Damen und Herren, allen, die sich nicht mehr daran erinnern, will ich noch mal den Tag der Wahl der Kanzlerin in Erinnerung rufen."
"6"," Da gab es einige Abgeordnete der AfD, die meinten, ihren Stimmzettel bzw."
"7"," ihre Neinstimme auf dem Herrenklo fotografieren zu müssen."
"8"," Ich glaube, der Kollege Brandner gehörte auch dazu."
"9"," Ich habe es nicht mehr ganz so in Erinnerung, aber es war an Peinlichkeit und Geschmacklosigkeit und an Würdelosigkeit gegenüber dem Amt nicht zu überbieten, meine Damen und Herren."
"10"," Deshalb, lieber Mahmut Özdemir und auch andere Vorredner, glaube ich:"
"11"," Dieser schlechte Gesetzentwurf und auch diese niveaulose Rede sind in aller Form schon gewürdigt worden."
"12"," Eigentlich ist dazu genug gesagt worden."
"13","Meine Damen und Herren, ich habe null Erwartungen an den Kollegen."
"14"," Er hat ja gerade zum Ausdruck gebracht, dass wir an intellektueller Darlegung nicht viel erwarten können, wenn es um solche verfassungsrechtlichen Grundsatzfragen geht."
"15"," Wenn man sich Fragen der Akzeptanz unserer lebendigen Demokratie wirklich stellen will, dann sind Kanzlerinnen- und Kanzlerwahlen oder die Frage der Amtszeitbegrenzung aus meiner Sicht, aus unserer Sicht nicht der relevanteste Punkt, obwohl sicherlich jede und jeder, die oder der meiner Generation angehört, vielleicht schon einmal gedacht hat, dass Herr Kohl ganz schön lange im Amt war, und sich bei der ein oder anderen Bundestagswahl sicherlich einen anderen Ausgang gewünscht hat."
"16"," Aber die Mehrheit des Hauses hat dann so entschieden."
"17"," Sie, Herr Özdemir, haben ja gerade dargelegt und auch ausgeführt, dass das eine Frage der Wahlfreiheit der Parlamentarierinnen und Parlamentarier ist."
"18"," Ich glaube, wenn man über die Akzeptanz unserer lebendigen Demokratie und über den lebendigen Parlamentarismus sprechen will, dann sollte man über die repräsentative Demokratie und ihre Ergänzung durch Bürgerbeteiligung reden und über die Frage:"
"19"," Wie können wir Bürgerinnen und Bürgern mehr Mitwirkungsrechte geben? Wir sollten über Fragen von Kontrolle reden, meine Damen und Herren; denn ich glaube, dass gerade die Frage der Kontrollfunktion und des Spannungsverhältnisses des Parlamentes insgesamt gegenüber der Regierung eine ganz zentrale Frage für den lebendigen Parlamentarismus ist, für unser Parlament insgesamt und fürBritta HaBelmanndas Spannungs- und das Machtverhältnis zwischen einer Bundesregierung und einem lebendigen Parlament."
"20"," Da gibt es viele Fragen, die zu diskutieren wären:"
"21"," Wie ist es zum Beispiel mit der Kontrolle der Geheimdienste? Wie ist es mit der Kontrolle der vielen Gesellschaften des Bundes? Ich erinnere nur daran, dass wir in der Vergangenheit unsere parlamentarischen Kontrollrechte gegenüber der Bahn vor dem Bundesverfassungsgericht einklagen mussten."
"22"," Wir diskutieren aktuell über die vielen Versäumnisse in der Bahnpolitik."
"23"," Wir als Parlament mussten erst mal beim Bundesverfassungsgericht unsere, aus meiner Sicht selbstverständlichen Kontrollrechte gegenüber der Bahn durchsetzen."
"24"," Ich bin sehr froh, dass diese Entscheidung so getroffen wurde."
"25","Ich glaube, dass es für ein lebendiges Parlament wirklich relevant wäre, solche Fragen zu diskutieren."
"26"," Das gilt auch für Fragen der Transparenz im Hinblick auf ein Lobbyregister und im Hinblick auf einen legislativen Fußabdruck:"
"27"," Wer wirkt an Gesetzgebungen mit? Wie entsteht ein Gesetz? Wie viele externe Einflussnahmen gibt es? Wir sollten nicht die Zeit damit verbringen, dass sich die AfD weiter an der Kanzlerin Merkel abarbeitet."
"28","Vielen Dank."
"29"," Vizepräsident Dr.
 Hans-Peter "
