"","V1"
"1",""
"2"," Aber nicht allzu lang."
"3"," Dr."
"4"," Christoph Ploß:"
"5","Ich konnte auf diesen Aspekt leider nicht eingehen."
"6"," Es gab umfangreiche Untersuchungen."
"7"," Das hat auch der Parlamentarische Staatssekretär Bilger in seiner Rede dargelegt."
"8"," Vor allem das gesamte Feld der Verkehrssicherheit wurde vom Bundesverkehrsministerium untersucht."
"9"," Fachleute waren über Jahre damit beschäftigt, alle Punkte abzuklopfen."
"10"," In vielen anderen Großstädten werden Elektrokleinstfahrzeuge im Übrigen seit Jahren genutzt, ohne dass solche Schreckensszenarien, wie sie von Ihnen hier dargelegt werden, bekannt geworden sind."
"11"," Ich habe volles Vertrauen, dass die Experten des Ministeriums und auch die externen Experten sehr gute Arbeit geleistet haben."
"12","Ein wichtiger Punkt ist:"
"13"," Die Elektrokleinstfahrzeuge sind vor allem dann sinnvoll, wenn sie mit dem öffentlichen Nahverkehr kombiniert werden."
"14"," Viele Nutzer fahren vier, fünf U-Bahnstationen und dann noch mal 1 Kilometer, die sogenannte letzte Meile, mit dem Elektrokleinstfahrzeug."
"15"," Wir werden das Ganze nach einem gewissen Zeitraum evaluieren."
"16"," Ich bin aber überzeugt, dass Ihre Schreckensszenarien sich dann nicht bewahrheiten werden."
"17"," — Herzlichen Dank."
"18","Ich komme schon zum Schluss, Frau Präsidentin."
"19"," — Wie gesagt, in vielen europäischen Metropolen wie in Paris oder Barcelona gehören die Elektrokleinstfahrzeuge längst zum Alltag."
"20"," Ich freue mich darauf, dass dies auf Initiative der CDU/CSU-Fraktion bald auch in Deutschland der Fall sein wird."
"21","Herzlichen Dank.
Vizepräsidentin Claudia "
