"","V1"
"1",""
"2"," Vielen Dank, Frau Korkmaz."
"3"," — Nächster Redner:"
"4"," Dr."
"5"," Christian Jung für die FDP-Fraktion."
"6"," Dr."
"7"," Christian Jung:"
"8","Sehr geehrte Frau Präsidentin! Sehr geehrte Damen und Herren! Deutschland ist hintendran, weil es in anderen Ländern wie Österreich, Schweden oder Frankreich längst E-Scooter gibt, die dort angewandt werden und auch sehr gut im Straßenverkehr funktionieren."
"9","Fünf Jahre hat die Bundesregierung benötigt, um voraussichtlich ab dem kommenden Sommer endlich die Benutzung von E-Scootern in deutschen Städten zu ermöglichen."
"10"," Erst gegen Ende dieser Zeit haben Sie die Option erkannt, doch wenigstens zunächst E-Scooter zuzulassen, wie ich bereits im Sommer 2017 vorgeschlagen habe."
"11"," Solche Vorwürfe von Ihnen wirken natürlich überhaupt nicht, weil meines Wissens dieser Verband, von dem ich persönlich niemanden kenne, vor drei Tagen gegründet worden ist und vor zwei Tagen ein Positionspapier verabschiedet hat."
"12","Wir beschäftigen uns seit der Wahl 2017 mit diesem Thema."
"13"," Da hat es diesen Verband noch gar nicht gegeben; und ich sehe auch, wenn ich mit Leuten aus dieser Community spreche, die nicht in Verbänden organisiert sind, dass sie außer Frau Kluckert, mir und Herrn Gastel überhaupt keine Politiker kennen."
"14"," Das heißt, die hatten alle mit diesen Leuten bisher keinen Kontakt."
"15"," Endlich wird nun, wie Staatssekretär Bilger gerade zugegeben hat, diese Verordnung eingeführt."
"16"," Sie haben, anders als die Österreicher, die Schweden und die Franzosen, diese Entwicklung nicht hinbekommen und sie auch nicht in eine Verordnung gießen können."
"17"," Es darf niemanden wundern, wenn nicht nur Bauprojekte Jahrzehnte verschlingen."
"18"," Wenn selbst eine vergleichsweise simple Verordnung schon ein halbes Jahrzehnt Kompetenzen im Ministerium und in den nachgeordneten Behörden bindet, dann ist das einfach zu lange."
"19"," Bei uns dauert — man sieht es an den E-Scootern — einfach alles zu lange, und bei uns in Deutschland ist alles auch viel zu kompliziert."
"20"," Und dann packt die Bundesregierung noch eine Sache obendrauf:"
"21"," Herr Staatssekretär Bilger, Sie verlangen eine Versicherungspflicht, lassen aber im Moment die Versicherer über die Details komplett im Unklaren."
"22"," Das passt doch nicht zu einer zeitnahen Zulassung, weil dann junge Menschen, die bereits ein solches Gerät haben, es aber noch nicht im Straßenverkehr verwendet haben, dieses vielleicht ohne Versicherung verwenden werden."
"23"," Vielmehr werden weitere Verzögerungen und Frust über die intransparenten bürokratischen Vorgänge innerhalb der Bundesregierung nun die Folge sein."
"24","Meine Damen und Herren, wir müssen weg vom bisherigen starren Ansatz hin zu einer praxisnahen Anwendung."
"25"," Dazu haben wir jetzt Vorschläge gemacht und möchten die auch gerne diskutieren, weil es ja in den nächsten Jahren noch viel mehr Innovationen im Bereich der E-Scooter geben wird."
"26"," Statt zu pauschalieren und die Unterschiede bei den Modellen der Elektrokleinstfahrzeuge zu ignorieren, müssen wir jetzt endlich einen guten Rahmen schaffen, damit die E-Scooter in Deutschland endlich legal fahren dürfen."
"27","Vielen Dank.
 Vizeprasidentin Claudia "
