"","V1"
"1",""
"2"," Vielen herzlichen Dank, Sylvia Pantel."
"3"," — Damit schlieBe ich die Aussprache."
"4","Wir kommen zur Abstimmung über den von der Bundesregierung eingebrachten Gesetzentwurf zur Einführung einer Teilzeitmöglichkeit in den Jugendfreiwilligendiensten sowie im Bundesfreiwilligendienst für Personen vor Vollendung des 27."
"5"," Lebensjahres."
"6"," Der Ausschuss für Familie, Senioren, Frauen und Jugend empfiehlt unter Buchstabe a seiner Beschlussempfehlung auf den Drucksachen 19/8611 und 19/8643, den Gesetzentwurf der Bundesregierung auf Drucksache 19/7839 anzunehmen."
"7"," Ich bitte diejenigen, die dem Gesetzentwurf zustimmen wollen, um das Handzeichen."
"8"," — Wer stimmt dagegen? — Wer enthält sich? — Der Gesetzentwurf ist damit in zweiter Beratung angenommen."
"9"," Zugestimmt haben die Fraktionen von CDU/CSU, SPD, AfD und Bündnis 90/Die Grünen."
"10"," Enthalten haben sich die Fraktion der FDP und Die Linke."
"11","Dritte Beratungund Schlussabstimmung."
"12"," Ich bitte diejenigen, die dem Gesetzentwurf zustimmen wollen, sich zu erheben."
"13"," — Wer stimmt dagegen? — Aha, ein Kollege von der CSU."
"14"," Zwei Kollegen stimmen dagegen."
"15"," Das gibt Ärger bei Ihnen zu Hause."
"16"," Ich weiß, wo Sie herkommen."
"17","Wer enthält sich? — Der Gesetzentwurf ist damit angenommen."
"18"," Zugestimmt haben CDU/CSU, SPD, AfD, Bündnis 90/Die Grünen."
"19"," Enthalten haben sich die Fraktion Die Linke und die FDP."
"20"," Und ein Kollege war noch nicht so ganz im Bilde, was er tun soll."
"21","Tagesordnungspunkt 21 b."
"22"," Unter Buchstabe b seiner Beschlussempfehlung auf den Drucksachen 19/8611 und 19/8643 empfiehlt der Ausschuss für Familie, Senioren, Frauen und Jugend die Ablehnung des Antrags der FDP auf Drucksache 19/8225 mit dem Titel „Den Bundesfreiwilligendienst für Seniorinnen und Senioren attraktiver machen“."
"23"," Wer stimmt für diese Beschlussempfehlung? — Wer stimmt dagegen? — Die Beschlussempfehlung ist angenommen."
"24"," Zugestimmt haben die Fraktionen von CDU/ CSU, SPD, AfD, Bündnis 90/Die Grünen und der Linken."
"25"," Dagegen gestimmt hat die Fraktion der FDP."
"26","Ich rufe den Zusatzpunkt 5 auf:"
"27","Beratung des Antrags der Abgeordneten Daniela Kluckert, Frank Sitta, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDPE-Scooter und Hoverboards jetzt bürgerfreundlich zulassen - Flexible Mobilität schnell und innovativ ermöglichenDrucksache 19/8543Überweisungsvorschlag:"
"28","Ausschuss für Verkehr und digitale Infrastruktur Ausschuss für Recht und VerbraucherschutzAusschuss für Wirtschaft und EnergieAusschuss für Familie, Senioren, Frauen und Jugend Ausschuss für TourismusAusschuss für Bau, Wohnen, Stadtentwicklung und KommunenIch bitte Sie jetzt auch, flexibel und mobil Ihre Plätze zu tauschen, damit wir beginnen können."
"29","Nach einer interfraktionellen Vereinbarung sind für die Aussprache 60 Minuten vorgesehen."
"30"," - Ich höre dazu keinen Widerspruch."
"31"," Dann ist es so beschlossen."
"32","Ich eröffne die Aussprache und gebe Daniela Kluckert für die FDP-Fraktion das Wort."
