"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Dr."
"3"," Hofreiter."
"4"," — Wir kommen nun zur Abstimmung tiber die Beschlussempfehlung auf Drucksache 19/16060."
"5","'? Gemäß § 10 Absatz 3 Satz 1 seiner Geschaftsordnung hat der Vermittlungsausschuss beschlossen, dass im Deutschen Bundestag über die Änderungen gemeinsam abzustimmen ist."
"6"," Wir stimmen über die Beschlussempfehlung des Vermittlungsausschusses auf Verlangen der Fraktionen der CDU/CSU und SPD namentlich ab."
"7"," Ich bitte die Schriftführerinnen undD Anlagen 9 und 10Vizepräsident Wolfgang KubickiSchriftführer, die vorgesehenen Plätze einzunehmen."
"8"," — Es fehlen noch Schriftführerinnen und Schriftführer vonseiten der Koalition und der Opposition."
"9"," — Sind jetzt alle Urnen besetzt? — Das ist der Fall."
"10"," Ich eröffne die Abstimmung über die Beschlussempfehlung des Vermittlungsausschusses."
"11","Ist noch ein Mitglied des Hauses anwesend, das seine Stimme nicht abgegeben hat? — Ich sehe, das ist nicht der Fall."
"12"," Dann ist die Abstimmung geschlossen."
"13"," Ich bitte die Schriftführerinnen und Schriftführer, mit der Auszählung zu beginnen."
"14"," Das Ergebnis der Abstimmung wird Ihnen später bekannt gegeben."
"15","Wir setzen die Beratungen fort."
"16"," Ich rufe den Zusatzpunkt 6 auf:"
"17"," Aktuelle Stundeauf Verlangen der Fraktionen der CDU/CSU und SPDTrotz unzureichender Ergebnisse der UN-Klimakonferenz in Madrid — Deutschland bleibt auf KursIch bitte auch die Vertreter der Bundesregierung, Platz zu nehmen."
"18","Ich eröffne die Aussprache und erteile als erstem Redner dem Bundesminister der Finanzen, Olaf Scholz, das Wort."
"19"," Olaf Scholz, Bundesminister der Finanzen:"
"20","Herr Präsident! Meine Damen und Herren! Wir sind Teil einer Zeitenwende."
"21"," Das, glaube ich, haben wir gerade eben in der heftigen Debatte gemerkt."
"22"," Das werden wir auch in den nachsten Wochen, Monaten und Jahren immer wieder merken."
"23"," Die Welt hat die große Aufgabe, den Klimawandel zu bewältigen, den die Menschen verursacht haben, und sie kann das nur gemeinsam machen."
"24"," Wie mühselig das ist, wie viele Widerstände es gibt, wie schwer das ist, hat die Klimakonferenz in Madrid gezeigt."
"25"," Aber sie zeigt auch:"
"26"," Wir dürfen nicht aufgeben."
"27"," Wir müssen das als gemeinsames Anliegen voranbringen."
"28"," Die Klimakonferenz hat noch etwas gezeigt:"
"29"," Wenn die Länder, die über große wirtschaftliche Leistungsfähigkeit verfügen, nicht vorangehen, wenn sie nicht selber zeigen, dass sie einen Weg haben, wie man es schaffen kann, den menschengemachten Klimawandel aufzuhalten und gleichzeitig für ausreichend Wohlstand in unseren Gesellschaften zu sorgen, dann wird das nicht gelingen."
"30"," Darum ist es so zentral, dass Deutschland nicht nur Beobachter ist und diese Konferenzen nicht nur kommentiert."
"31"," Deshalb ist es zentral, dass Deutschland handelt und dass wir das Richtige tun, um in Deutschland voranzukommen."
"32","D Ergebnis Seite 17118 DDas, was wir in diesem Jahr schon alles auf den Weg gebracht haben, ist eben diskutiert worden:"
"33"," ein Klimaschutzgesetz; es ist beschlossen."
"34"," Wir haben beschlossen, dass wir die Flugpreise für kürzere Distanzen erhöhen werden."
"35"," Wir haben beschlossen, dass es einen Brennstoffhandel geben wird, der es möglich macht, dass die Nutzung und der Ausstoß von CO; bei Treib- und Brennstoffen teurer werden."
"36"," Das ist eine ganz große Veränderung."
"37","Viele, viele andere Dinge sind besprochen und werden noch kommen."
"38"," Ich erinnere daran, dass wir ein Strukturstärkungsgesetz Kohleregionen vorhaben, dass wir den Ausstieg aus der Kohleverstromung in Deutschland in 20 Jahren vor uns haben und dass wir dafür Sorge tragen werden, dass die erneuerbaren Energien einen Anteil an der Stromproduktion in Deutschland haben werden, der dazu beiträgt, dass wir das Klima schützen können."
"39","All diese Dinge sind notwendig."
"40","Und ich will auch sagen, warum es wichtig ist, dass wir vorangehen."
"41"," Wenn wir nämlich zeigen, dass Mobilität — schienengebunden, mit öffentlichem Nahverkehr, aber auch individuelle Mobilität mit Fahrzeugen, die man selber besitzen und nutzen kann — weiter möglich ist, dann ist das ein Zeichen dafür, dass das auch im globalen Maßstab funktionieren kann."
"42"," Wenn die deutsche und europäische Automobilindustrie die Fahrzeuge entwickeln, mit denen es möglich ist, mobil zu bleiben und das Klima zu schützen und gute Arbeitsplätze zu haben, dann wird das auch auf der ganzen Welt genauso geschehen."
"43"," Genau darum geht es, wenn wir über diese Fragen diskutieren."
"44"," Wenn Deutschland zeigt, dass man zum Beispiel die riesigen Strommengen erzeugen kann, die man benötigt, um sicherzustellen, dass Industrie weiter funktionieren und wettbewerbsfähig produzieren kann, und das mit erneuerbaren Energien, mit Onshore- und Offshorewind, mit Solarenergie zum Beispiel, dann zeigt das auch, dass das auch anderswo auf der Welt funktionieren kann."
"45"," Auch das ist ein praktischer Beitrag, den wir selber zu leisten haben."
"46"," Trotzdem bin ich fest davon überzeugt, dass es nicht nur aufuns ankommt."
"47"," Wir müssen sicherstellen, dass zum Beispiel Europa als Europäische Union den eigenen Beitrag leistet, der möglich ist."
"48"," Sie hat, wenn man sie als einheitliche Volkswirtschaft betrachtet — dafür spricht sehr viel —, unverändert die größte volkswirtschaftliche Leistungskraft, die man sich dort vorstellen kann."
"49"," Ich sage ausdrücklich:"
"50"," Wir müssen das in Europa hinbekom Bundesminister Olaf Scholzmen."
"51"," Es ist deshalb richtig, dass die Umweltministerin heute tiber den Green Deal in Brüssel verhandelt; denn das ist ein Beitrag dafür, dass die gesamte Europäische Union ihren Beitrag zum Schutz des Weltklimas leistet."
"52"," Wie schwierig das ist, wenn so viele sich einigen müssen, und zwar nur in der Europäischen Union, kann man sich vorstellen."
"53"," Es gibt ganz unterschiedliche Ausgangsbedingungen und Vorstellungen darüber, wie schnell das vorangehen soll usw."
"54"," Aber aus meiner Sicht dürfen wir uns vor diesen Auseinandersetzungen und den Diskussionen, die damit verbunden sind, nicht drücken."
"55"," Wir müssen vorantreiben, dass Europa mit dem nötigen Tempo die Dinge voranbringt; denn dann haben wir allen Anspruch, mitzudiskutieren und zu sagen, dass wir erwarten, dass auch die Vereinigten Staaten von Amerika oder zum Beispiel große Länder wie Brasilien, Indien und China gleichermaßen einen Beitrag dazu leisten, dass das Weltklima geschützt wird."
"56"," Denn nur wenn wir selber das Richtige tun, können wir es auch von anderen erwarten."
"57"," Das ist in jeder Diskussion so."
"58"," Das ist auch beim Miteinander in der Welt notwendigerweise so."
"59"," Wir werden darauf bestehen müssen, dass es nicht nur darum geht, abstrakte Zahlen zu diskutieren."
"60"," Es geht schon darum, dass sich real etwas ändert."
"61"," Wir haben nicht mehr so viel Zeit."
"62"," Jeder weiß, welche Auswirkungen der menschengemachte Klimawandel schon heute hat."
"63"," Jeder weiß, dass wir die Erderwärmung in dem Ausmaß, wie wir uns das selber vorstellen, gar nicht mehr aufhalten können."
"64"," Aber jeder weiß, dass es, wenn wir nicht schnell genug sind, weiter gehen wird, als es gut sein kann."
"65"," Deshalb müssen wir heute schnell handeln und dürfen diese Menschheitsaufgabe nicht späteren Generationen überlassen."
"66"," Wir müssen das selber tun."
"67"," Das ist meine feste Überzeugung."
"68"," Es ist deshalb richtig, dass zum Beispiel zur Politik dieser Regierung auch dazugehört, nicht nur in internationalen Konferenzen auf solchen Vereinbarungen zu bestehen und diejenigen zu kritisieren, die zurückgehen wollen und glauben, das sei alles nicht notwendig."
