"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Weitere Wortmeldungen liegen nicht vor."
"4"," Ich schließe daher die Aussprache."
"5","Wir kommen zur Abstimmung, und zwar über die Beschlussempfehlung des Ausschusses für Inneres und Heimat zu dem Antrag der Fraktion der FDP mit dem Titel „Ierrorismus effektiv bekämpfen, Verantwortlichkeiten klären — Einsetzung einer Kommission zur Reform der föderalen Sicherheitsarchitektur — Föderalismuskommission III“."
"6"," Der Ausschuss empfiehlt in seiner Beschlussempfehlung auf Drucksache 19/15129, den Antrag der Fraktion der FDP auf Drucksache 19/7424 abzulehnen."
"7","Wir stimmen nun über die Beschlussempfehlung auf Verlangen der Fraktion der FDP namentlich ab."
"8"," Ich bitte die Schriftführerinnen und Schriftführer, die vorgesehenen Plätze einzunehmen."
"9"," - Ich sehe, dass alle Plätze an den Urnen besetzt sind."
"10"," Dann eröffne ich die Abstimmung."
"11","Gibt es Kollegen oder Kolleginnen, die ihre Karte noch nicht eingeworfen haben? — Dann schließe ich die Abstimmung."
"12"," Das Ergebnis wird Ihnen später bekannt gegeben."
"13"," Ich bitte die Schriftführerinnen und Schriftführer, mit der Auszählung zu beginnen."
"14"," 'Wir kommen jetzt zu den Zusatzpunkten 3 bis 5:"
"15","ZP3 Beratung des Antrags der Fraktionen der CDU/ CSU, SPD und FDPWirksames Vorgehen gegen die Hisbollah Drucksache 19/16046ZP4 Beratung des Antrags der Abgeordneten Omid Nouripour, Dr."
"16"," Irene Mihalic, Dr."
"17"," Konstantin von Notz, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENBetätigungsverbote gegen Hisbollah entschlossen durchsetzen und ihre Netzwerke in Deutschland zerschlagen, Israel beistehen, Zivilgesellschaft in Libanon unterstützenDrucksache 19/16050ZP5 Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Inneres und Heimat zu dem Antrag der Abgeordneten Beatrix von Storch, Marc Bernhard, Stephan Brandner, weiterer Abgeordneter und der Fraktion der AfDVerbot der Hisbollah Drucksachen 19/10624, 19/16145Über die Beschlussempfehlung des Ausschusses für Inneres und Heimat werden wir später namentlich abstimmen."
"18"," — Ich bitte Sie, die Plätze einzunehmen, weil wir jetzt wieder in eine Debatte eintreten."
"19","D Ergebnis Seite 17076 D Fir die Aussprache ist eine Dauer von 30 Minuten beschlossen."
"20"," — Bevor ich die Aussprache eröffne, möchte ich Sie bitten, wieder in den Beratungsmodus zurückzukehren, Ihre Plätze einzunehmen und Ihre Gespräche zu beenden."
"21"," Es ist hier ein Geräuschpegel wie in einer Markthalle."
"22"," Da können wir keine vernünftige Debatteen."
"23"," — Ja, man kann auch eine kleine Weihnachtsfeier in einer Markthalle machen und dabei gute Gespräche führen."
"24"," Aber wir haben jetzt eine wichtige Debatte vor uns."
"25"," — Darf ich die Kollegen, die immer noch in Gruppen zusammenstehen, bitten, die Gespräche zu beenden und entweder Platz zu nehmen oder zur Fortsetzung der Gespräche in die Lobby zu gehen?Ich eröffne die Aussprache."
"26"," Das Wort hat als erster Redner der Kollege Thorsten Frei für die Fraktion der CDU/CSU."
"27"," Thorsten Frei:"
"28","Herr Präsident! Liebe Kolleginnen und Kollegen! Als Angela Merkel im Jahr 2008 die große Ehre zuteilwurde, in der Knesset in deutscher Sprache eine Rede halten zu dürfen, da hat sie zwei ganz zentrale Sätze gesagt, die ich nur frei zitieren kann."
"29"," Zum einen:"
"30"," Die historische Verantwortung Deutschlands ist Teil der Staatsräson unseres Landes."
"31"," Zum anderen:"
"32"," Daraus folgt, dass die Sicherheit Israels für uns nicht verhandelbar ist."
"33"," Das bedeutet im Klartext, liebe Kolleginnen und Kollegen:"
"34"," Diese zwei Sätze sind erstens auch elf Jahre nach der Rede immer noch so aktuell wie damals."
"35"," Es bleibt zweitens unsere Verantwortung, die zwei programmatischen Sätze jeden Tag auch immer wieder mit Leben zu erfüllen."
"36","Wir als Koalitionsfraktionen haben gemeinsam mit der FDP diesen Antrag zur Hisbollah vorgelegt, weil wir der Auffassung sind, dass wir es nicht tatenlos hinnehmen können, dass eine terroristische Organisation, die zum einen das Existenzrecht Israels bestreitet und zum anderen eben auch mit terroristischen Mitteln das Land bekämpft, Deutschland als Rückzugsort, als Logistikraum, als Finanzierungsraum missbrauchen kann."
"37"," Dem müssen wir uns mit aller Kraft entgegenstellen."
"38"," Das machen wir mit dem vorliegenden Antrag deutlich."
"39"," Das hilft beispielsweise, gegen Kennzeichnungen vorzugehen."
"40"," Das hilft vielleicht auch, um zukünftig den unsäglichen Al-Quds-Marsch, den auch der Innensenator Geisel hier in Berlin gerne verbieten möchte, zu verhindern."
"41"," Ein Betätigungsverbot hätte also wirklich Folgen."
"42","Der zweite Punkt, der uns ganz wichtig ist, ist, dass wir auf europäischer Ebene die sehr künstliche Trennung der Hisbollah in einen terroristisch-militärischen Arm einerseits und einen politischen Arm andererseits aufgeben."
"43"," Ich weiß, dass die Bundesregierung im Jahre 2013 dabei nicht das Problem war, sondern sich genau darum schon bemüht hat."
"44"," Aber wir sollten unsere Anstrengungen weiter intensivieren, hier zu einer klaren Haltung zu kommen."
"45"," Auch das Bundesverwaltungsgericht hat das so klar geäußert."
"46"," Deshalb ist das ein richtiger Ansatz."
"47","Nachdem ich schon etwas zu dem Koalitionsantrag gesagt habe, vielleicht noch ein Wort an die AfD."
"48"," Sie hat hier zum wiederholten Mal einen Antrag vorgelegt, der sich auf den ersten Blick gegen Antisemitismus richtet und sich für Israel einsetzt."
"49"," Ich frage mich nur, warum Sie hier einen Antrag gegen die Hisbollah verabschieden wollen, während drei oder vier Wochen zuvor Ihre Abgeordneten erneut in Syrien waren, dem Land, in dem Baschar al-Assad seinen Vernichtungskrieg nicht führen könnte, wenn er nicht von Hisbollah unterstützt würde."
"50"," Das gehört zur Klarheit und zur Wahrheit mit dazu."
"51"," Wir machen den richtigen Antrag und bitten dafür um Unterstützung."
"52","Vielen Dank.
Vizeprasident Thomas "
