"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion Die Linke der Kollege Ralph Lenkert."
"4"," Ralph Lenkert:"
"5","Sehr geehrter Herr Präsident! Kolleginnen und Kollegen! Es geht um den Wolf."
"6"," Vergangene Woche fand im Bundestag die Anhörung zum neuen Bundesnaturschutzgesetz statt."
"7"," Mehrere Juristen äußerten massivste Bedenken, dass dieser Gesetzentwurf nicht EU-konform ist und schwer umsetzbar sein wird."
"8","Im Umweltausschuss hatten wir mehrfach Diskussionen über die schwierige Lage von Schäferinnen und Schäfern."
"9"," Ich hatte die Hoffnung, dass CDU und CSU endlich anfangen, auf Fachleute zu hören."
"10"," Aber beim Wolf setzt der Verstand vermutlich aus."
"11"," Und AfD und FDP schüren Angst und machen mit ihren Horrorgeschichten sogar Stephen King Konkurrenz."
"12"," Zu anderen Problemen wie Schäden durch Wildschweine oder verwilderte Hunde, die ebenfalls Schafe und Weidetiere reißen, höre ich von Ihnen nichts; die ignorieren Sie."
"13"," Aber wir alle wollen doch den Schäferinnen und Schäfern helfen."
"14"," Dazu können Sie heute beitragen:"
"15"," Stimmen Sie mit uns gemeinsam für Herdenschutzmaßnahmen, die bundesweit einheitlich sind, und für die vollständige Finanzierung von Herdenschutzhunden."
"16","Ralph LenkertStimmen Sie mit uns ftir die Beweislastumkehr, das heiBt, dass nach Übergriffen auf Weidetiere immer entschädigt wird, solange nicht eindeutig ein Wolfsangriff ausgeschlossen wird."
"17"," Im Übrigen:"
"18"," Stimmen Sie mit uns für eine Weidetierpramie von 30 Euro."
"19"," — Damit ist den Schäferinnen und Schäfern wirklich geholfen."
"20"," Liebe Zuhörerinnen und Zuhörer, wie ist die geltende Gesetzeslage? Wenn ein Wolf mehrfach Nutztiere reißt, wenn ein Wolf die Scheu vor Menschen verliert, dann kann er bereits heute entnommen werden."
"21"," Das ist möglich."
"22"," Das akzeptieren wir auch."
"23"," Aber leider sind die Wölfe für manche Jäger zu clever; sie werden nicht erwischt."
"24"," Da hilft es nicht, neue Gesetze zu machen; da müssen Sie eine bessere Jagd organisieren."
"25"," Neue Gesetze versagen."
"26"," Arbeiten Sie besser zusammen, dann können Sie das auch lösen."
"27"," Die Koalition stiehlt sich aus ihrer Verantwortung und lädt die Risiken bei den Kommunen ab."
"28"," Sie wissen doch ganz genau, dass nach EU-Richtlinie die Entnahme eines geschützten Tieres wie des Wolfes nur möglich ist, wenn der Bestand im Land nicht gefährdet wird."
"29"," Sie machen kein bundesweites Monitoring."
"30"," Gleichzeitig erlauben Sie das Abschießen von ganzen Rudeln."
"31"," Wenn jetzt mehrere Landkreise gleichzeitig der Entnahme von Rudeln zustimmen und damit der Bestand in Deutschland gefährdet ist, drohen Strafzahlungen an die EU."
"32"," Wer muss dann bezahlen? Die Kommunen."
"33"," Das kann doch nicht Ihr Ernst sein."
"34"," Dieses Gesetz löst keine Probleme."
"35"," Dieses Gesetz hilft den Schäferinnen und Schäfern nicht."
"36"," Dieses Gesetz verschärft Risiken und Umsetzungsprobleme bei den Kommunen."
"37"," Die Linke wird es genauso ablehnen wie den noch schlechteren Entwurf der FDP."
"38","Vielen Dank.
Vizepräsident Thomas "
