"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der CDU/CSU der Kollege Wilfried Oellers."
"4"," Wilfried Oellers:"
"5","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Bevor ich zum eigentlichen Thema komme, will ich klarstellen, dass die Arbeitsmarktsituation vielleicht doch nicht so schlimm ist, wie Sie sie dargestellt haben, Herr Riexinger."
"6"," Wenn man dem glauben soll, was Sie gesagt haben, müssten wir in einem wirklich schlimmen Land leben."
"7"," Wir haben Rekordbeschäftigung, steigende Löhne, und die Zahl der Befristungen geht derzeit prozentual wieder leicht zurück."
"8"," Ich muss ganz ehrlich sagen:"
"9"," Das Bild, das Sie hier malen, ist nicht richtig."
"10"," Darüber hinaus will ich noch auf einen Punkt eingehen."
"11"," Herr Riexinger, wenn Sie sich hier schon äußern, dann würde ich an Ihrer Stelle genau überlegen, was ich sage."
"12"," Sie haben in Ihrer Rede gesagt, dass die Menschen ein Recht auf bezahlten Urlaub haben und wir deswegen die Tarifautonomie stärken müssen."
"13"," Herr Riexinger, für Urlaub brauchen Sie keinen Tarifvertrag zu schließen."
"14"," Das steht im Bundesurlaubsgesetz."
"15","Schauen Sie einmal in das Gesetz."
"16"," Dort ist das langst geregelt, und zwar für alle Arbeitsverhältnisse."
"17","Ich will für unsere Fraktion deutlich hervorheben, dass wir die Tarifautonomie für einen der wichtigsten Bausteine unserer sozialen Marktwirtschaft halten."
"18"," Das Miteinander von Arbeitgebern und Arbeitnehmern hat unser Land dahin gebracht, wo wir heute stehen."
"19"," Diese Entwicklung beruhte auf einem Miteinander, auf dem beiderseitigen Verständnis am Verhandlungstisch mit der eben schon von Uwe Schummer angesprochenen Friedenspflicht bzw."
"20"," dem Konsens, bis der Tarifvertrag abgelaufen ist."
"21"," Ich denke, dass das die richtige Lösung ist."
"22"," Das sehen wir auch daran, dass wir mit unserer Sozialpartnerschaft sehr gut durch Wirtschaftskrisen, zum Beispiel in den Jahren 2008/2009, kommen."
"23","Dass die tarifvertragliche Bindung derzeit rückläufig ist, bedauern wir Sehr."
"24"," Wir haben da aber — Sie haben die All herklärung angesprochen — in der letzten Legislaturperiode schon gehandelt."
"25"," Sie wollen es zwar nicht hören, aber mit dem Tarifautonomiestärkungsgesetz haben wir die von Ihnen gewünschten Vereinfachungen bei der Allgemei indlicherklärung schon vorgenommen, indem wir die 50-Prozent- Grenze gestrichen haben und jetzt nur noch das öffentliche Interesse bei einem gemeinsamen Antrag beider Tarifpartner notwendig ist."
"26"," An der Stelle muss man Maß und Mitte halten."
"27"," Wenn Sie Zahlen dafür anführen, wie die Tarifbindung gesunken ist, will ich allerdings darauf hinweisen — das ist gerade schon angeklungen -, dass viele Arbeitgeber schon auf die Tarifverträge zurückgreifen, um entsprechende Bestandteile einzelvertraglich aufzunehmen."
"28"," Da muss man mal die Frage stellen:"
"29"," Warum ist es so, dass sie sich auf die einzelnen Tarifverträge beziehen, aber keine Tarifbindung eingehen? Das sollte man vielleicht einmal gesondert ergründen.
Vizepräsident Thomas "
